condition_id,token,closed,outcome
0x9d3f02264a94bafc676afd7add8b11442e6ec72dabaa69cefef835f0672275c7,25525886838936661349801315808447476243176190100445157889430252006398510133975,True,0.0
0x0c4cd2055d6ea89354ffddc55d6dbcef9355748112ea952fc925f3db6a5c457f,18812649149814341758733697580460697418474693998558159483117100240528657629879,False,
0xb361c29b5481164886627cb175ed76792df30902e66ec329c0a3853f807fe8e9,24133313707494092850711092386682366277896107608585551805723240128547108885965,True,0.0
0x348cd9adf4f6855f58bd9c6dbf9ff251c4142ef77233a5dc95c65b4b61cd2187,46130022848920611732202507184264902690726361824951579816156441452797397798181,True,0.0
0x90b9d20ece132c342654f98e0826e972134b10f58d4789c2662bdc00eee44b13,55443738818158231803517291185008080654932985451404315852703585757411667902597,True,0.0
0x2a7a6ab8f4984f1ae82eacd7fb408832a50e63162ac6b98fff1fe094b8e9d3b5,7496871387824498705150337097986995704782987980926026827618928384721521953608,True,1.0
0x825bc4151fd9c139c4f0400c1a6f5d60cf67b2d04f12d69fd9fb5de67b13e4bc,37088846718363125743947103938325144949409419304219830474975395227343762118615,True,0.0
0xbc54d73527785bdc7b443cfdf3b0d59558c5ac2bbffca23425ecfbd161b07317,2575649873331305281697901933427878751073542224398105116199284617976552667985,True,1.0
0x7ebb07134794576c154f06fbaa1cc61a5292d58e280ce98207977771c0326c27,39108014906147153132558864303811863989716119429482110734018531773663181557097,True,1.0
0xbc28e92d1fa999e842caf926cff56a580fb477f26d8c44c99aa29beb78062241,40791250908933508853723465614961035896557737979546129504169818299128524475478,True,1.0
0x3ceb5b631318be5000758200590efe2b308a581d6787c3e7bc050bfd8f627627,5699266164849713169703648234886411053444418385408086203990916861286572010447,True,0.0
0x344327632a0ab1c28b40003f14bfe75cb7d5bd65c58b4e34199cfc17a77104fe,6109686258397883114797998126787263049884408157800816627628909717221408645880,True,1.0
0x6f05c7bc5ad978f8f9916f05d30a7f752e02b81508c56d82ed7c9245bca163b0,6475664574853487589307000579070420920333411302268516614731603567311278340454,True,0.0
0xa6e388d87a81a17dd8f2046479e11c50bf32bcf475ce75a3506c5cf19a09613c,74462684193682274121527627288851496112095177877168577387579195113338655776971,True,1.0
0x870bb248c96c52dcf35390a66542471c5bba2896942d6bc97ade41a418646ba8,106591280142630626115724651117201657682325101150171422307265130569697670708657,True,1.0
0x232342e2a9200b203703a816f9d99d1c6a872333567af16f43d67a255e1a6aa8,110881534500357968934646596900153818247967390745149544995654778360419076918150,True,1.0
0x7bed81b0bd1cbe7cae0ad49fcf2d9e068d1ea2da49a36e638712daa55712a184,28938745417558857896442238911870725474349404919267969141124175484009211562921,True,0.0
0x5038cb8d1ae39e35eded49cbcb86ccf579de09935ba069050db28f07a05c23c1,35286159035065079531421552213506411657270158230319095597526031755671583347497,True,1.0
0xe76d397afa47ea028b914eec69543c69f9bbec8c313bd3a1dba022bd050b4c22,42106124341898993878219494110169972860555152191755106967043750072528134315088,True,0.0
0x1eb724a708f3720c2b7ef63d7ffc7483ecc14deed6df2e7e9dc1dfa724a98bd6,7936379438884929999943146941289093559746194477224187754527972073168717543990,True,1.0
0x3088733a3d7f03d026035f6dd7df44a82c59eeb95545dda3889b65baa9a36e82,79583890070242200157717739598472543346007998738995044663998036638454036032453,True,1.0
0xff68b32e6543ae8b44ccb520604b6ea224a1bac071a186fb65f6f40949a758df,111094090837649765214249428313341768842963554572116350745061757857767411424456,False,
0xabcd94970a42787bb01726ff703134cf666434b9bdaa288505290e6a4b339fc0,28361600040624623099177233767485439434038685821530406230501166593248182856762,True,1.0
0xbdb326038e98f139550add22cab891493f7093118096eb005cd7d3224aaf4f5e,34299492873909901402451035997403268632476657432479091763013320003330462466274,True,1.0
0x9d013d3fc2d53c9c22d1738416312b854b72a80fcbfa5940937928578b686698,38748101085569396512947243711323402239959595168434152755224724202941048267384,True,0.0
0x08d56195e88cedb87eeff396bd35e8b67d031e586169b3bc937b3095b3cdfe43,60307602439016469402020125548661619562921689173570725395117442994384909784380,True,1.0
0xebb200cb08bbe89c2523a345947d083a992e27cc479cf1b5568407751e026d2c,73247571006255574285385183553023235681702880602976519365262465179094676130340,True,0.0
0x91bc2d5c57d20851caa4bbf821e9d7d3b488e041f21f00d256bc43caa9e1c4c9,85186286275216627280208867641881920086859727277897444708042824542753009970467,True,0.0
0xfa08848205da5717b79e5bc21e7dbd31264fb01acc98bd1436b95870e8fec409,92488220621909882531791113518945145991276504934055990507865455181231063950386,True,1.0
0x04b6d6630d49e6513355ff045c96439c929335cb0d18da7792dea6c2fc717ead,10541943766977992250149902475024620982770128161688998706490955791758263657916,True,1.0
0x2f00e48e914ba6606867a6347e90c48cc1fd4da66cc196a191786637f40848e9,107303881689780116979934419713652545873528717512161697004408881489729317049047,True,1.0
0x46dd571d8c32bd58dcc553ae6c2a1ae8dda6d1ec69943bc0f771ea5c35132ca5,110072309488561205533487613044871281389249733789617983887808504266648263898121,True,0.0
0x3810cb9860d50b1c785250bba319a397bd27f8652feaff6743c18f54790d7bbc,111146292260711680418394522503507840149942939199938067211445764948633920020709,True,1.0
0x16c981b47490212bbb7d70edcccc419a84ff5771bc85c1b7abae37128975953e,13689393741027779813840434297856122590360803048059505899834082936957632248186,True,1.0
0xc67e78d9515ea4100e43ea9f861fde9b068c7fc3f1395d26699c433206f9aabf,19231783864635332360042048934098484597156886540583638827549665323217015978659,True,0.0
0x864d4155b62431499f469772de81ea9b7daa1c87b78047e4aa9cc2fbcd222640,233862900569678670114671632450111183743595845606473713868607676664796499148,True,1.0
0x1dd1595fb6b528bd285ea3af2e8a80a5b6a07f6eefd23b280a525652084e676c,39598606165907385975468969265679774635860229406160559655297299082752221784866,True,1.0
0x5bdcf0fd010eba1a55a0f3de9be6612fc72038279a734e994ce2e34664a3cfe4,43065377931595109421738195806896155428299627622642742017785976384593510801128,True,1.0
0xa2dbbde3c939a2b2f3511e3fcec68e4f0b7ea698272eee124e0636bf9734aea2,43694523285483651443164720961253509909205499003300616314656630647567797464351,True,1.0
0x825bc4151fd9c139c4f0400c1a6f5d60cf67b2d04f12d69fd9fb5de67b13e4bc,6720261073418215563718103286853488137969010585356411673103683130368799140898,True,1.0
0x253676d94edd8f3e92060410bec8bca9117890d117d06664d31867db0e396c56,74605887197723708258701409289846795722689616895189984287110714710702529170739,False,
0xcaaa1338d38b5c614196c9a926dd84babc3984442f2ec9b937a16284a199ec3a,76071109489406808599878692125264766321676001700733380917373465772841855210643,True,0.0
0x9814196ae917e1c962ce23612be50554586828a996b06c800d502a137001bc25,77014409216289991971560077047360031931406949774158043029274223496978646301102,True,0.0
0xa71f817655a1e3388855598499fbe5dbb1f7904a376b7a792869b19279365dc1,77448479315982997241357843394947347179190968409554329389379134623374968524327,True,0.0
0xb6378621d79c4eae39fcc49f2fe74ffe6627d87ebe397197126c6fea79232580,78896281415889156452720325904405208665247043869106250591141879500933487432107,True,0.0
0x6f05c7bc5ad978f8f9916f05d30a7f752e02b81508c56d82ed7c9245bca163b0,84622337225923971667543390025202237459542894380445135038857655043890030217262,True,1.0
0x9814196ae917e1c962ce23612be50554586828a996b06c800d502a137001bc25,87342664839192211473271920800753463563092786516324349723605782526214890691197,True,1.0
0xcacd424332319971356c757c025b45a4eb5643b919fb3bd2f84051afea599b13,89075579425844467185868633488322759623361856543369509366205030098390192743019,False,
0xe70fd51f42e61fc309d8e57019a7b76c8dc7bd19b473351d56ff1e125ae0d9d4,98258440478094610167729510800284333090952142769785486649204893493792445830714,True,0.0
0x0d2071920da35396162280a1af346e1f799ed45e019ed43fae0c88dc1ac4b4d6,115548088586633825662425519500723984422794579404944891967166045543435931523785,True,1.0
0x0d2071920da35396162280a1af346e1f799ed45e019ed43fae0c88dc1ac4b4d6,32058851221679529974818014567841951405353890461559999844883230561953635888318,True,0.0
0x40e2282a59c796c9ddb71c41988c7f3db484734fbe53972fee0d12ff172ce74c,4988564424597816969740643501728169344354034636148697688389381430198814235722,True,0.0
0x65c752289ab1e3b4fde40b3909d9c0fc2b35849ad950a38cab30d19a80457a9a,67370320315542783178356704532185575476430897864957357380728466280016657884284,True,1.0
0xc3a2899b4095335eacb14f575465937113e3767e8e3b4407ffa28441db0be872,8512370507264355617469789483283139023791655037751755983719580812449400119588,True,1.0
