token,condition_id,question,event_date,n_buyers,entry_price,in_price_band,first_buy_span_hours,price_chase,pairwise_jaccard,indep_score,indep_class,temporal_pass,price_pass,comovement_pass,outcome,pnl,resolution_status
58369280457622913106857982206819987764567414919584351509934338819370674571140,0x09e6257e042135da89877e5989e13fcb9f353638a588648c27d66c4c64701645,Houston Astros vs. Chicago Cubs,2026-05-27,3,0.1,True,4.2236,-0.47,0.068,2,independent,False,True,True,0.0,-1.0,resolved
36872217940161491972120830074682109141065398170878601426051147635064624582652,0xc775ae21fba7d1949f6da0c45a880b5ab1a19c39d9c2f4f1b93f37af0bc014d9,Knicks vs. Cavaliers,2026-05-27,3,0.9099,False,3.6183,0.3699,0.068,1,cascade,False,False,True,,,out_of_band
45942712780956716290595528630059826510539112426790184133339143529925294470101,0xb8724de28f0dcdb71b55abc89f54a5788f7d7fc364160ec6a45b941d5c332988,Spurs vs. Thunder,2026-05-28,3,0.7096,True,46.1206,0.0696,0.0832,2,independent,True,False,True,1.0,0.4092,resolved
53919346162802748120847155404148342783978231188785990665971474884640857460504,0xb8724de28f0dcdb71b55abc89f54a5788f7d7fc364160ec6a45b941d5c332988,Spurs vs. Thunder,2026-05-28,3,0.21,True,3.1225,-0.2,0.064,2,independent,False,True,True,0.0,-1.0,resolved
2575019569713867230163687809334189476608940225482792735183279931653015476505,0x3904885b86a86a2e20b76d92e3eb91ba5e9d6cd3ed294ee759c5f638fe8ec9bb,Thunder vs. Spurs,2026-05-29,3,0.24,True,38.5981,-0.18,0.0904,3,independent,True,True,True,0.0,-1.0,resolved
74835519882355583805772343716595301419552900506451796312096053703428888528877,0x1abd45a88831049ff7db1ff4456ed08c0f1c29d54aefaabaedc04465f39c578f,Hurricanes vs. Canadiens,2026-05-30,3,0.43,True,4.0294,0.0,0.077,2,independent,False,True,True,0.0,-1.0,resolved
93443214774916778849479909177952843381688414695081000823688194873542183413097,0x522402b339695a5c11d6faac2723822ef40f513569c54e8df12e043d78f687c5,Avalanche vs. Golden Knights,2026-05-30,3,0.48,True,3.9864,-0.02,0.077,2,independent,False,True,True,1.0,1.0833,resolved
110685453135299924591630149473529665994132772243041725681323799510474856345343,0x6a8cfe84d17693425f27831db5949d7511f3393d4624b182ac6956164cd32b10,US announces new Iran agreement/ceasefire extension by May 31?,2026-06-01,3,0.31,True,1.6867,-0.1346,0.1332,2,independent,False,True,True,0.0,-1.0,resolved
15995243820336177841554632127584222169952027258346817014909996961549144471612,0x366f89649caea042c96ee741b185461ec7faa408a2664ec44469a0061924b537,"US x Iran permanent peace deal by June 7, 2026?",2026-06-01,3,0.07,True,136.1019,-0.33,0.1332,3,independent,True,True,True,0.0,-1.0,resolved
31867385211987925701696042012772036156561382644688734856312468506547392739862,0x6114a8a3f9ac214f48a7e20d169f1c7a5c84082cb6f7058ed9fe1137b11fd0e7,"US x Iran permanent peace deal by June 30, 2026?",2026-06-01,3,0.24,True,116.2814,-0.2497,0.1332,3,independent,True,True,True,1.0,3.1667,resolved
5904694069529905826680225678119990013628860098514322777023141327768111791078,0xd86a816093fcd0a0e1ca440bc5ce199bd3c5a8d6139e044b076958164f8c5423,"US x Iran permanent peace deal by June 15, 2026?",2026-06-01,3,0.13,True,91.9669,-0.17,0.1332,3,independent,True,True,True,1.0,6.6923,resolved
56298171512263675220803333396442804369644631488784809893225723519219382698258,0xedfd694c155ccbcc8bb4e819b5d220da28d9262766ec887a79bb27a78f5d6ae0,Golden Knights vs. Hurricanes,2026-06-05,3,0.56,True,4.4753,-0.02,0.0307,2,independent,False,True,True,1.0,0.7857,resolved
89197230931921713679747543407334161079954641716437720586655130807468320244629,0x17e2f3347e34d8a13572baf10c9b4eb3291217868a0fb84b37f36c80f8e2105a,Knicks vs. Spurs,2026-06-06,3,0.64,True,46.0333,-0.02,0.0617,3,independent,True,True,True,0.0,-1.0,resolved
72034199679685605777746108880436699468836661260225341006687916047384310465181,0x5833eb918b6df030934f699e3d477db4ededda8f4d1b7e118a91029ab2d4d152,Hurricanes vs. Golden Knights,2026-06-07,3,0.48,True,3.5486,-0.01,0.0381,2,independent,False,True,True,1.0,1.0833,resolved
103146822800955228694960469584465618974402104793575818808187047895725122181216,0x0923f4cd56ffdd032deca9984f9779303b58c6ef9317c0c6490acccb477ba150,Spurs vs. Knicks,2026-06-09,4,0.51,True,52.8247,0.07,0.0653,2,independent,True,False,True,1.0,0.9608,resolved
46476571633828462836475465912978735855757483955249703286193576900705262818709,0x9bb9f7c70674e2043580bf634753858eded9b360252c06f891688b95a542ac46,Knicks vs. Spurs,2026-06-09,3,0.1723,True,2.2336,-0.1877,0.0817,2,independent,False,True,True,1.0,4.8038,resolved
98459181579236923586844159348634682860151195540312195350235235649190114114052,0x0923f4cd56ffdd032deca9984f9779303b58c6ef9317c0c6490acccb477ba150,Spurs vs. Knicks,2026-06-09,3,0.44,True,42.9508,-0.1,0.0628,3,independent,True,True,True,0.0,-1.0,resolved
104121662816591135157633034467926697984733660874566468356740527855523275425437,0x221b05db581e0beb3bd140683b89b06f6bb565f67674fb7243c6d3789ee18b96,Roland Garros ATP: Flavio Cobolli vs Alexander Zverev,2026-06-10,3,0.2772,True,2.7283,0.0872,0.0312,1,cascade,False,False,True,0.0,-1.0,resolved
21824609976117105848555444850550421549651562100464735804855968490014825878128,0x9bb9f7c70674e2043580bf634753858eded9b360252c06f891688b95a542ac46,Knicks vs. Spurs,2026-06-10,3,0.82,True,1.6839,0.19,0.0504,1,cascade,False,False,True,0.0,-1.0,resolved
41284873129725842500884801942360270477285040005052243147060142826717769851361,0xf2bdcb7bab8408a5509a07e4d931457e395293290b2f251b2dbf3a30932b11ef,Roland Garros WTA: Marta Kostyuk vs Mirra Andreeva,2026-06-10,3,0.4678,True,3.9731,0.023,0.0287,2,independent,False,True,True,1.0,1.1377,resolved
43882079433707073237575499116245059691100518446669646092410435535277783187340,0xd14c2ee48e14082291c8a21d18613883e71ce3a5f31459553c979fb6982dbc7e,Roland Garros ATP: Matteo Arnaldi vs Flavio Cobolli,2026-06-10,3,0.34,True,1.8164,0.0161,0.0287,2,independent,False,True,True,,,unresolved
56862034715455423626898676009927020086579681828752811859299251028347089169631,0xdc09be650f66b005c91e585611c924c6ecaac2a313a467b145f0978e5e675f39,Roland Garros WTA: Diana Shnaider vs Maja Chwalinska,2026-06-10,3,0.4771,True,1.8911,0.0971,0.0647,1,cascade,False,False,True,1.0,1.096,resolved
38917726255542427535889485465354648715024023213222042338581016592713743648739,0xcc5ffe6f0dd2ebbdae948dff2ebb541c17fb03eecd9e152bd0c91646d4e0049a,Spurs vs. Knicks,2026-06-11,3,0.93,False,5.5531,0.47,0.0298,1,cascade,False,False,True,,,out_of_band
55115078421062885512539156303747803058407616201213034911037320915726138659123,0x5db999fad322cea2914535aae5517060c3f80ad6d8c0231cde2124a434d16846,Will the U.S. invade Iran before 2027?,2026-06-11,3,0.22,True,63.4381,0.04,0.0882,3,independent,True,True,True,,,unresolved
17715982439478661834311049562760143604624789531022579847720445317445850946683,0x802adc7238db42d431521f625b2a367954d04ebf8836109257dd4a3b961c6108,Will Canada win on 2026-06-12?,2026-06-12,3,0.69,True,1.6653,0.22,0.0111,1,cascade,False,False,True,1.0,0.4493,resolved
12975279090075715546187285542753074853025681000106176700535873318060556829793,0x96e604a3688387194df4b8fae8514c9555edf6d53563d84d06bc7fb62fe8fef4,Golden Knights vs. Hurricanes,2026-06-12,3,0.57,True,1.6258,-0.0245,0.0333,2,independent,False,True,True,1.0,0.7544,resolved
1053697017401072331517873943000159665286188444438499834342450614809920055961,0x26c10c27cde58e2d6214d65ab562d8142d34723b3b6ec3f40836d24f6d22dfc9,Will United States win on 2026-06-12?,2026-06-12,4,0.47,True,19.4839,-0.01,0.0257,2,independent,False,True,True,1.0,1.1277,resolved
110136933550893624733134445460153301975615510734202337526927943993346922198810,0xd90bf5f45f24c5de7881707cb5374f3d991388a2d220fa7e0fe2be912cd7642a,Knicks vs. Spurs,2026-06-14,4,0.28,True,21.7847,-0.08,0.0473,2,independent,False,True,True,1.0,2.5714,resolved
71785764076184626205908849503698513178149020682140821352707942313255784790169,0xd90bf5f45f24c5de7881707cb5374f3d991388a2d220fa7e0fe2be912cd7642a,Knicks vs. Spurs,2026-06-14,3,0.68,True,2.6983,0.05,0.0247,2,independent,False,True,True,0.0,-1.0,resolved
72023838050558098356071669795726076034130956366809809419534122573023839650143,0x16608c4fdd7cb41292f6d42c1c02b43ac22593f1c198a104847a3479848d7abe,US announces new Iran agreement/ceasefire extension by June 15?,2026-06-14,3,0.6333,True,80.5333,0.5333,0.141,2,independent,True,False,True,1.0,0.579,resolved
20779063998268474490699884714808310289659170477959115489741275295270359962039,0x4cd77d456c83e7d8c569a8fb8f6396c3f40154f657e6d970733e2b1b6a7110ff,Will Mexico win on 2026-06-11?,2026-06-15,3,0.93,False,6.5425,0.23,0.0274,1,cascade,False,False,True,,,out_of_band
31232421682960001105826623941217547138998834298705166871879814019888783572321,0xb91bcf97aed2a45f079de5a8683035e8505562523bc2b643518175ee11fb7bed,Arizona Diamondbacks vs. Miami Marlins,2026-06-15,3,0.56,True,5.8694,-0.01,0.0317,2,independent,False,True,True,1.0,0.7857,resolved
59788553781128540398588774210208012652245355317980690648888234455544785488143,0xcc5ffe6f0dd2ebbdae948dff2ebb541c17fb03eecd9e152bd0c91646d4e0049a,Spurs vs. Knicks,2026-06-15,3,0.0739,True,41.1581,-0.4561,0.0685,3,independent,True,True,True,1.0,12.5318,resolved
95543325355023520116349941085333928397256164688840895196400984594943195733902,0xe019971a21471bafef51fa115830d095f2c5a28d828d8ee6317efc8cab867bc4,Los Angeles Dodgers vs. Pittsburgh Pirates,2026-06-15,3,0.54,True,0.5406,-0.11,0.0306,2,independent,False,True,True,0.0,-1.0,resolved
25525886838936661349801315808447476243176190100445157889430252006398510133975,0x9d3f02264a94bafc676afd7add8b11442e6ec72dabaa69cefef835f0672275c7, Iran agrees to end enrichment of uranium by June 30?,2026-06-16,3,0.3324,True,104.2578,0.1024,0.1456,2,independent,True,False,True,0.0,-1.0,resolved
55443738818158231803517291185008080654932985451404315852703585757411667902597,0x90b9d20ece132c342654f98e0826e972134b10f58d4789c2662bdc00eee44b13,Will Croatia win on 2026-06-17?,2026-06-17,3,0.16,True,1.59,-0.01,0.0121,2,independent,False,True,True,0.0,-1.0,resolved
46130022848920611732202507184264902690726361824951579816156441452797397798181,0x348cd9adf4f6855f58bd9c6dbf9ff251c4142ef77233a5dc95c65b4b61cd2187,Strait of Hormuz traffic returns to normal by end of June?,2026-06-17,3,0.21,True,147.5761,0.13,0.0664,2,independent,True,False,True,0.0,-1.0,resolved
7496871387824498705150337097986995704782987980926026827618928384721521953608,0x2a7a6ab8f4984f1ae82eacd7fb408832a50e63162ac6b98fff1fe094b8e9d3b5,Will Argentina win on 2026-06-16?,2026-06-17,4,0.64,True,2.5686,-0.04,0.02,2,independent,False,True,True,1.0,0.5625,resolved
18812649149814341758733697580460697418474693998558159483117100240528657629879,0x0c4cd2055d6ea89354ffddc55d6dbcef9355748112ea952fc925f3db6a5c457f,Will Argentina win the 2026 FIFA World Cup?,2026-06-17,3,0.1212,True,79.0956,0.0478,0.0387,3,independent,True,True,True,,,unresolved
15533504435512750163662526056599988875588216367496230911546723374873590561218,0x6bf0cbc0938ea215ef8660f2aa37475ae8b82950edc5527185864a8d60b236fc,Will Trump physically sign US x Iran deal?,2026-06-17,3,0.9353,False,0.6736,0.0473,0.1263,2,independent,False,True,True,,,out_of_band
24133313707494092850711092386682366277896107608585551805723240128547108885965,0xb361c29b5481164886627cb175ed76792df30902e66ec329c0a3853f807fe8e9,Will England win on 2026-06-17?,2026-06-17,5,0.487,True,1.4403,0.067,0.0199,1,cascade,False,False,True,0.0,-1.0,resolved
37088846718363125743947103938325144949409419304219830474975395227343762118615,0x825bc4151fd9c139c4f0400c1a6f5d60cf67b2d04f12d69fd9fb5de67b13e4bc,Will Czechia win on 2026-06-18?,2026-06-18,3,0.5,True,0.495,-0.03,0.0107,2,independent,False,True,True,0.0,-1.0,resolved
6475664574853487589307000579070420920333411302268516614731603567311278340454,0x6f05c7bc5ad978f8f9916f05d30a7f752e02b81508c56d82ed7c9245bca163b0,Will Mexico win on 2026-06-18?,2026-06-19,3,0.53,True,1.9581,0.01,0.0251,2,independent,False,True,True,0.0,-1.0,resolved
6109686258397883114797998126787263049884408157800816627628909717221408645880,0x344327632a0ab1c28b40003f14bfe75cb7d5bd65c58b4e34199cfc17a77104fe,Will Saudi Arabia vs. Uruguay end in a draw?,2026-06-19,3,0.8597,True,2.8367,0.6397,0.1255,1,cascade,False,False,True,1.0,0.1632,resolved
5699266164849713169703648234886411053444418385408086203990916861286572010447,0x3ceb5b631318be5000758200590efe2b308a581d6787c3e7bc050bfd8f627627,Will Belgium win on 2026-06-15?,2026-06-19,3,0.35,True,2.37,-0.3,0.0263,2,independent,False,True,True,0.0,-1.0,resolved
74462684193682274121527627288851496112095177877168577387579195113338655776971,0xa6e388d87a81a17dd8f2046479e11c50bf32bcf475ce75a3506c5cf19a09613c,"US x Iran diplomatic meeting by June 19, 2026?",2026-06-19,3,0.7627,True,34.2728,0.4786,0.1135,2,independent,True,False,True,1.0,0.3111,resolved
39108014906147153132558864303811863989716119429482110734018531773663181557097,0x7ebb07134794576c154f06fbaa1cc61a5292d58e280ce98207977771c0326c27,Will United States win on 2026-06-19?,2026-06-19,4,0.6,True,0.77,0.0,0.0248,2,independent,False,True,True,1.0,0.6667,resolved
2575649873331305281697901933427878751073542224398105116199284617976552667985,0xbc54d73527785bdc7b443cfdf3b0d59558c5ac2bbffca23425ecfbd161b07317,Will Uruguay win on 2026-06-15?,2026-06-19,3,0.36,True,0.5817,0.02,0.1219,2,independent,False,True,True,1.0,1.7778,resolved
40791250908933508853723465614961035896557737979546129504169818299128524475478,0xbc28e92d1fa999e842caf926cff56a580fb477f26d8c44c99aa29beb78062241,Will Morocco win on 2026-06-19?,2026-06-19,3,0.59,True,1.2722,-0.01,0.0509,2,independent,False,True,True,1.0,0.6949,resolved
106591280142630626115724651117201657682325101150171422307265130569697670708657,0x870bb248c96c52dcf35390a66542471c5bba2896942d6bc97ade41a418646ba8,Will Switzerland win on 2026-06-18?,2026-06-20,3,0.48,True,12.6258,-0.15,0.051,2,independent,False,True,True,1.0,1.0833,resolved
110881534500357968934646596900153818247967390745149544995654778360419076918150,0x232342e2a9200b203703a816f9d99d1c6a872333567af16f43d67a255e1a6aa8,Will Germany win on 2026-06-20?,2026-06-20,5,0.3,True,2.5719,-0.38,0.0479,2,independent,False,True,True,1.0,2.3333,resolved
28938745417558857896442238911870725474349404919267969141124175484009211562921,0x7bed81b0bd1cbe7cae0ad49fcf2d9e068d1ea2da49a36e638712daa55712a184,Will Türkiye win on 2026-06-19?,2026-06-20,5,0.39,True,1.3444,-0.0885,0.0258,2,independent,False,True,True,0.0,-1.0,resolved
35286159035065079531421552213506411657270158230319095597526031755671583347497,0x5038cb8d1ae39e35eded49cbcb86ccf579de09935ba069050db28f07a05c23c1,Spread: Brazil (-2.5),2026-06-20,3,0.53,True,1.665,0.01,0.0441,2,independent,False,True,True,1.0,0.8868,resolved
42106124341898993878219494110169972860555152191755106967043750072528134315088,0xe76d397afa47ea028b914eec69543c69f9bbec8c313bd3a1dba022bd050b4c22,Spread: Spain (-2.5),2026-06-20,5,0.54,True,12.185,0.0,0.0401,2,independent,False,True,True,0.0,-1.0,resolved
7936379438884929999943146941289093559746194477224187754527972073168717543990,0x1eb724a708f3720c2b7ef63d7ffc7483ecc14deed6df2e7e9dc1dfa724a98bd6,Spread: Argentina (-1.5),2026-06-20,3,0.37,True,0.7842,0.0,0.0364,2,independent,False,True,True,1.0,1.7027,resolved
79583890070242200157717739598472543346007998738995044663998036638454036032453,0x3088733a3d7f03d026035f6dd7df44a82c59eeb95545dda3889b65baa9a36e82,"US x Iran diplomatic meeting by June 21, 2026?",2026-06-20,3,0.5342,True,41.1161,0.0342,0.1229,3,independent,True,True,True,1.0,0.872,resolved
60307602439016469402020125548661619562921689173570725395117442994384909784380,0x08d56195e88cedb87eeff396bd35e8b67d031e586169b3bc937b3095b3cdfe43,Will Uruguay win on 2026-06-21?,2026-06-21,3,0.52,True,3.0311,0.21,0.0312,1,cascade,False,False,True,1.0,0.9231,resolved
92488220621909882531791113518945145991276504934055990507865455181231063950386,0xfa08848205da5717b79e5bc21e7dbd31264fb01acc98bd1436b95870e8fec409,Will Trump agree to withdraw troops from the Iranian region by June 30?,2026-06-21,3,0.62,True,25.3008,0.0132,0.1813,3,independent,True,True,True,1.0,0.6129,resolved
73247571006255574285385183553023235681702880602976519365262465179094676130340,0xebb200cb08bbe89c2523a345947d083a992e27cc479cf1b5568407751e026d2c,Will Belgium win on 2026-06-21?,2026-06-21,3,0.69,True,2.4883,-0.01,0.0462,2,independent,False,True,True,0.0,-1.0,resolved
56765604206329295201800708509102770552215845482784718397590899836102045975284,0x9d3f02264a94bafc676afd7add8b11442e6ec72dabaa69cefef835f0672275c7, Iran agrees to end enrichment of uranium by June 30?,2026-06-21,3,0.95,False,80.2208,0.4024,0.2133,1,cascade,True,False,False,,,out_of_band
85186286275216627280208867641881920086859727277897444708042824542753009970467,0x91bc2d5c57d20851caa4bbf821e9d7d3b488e041f21f00d256bc43caa9e1c4c9,Spread: Belgium (-1.5),2026-06-21,5,0.2923,True,7.9014,-0.1377,0.0377,2,independent,False,True,True,0.0,-1.0,resolved
34299492873909901402451035997403268632476657432479091763013320003330462466274,0xbdb326038e98f139550add22cab891493f7093118096eb005cd7d3224aaf4f5e,Spread: Spain (-2.5),2026-06-21,4,0.54,True,1.275,-0.02,0.0309,2,independent,False,True,True,1.0,0.8519,resolved
30737817968734131414540694363665965667430443804675463953245001754203960203734,0x57165bc68af588cf16e499eecd6c040e458c939e0fb0dd4b193744a9d21aa5f2,"Israel withdraws from Lebanon by June 30, 2026?",2026-06-21,3,0.963,False,56.2483,0.043,0.1813,3,independent,True,True,True,,,out_of_band
28361600040624623099177233767485439434038685821530406230501166593248182856762,0xabcd94970a42787bb01726ff703134cf666434b9bdaa288505290e6a4b339fc0,Spread: Japan (-1.5),2026-06-21,3,0.4237,True,0.75,0.0137,0.0354,2,independent,False,True,True,1.0,1.3602,resolved
111094090837649765214249428313341768842963554572116350745061757857767411424456,0xff68b32e6543ae8b44ccb520604b6ea224a1bac071a186fb65f6f40949a758df, Iran agrees to end enrichment of uranium by December 31?,2026-06-21,3,0.5737,True,21.1608,0.0437,0.2133,1,cascade,False,True,False,,,unresolved
38748101085569396512947243711323402239959595168434152755224724202941048267384,0x9d013d3fc2d53c9c22d1738416312b854b72a80fcbfa5940937928578b686698,Spread: Uruguay (-1.5),2026-06-21,4,0.44,True,48.3525,0.06,0.0187,2,independent,True,False,True,0.0,-1.0,resolved
98258440478094610167729510800284333090952142769785486649204893493792445830714,0xe70fd51f42e61fc309d8e57019a7b76c8dc7bd19b473351d56ff1e125ae0d9d4,Will IR Iran win on 2026-06-15?,2026-06-22,3,0.52,True,0.7383,-0.02,0.0673,2,independent,False,True,True,0.0,-1.0,resolved
89075579425844467185868633488322759623361856543369509366205030098390192743019,0xcacd424332319971356c757c025b45a4eb5643b919fb3bd2f84051afea599b13,Strait of Hormuz traffic returns to normal by July 15?,2026-06-22,4,0.3,True,64.4825,0.06,0.0999,2,independent,True,False,True,,,unresolved
87342664839192211473271920800753463563092786516324349723605782526214890691197,0x9814196ae917e1c962ce23612be50554586828a996b06c800d502a137001bc25,Will Norway win on 2026-06-22?,2026-06-22,6,0.39,True,74.5933,-0.03,0.0351,3,independent,True,True,True,1.0,1.5641,resolved
84622337225923971667543390025202237459542894380445135038857655043890030217262,0x6f05c7bc5ad978f8f9916f05d30a7f752e02b81508c56d82ed7c9245bca163b0,Will Mexico win on 2026-06-18?,2026-06-22,3,0.47,True,5.935,0.0,0.0763,2,independent,False,True,True,1.0,1.1277,resolved
78896281415889156452720325904405208665247043869106250591141879500933487432107,0xb6378621d79c4eae39fcc49f2fe74ffe6627d87ebe397197126c6fea79232580,Canada vs. Qatar: O/U 6.5,2026-06-22,3,0.3799,True,0.3739,0.0652,0.0381,1,cascade,False,False,True,0.0,-1.0,resolved
77448479315982997241357843394947347179190968409554329389379134623374968524327,0xa71f817655a1e3388855598499fbe5dbb1f7904a376b7a792869b19279365dc1,Portugal vs. DR Congo: O/U 2.5,2026-06-22,3,0.72,True,1.6483,0.17,0.0511,1,cascade,False,False,True,0.0,-1.0,resolved
77014409216289991971560077047360031931406949774158043029274223496978646301102,0x9814196ae917e1c962ce23612be50554586828a996b06c800d502a137001bc25,Will Norway win on 2026-06-22?,2026-06-22,3,0.61,True,7.6567,0.05,0.0274,2,independent,False,True,True,0.0,-1.0,resolved
76071109489406808599878692125264766321676001700733380917373465772841855210643,0xcaaa1338d38b5c614196c9a926dd84babc3984442f2ec9b937a16284a199ec3a,Will Portugal win on 2026-06-17?,2026-06-22,3,0.6022,True,0.2458,-0.0478,0.0831,2,independent,False,True,True,0.0,-1.0,resolved
74605887197723708258701409289846795722689616895189984287110714710702529170739,0x253676d94edd8f3e92060410bec8bca9117890d117d06664d31867db0e396c56,Mojtaba Khamenei seen in public by July 31?,2026-06-22,3,0.3,True,113.3717,0.101,0.2172,1,cascade,True,False,False,,,unresolved
6720261073418215563718103286853488137969010585356411673103683130368799140898,0x825bc4151fd9c139c4f0400c1a6f5d60cf67b2d04f12d69fd9fb5de67b13e4bc,Will Czechia win on 2026-06-18?,2026-06-22,3,0.27,True,20.7972,-0.18,0.0876,2,independent,False,True,True,1.0,2.7037,resolved
43694523285483651443164720961253509909205499003300616314656630647567797464351,0xa2dbbde3c939a2b2f3511e3fcec68e4f0b7ea698272eee124e0636bf9734aea2,Spread: Egypt (-1.5),2026-06-22,4,0.33,True,0.5281,-0.03,0.0342,2,independent,False,True,True,1.0,2.0303,resolved
39598606165907385975468969265679774635860229406160559655297299082752221784866,0x1dd1595fb6b528bd285ea3af2e8a80a5b6a07f6eefd23b280a525652084e676c,Argentina vs. Austria: O/U 2.5,2026-06-22,3,0.51,True,7.7103,0.01,0.0359,2,independent,False,True,True,1.0,0.9608,resolved
233862900569678670114671632450111183743595845606473713868607676664796499148,0x864d4155b62431499f469772de81ea9b7daa1c87b78047e4aa9cc2fbcd222640,Spread: Canada (-1.5),2026-06-22,3,0.56,True,3.8869,0.05,0.0299,2,independent,False,True,True,1.0,0.7857,resolved
22721496463721803833023672977324318809009158768367807206249634740189410109805,0x639d8b6161b0f21aa3bbefc68223b09572d14228e903809b706c84443e8067ff,Will Trump agree to Iranian oil sanction relief by June 30?,2026-06-22,3,0.94,False,16.4453,0.06,0.2172,0,cascade,False,False,False,,,out_of_band
19231783864635332360042048934098484597156886540583638827549665323217015978659,0xc67e78d9515ea4100e43ea9f861fde9b068c7fc3f1395d26699c433206f9aabf,United States vs. Australia: O/U 2.5,2026-06-22,3,0.3759,True,17.7378,-0.1241,0.0249,2,independent,False,True,True,0.0,-1.0,resolved
13689393741027779813840434297856122590360803048059505899834082936957632248186,0x16c981b47490212bbb7d70edcccc419a84ff5771bc85c1b7abae37128975953e,Will Egypt win on 2026-06-21?,2026-06-22,6,0.84,True,7.3811,0.22,0.0341,1,cascade,False,False,True,1.0,0.1905,resolved
111146292260711680418394522503507840149942939199938067211445764948633920020709,0x3810cb9860d50b1c785250bba319a397bd27f8652feaff6743c18f54790d7bbc,Iraq vs. Norway: O/U 3.5,2026-06-22,3,0.6023,True,1.7067,0.2323,0.036,1,cascade,False,False,True,1.0,0.6603,resolved
110072309488561205533487613044871281389249733789617983887808504266648263898121,0x46dd571d8c32bd58dcc553ae6c2a1ae8dda6d1ec69943bc0f771ea5c35132ca5,Will the text of the US-Iran agreement be released by June 17?,2026-06-22,3,0.61,True,6.4264,0.3317,0.1537,1,cascade,False,False,True,0.0,-1.0,resolved
107303881689780116979934419713652545873528717512161697004408881489729317049047,0x2f00e48e914ba6606867a6347e90c48cc1fd4da66cc196a191786637f40848e9,Will Colombia win on 2026-06-17?,2026-06-22,3,0.71,True,4.3917,0.0,0.0347,2,independent,False,True,True,1.0,0.4085,resolved
10541943766977992250149902475024620982770128161688998706490955791758263657916,0x04b6d6630d49e6513355ff045c96439c929335cb0d18da7792dea6c2fc717ead,Will France win on 2026-06-16?,2026-06-22,3,0.48,True,7.6731,-0.19,0.0511,2,independent,False,True,True,1.0,1.0833,resolved
