token,domain,leg,decision_date,price,outcome,res_date,volume,question,CE,S,calm,entry,pnl
106191328358576540351439267765925450329859429577455659884974413809922495874408,crypto/financial,yes,2024-09-11,0.235,1.0,2024-09-18 12:00:00,10906333.42219,Fed decreases interest rates by 50+ bps after September 2024 meeting?,0.765,0,True,0.245,0.755
16089502285715435437562615795573134003254593059489358511668863095586726453790,geopolitics,yes,2024-09-27,0.09,1.0,2024-09-30 12:00:00,10886668.249385,Israeli forces enters Lebanon in September?,0.91,0,True,0.09999999999999999,0.9
70600361638677588796777424567218334032905836716539802937518727902043802064967,geopolitics,yes,2024-10-23,0.07,1.0,2024-10-31 12:00:00,27780153.857752,Israel military action against Iraq before November?,0.93,1,True,0.08,0.92
99693453180573360817239647658551491302597637631928074955157125575801041271704,crypto/financial,yes,2024-10-31,0.0865,0.0,2024-11-07 12:00:00,7995206.758932,No change in Fed interest rates after 2024 November meeting?,-0.0865,0,True,0.09649999999999999,-0.09649999999999999
72373922484601612837855188905332325479292726362975414708210444785555968287015,crypto/financial,yes,2024-10-31,0.061,0.0,2024-11-07 12:00:00,8393267.791414,Fed decreases interest rates by 50 bps after November 2024 meeting?,-0.061,0,True,0.071,-0.071
27338537769277492800208867034767005297800264460304054658171050325198222001675,crypto/financial,yes,2024-11-06,0.125,1.0,2024-11-30 12:00:00,6310335.340742,"Will Bitcoin reach $90,000 in November?",0.875,0,True,0.135,0.865
91310196200969777805388854053137496299718373722409263784753833032551988612784,geopolitics,yes,2024-11-12,0.14,1.0,2024-12-31 12:00:00,10075557.869042,Israel strike on Iranian nuclear facility in 2024?,0.86,2,True,0.15000000000000002,0.85
15324028873648377759960334021292105255512294266676635600320628238100567938015,crypto/financial,yes,2024-11-24,0.34,0.0,2024-11-30 12:00:00,6198332.729911,"Will Ethereum reach $3,750 in November?",-0.34,0,True,0.35000000000000003,-0.35000000000000003
30711489452020980602257241350030803661697022655096707600393264490323809240694,crypto/financial,yes,2024-11-24,0.315,0.0,2024-11-30 12:00:00,8039368.329515,"Will Bitcoin reach $105,000 in November?",-0.315,0,True,0.325,-0.325
85290267909911820861145083593378862676389642289651946031594690199915872220140,geopolitics,yes,2025-01-11,0.3,1.0,2025-01-31 12:00:00,5244881.520466,Israel x Hamas ceasefire by January 31?,0.7,2,True,0.31,0.69
70725071323267489796578137047432522753253842045053305424361728601928113038228,politics,yes,2025-02-17,0.044,0.0,2025-02-23 12:00:00,18597089.079314,Will AfD win the most seats in the next German election?,-0.044,1,True,0.054,-0.054
66407228542871929890379791698200930818258253108861102711116317425776318466759,geopolitics,yes,2025-03-15,0.065,0.0,2025-03-21 12:00:00,5570175.617364,Russia x Ukraine Ceasefire by Friday? ,-0.065,1,True,0.075,-0.075
60725874250423703620094276151916802462347260149939877434146037169740775578517,geopolitics,yes,2025-03-18,0.2525,1.0,2025-03-31 12:00:00,7079947.244644,Ukraine agrees to Trump mineral deal before April?,0.7475,1,True,0.2625,0.7375
65531890960620521636722962602070636045391871664724162278228684734040995313321,politics,yes,2025-03-25,0.205,0.0,2025-03-31 12:00:00,32369092.703828,Yoon out as president of South Korea before April?,-0.205,1,True,0.215,-0.215
25742247876332768458781360292043764039507900813404980298479194684402595556451,politics,yes,2025-04-23,0.0225,0.0,2025-04-29 12:00:00,6796181.626846,Will Putin meet with Trump in first 100 days?,-0.0225,0,True,0.0325,-0.0325
304223829867910478181460849192477530685410813637096841629263146254608207526,politics,yes,2025-04-23,0.195,0.0,2025-04-28 12:00:00,67376035.838465,Will Pierre Poilievre be the next Canadian Prime Minister?,-0.195,0,True,0.20500000000000002,-0.20500000000000002
48952750429657642960055162641062928821410444955685152331077701459969485564432,politics,yes,2025-04-23,0.065,0.0,2025-04-28 12:00:00,7322211.32496,Conservatives win majority in Canadian election?,-0.065,0,True,0.075,-0.075
98945477733637858465450962476891912492157644608695960144630357224784270311308,geopolitics,yes,2025-04-27,0.145,1.0,2025-04-30 12:00:00,6833523.777216,Trump x Ukraine mineral deal signed before May?,0.855,0,True,0.155,0.845
51232298620598808211128525927309438802348162042910033094563587361673541000756,politics,yes,2025-04-29,0.0705,0.0,2025-06-03 12:00:00,23780140.489083,Will Han Duck-soo be the People's Power Party candidate for president?,-0.0705,0,True,0.08049999999999999,-0.08049999999999999
33801097398758857982521107708483828483991806032932444834640844512796877507536,geopolitics,yes,2025-05-08,0.0405,0.0,2025-06-23 12:00:00,12404981.247292,Will the Golden State Warriors win the 2025 NBA Finals?,-0.0405,1,True,0.0505,-0.0505
65635069780420563470359317634895637337713542089289204127626426923331166629221,politics,yes,2025-05-12,0.335,1.0,2025-12-31 12:00:00,50991003.196931,Will Nicușor Dan win the Romanian presidential election?,0.665,0,True,0.34500000000000003,0.655
51206068829202482808997744250457558395293933138002765306124728156263180732277,geopolitics,yes,2025-05-25,0.0235,0.0,2025-05-31 12:00:00,7157114.275138,Russia x Ukraine ceasefire before June?,-0.0235,1,True,0.0335,-0.0335
88367287191881225139620787713565692597802556472947648475077029086743269748668,politics,yes,2025-05-27,0.0895,0.0,2025-06-03 12:00:00,73197949.803466,Will Kim Moon-soo be elected the next president of South Korea?,-0.0895,0,True,0.09949999999999999,-0.09949999999999999
109681959945973300464568698402968596289258214226684818748321941747028805721376,geopolitics,yes,2025-06-06,0.215,1.0,2025-06-30 12:00:00,4506858.957355,Israel military action against Iran before July?,0.785,1,True,0.225,0.775
72590024726245493077522454398168089576836207607927418208000602748203871211427,crypto/financial,yes,2025-06-11,0.0215,0.0,2025-06-18 12:00:00,22347675.300958,Fed decreases interest rates by 25 bps after June 2025 meeting?,-0.0215,0,True,0.0315,-0.0315
105622482486030048422647369284076338665102732459847007353885149259518778936435,politics,yes,2025-06-18,0.02,0.0,2025-06-24 12:00:00,5084394.264943,Will Brad Lander win the Democratic Primary for Mayor of New York City?,-0.02,0,True,0.03,-0.03
73817598408230683831072353847770809458837920203753987347670649717002095543451,politics,yes,2025-06-21,0.2385,1.0,2025-06-24 12:00:00,17848349.233334,Will  Zohran Mamdani win the Democratic Primary for Mayor of New York City?,0.7615000000000001,0,True,0.2485,0.7515000000000001
8717238053971684305673538480906460309461104157416047071886876622775788196994,geopolitics,yes,2025-06-24,0.0385,0.0,2025-06-30 00:00:00,6088147.168028,Will Iran close the Strait of Hormuz before July?,-0.0385,1,True,0.0485,-0.0485
107523475693608637509453401459892993158537164689695637979966351332802559089268,geopolitics,yes,2025-06-24,0.31,1.0,2025-06-30 00:00:00,28623187.178979,Fordow nuclear facility destroyed before July?,0.69,1,True,0.32,0.6799999999999999
72188521528281725530941480263471548998870917094570869557644274272141820605818,geopolitics,yes,2025-06-24,0.0555,0.0,2025-06-30 12:00:00,6106878.070705,Israel x Hamas ceasefire before July?,-0.0555,1,True,0.0655,-0.0655
106421420997567331154928145134345171536002132387398066094504839176677088790706,geopolitics,yes,2025-06-24,0.1205,0.0,2025-06-30 12:00:00,8130895.805353,Khamenei out as Supreme Leader of Iran by June 30?,-0.1205,1,True,0.1305,-0.1305
25494827138933986822150193654579004714728604350275111824590869209082819885330,crypto/financial,yes,2025-06-24,0.0405,0.0,2025-06-30 00:00:00,4400436.534948,Will Bitcoin reach $120K in June?,-0.0405,0,True,0.0505,-0.0505
76739654636861628702156148330377173013795965846089610283369527946345444479181,crypto/financial,yes,2025-06-24,0.142,0.0,2025-06-30 00:00:00,5337732.561376,Will Bitcoin reach $115K in June?,-0.142,0,True,0.152,-0.152
44274863594881419064755425975616427905570818290480331177906247008783209380302,crypto/financial,yes,2025-07-23,0.0385,0.0,2025-07-30 12:00:00,23551704.395621,Fed decreases interest rates by 25 bps after July 2025 meeting?,-0.0385,0,True,0.0485,-0.0485
63259834669606925365565554699767680993854067632820449490415135609193538081029,crypto/financial,yes,2025-07-25,0.0505,0.0,2025-08-01 04:00:00,4367871.622898,Will Bitcoin reach $130K in July?,-0.0505,0,True,0.060500000000000005,-0.060500000000000005
31268176944017248400034672618368276182667666720465434550595395503469605004388,geopolitics,yes,2025-07-25,0.075,0.0,2025-07-31 00:00:00,11176262.09989,Israel x Hamas ceasefire before August?,-0.075,1,True,0.08499999999999999,-0.08499999999999999
13482242778366768315395030326922727504294085396864365135248842419774074207478,crypto/financial,yes,2025-07-25,0.3105,0.0,2025-08-01 04:00:00,7517688.702565,Will Ethereum reach $4000 in July?,-0.3105,0,True,0.3205,-0.3205
104422628167008936761369987037644290616132270285833438344290407852434763283031,geopolitics,yes,2025-08-21,0.075,1.0,2025-08-31 00:00:00,13308140.845727,Houthi strike on Israel by August 31?,0.925,0,True,0.08499999999999999,0.915
23028521999247191382509592533623778873794992301540637683293130012707749906822,geopolitics,yes,2025-08-25,0.0355,0.0,2025-08-31 00:00:00,7169803.747769,Israel x Hamas ceasefire by August 31?,-0.0355,0,True,0.0455,-0.0455
45356619284994310433738690255300602108799732086276797298572167148286102197000,crypto/financial,yes,2025-08-29,0.34,0.0,2025-09-02 04:00:00,4487549.808763,Will MicroStrategy purchase Bitcoin August 26-September 1?,-0.34,0,True,0.35000000000000003,-0.35000000000000003
7988364699307342268260495915445731509602502693363579435248273813409237524599,crypto/financial,yes,2025-09-10,0.1455,0.0,2025-09-17 12:00:00,49890284.071409,Fed decreases interest rates by 50+ bps after September 2025 meeting?,-0.1455,0,True,0.1555,-0.1555
20687552179259492015264396642668768958132112743605647653821858729131283300433,crypto/financial,yes,2025-09-10,0.0395,0.0,2025-09-17 12:00:00,67368762.49652,No change in Fed interest rates after September 2025 meeting?,-0.0395,0,True,0.0495,-0.0495
112153211444214182757126683681310695535349495723244421328848029931818025518629,geopolitics,yes,2025-09-12,0.29,1.0,2025-09-30 00:00:00,8030505.614676,Will Trump impose more sanctions on Russia by September 30?,0.71,1,True,0.3,0.7
15461670030269596072172127340496163534572905073644815010778053425331247529047,geopolitics,yes,2025-09-24,0.037,0.0,2025-09-30 00:00:00,5951176.84486,Israel x Hamas ceasefire by September 30?,-0.037,1,True,0.047,-0.047
38484256995266976783423891875386013444504145592687500464358182429656203266059,crypto/financial,yes,2025-09-24,0.034,0.0,2025-09-30 00:00:00,7598984.9543,Lisa Cook out as Fed Governor by September 30?,-0.034,0,True,0.044000000000000004,-0.044000000000000004
12298534257444001884937921623870379302114021174249636016528689384587223402293,geopolitics,yes,2025-09-28,0.107,0.0,2025-09-30 00:00:00,6805884.965751,Trump strikes another drug boat by Sep 30?,-0.107,1,True,0.11699999999999999,-0.11699999999999999
8056974132757317296200280829846107035608526850837286443271605113602493796577,geopolitics,yes,2025-10-02,0.085,1.0,2025-10-10 00:00:00,5865684.505132,Israel x Hamas ceasefire by October 10?,0.915,1,True,0.095,0.905
84317838341548518890483114460509081388373631447961519857517678607306651005749,geopolitics,yes,2025-10-02,0.265,1.0,2025-10-31 00:00:00,6659880.871753,Israel x Hamas ceasefire by October 31?,0.735,1,True,0.275,0.725
41582394514006358283904977545426180704223421959888008554250490906601013285995,politics,yes,2025-10-03,0.0265,0.0,2025-10-10 00:00:00,13949920.231067,Will Donald Trump win the Nobel Peace Prize in 2025?,-0.0265,0,True,0.0365,-0.0365
110231926589098351804293174455681788984678095258631881563984268486591441074567,politics,yes,2025-10-03,0.026,0.0,2025-12-31 12:00:00,29847196.049885,Will Donald Trump win Nobel Peace Prize in 2025?,-0.026,0,True,0.036,-0.036
93649474745035786731233919003082633017639813911207879453624389467235918905276,crypto/financial,yes,2025-10-22,0.0225,0.0,2025-10-29 12:00:00,46052653.992844,No change in Fed interest rates after October 2025 meeting?,-0.0225,0,True,0.0325,-0.0325
39443918324442602525428223041257410658707746510045404761868651946682646297702,crypto/financial,yes,2025-10-25,0.0345,0.0,2025-11-01 04:00:00,5160729.417692,Ethereum all time high by October 31?,-0.0345,0,True,0.044500000000000005,-0.044500000000000005
76152964206618046112817555505028687810674419956056137017091281400049499261687,crypto/financial,yes,2025-10-25,0.042,0.0,2025-11-01 04:00:00,4662515.126834,Will Ethereum reach $5000 in October?,-0.042,0,True,0.052000000000000005,-0.052000000000000005
92913318940777622630100028051362244419895100824181288774723539472960047282084,crypto/financial,yes,2025-10-25,0.0255,0.0,2025-11-01 04:00:00,5978400.520639,Will Bitcoin reach $130k in October?,-0.0255,0,True,0.0355,-0.0355
52859417050735918868656908741603454505096049718734443404219679209972083783955,geopolitics,yes,2025-10-25,0.205,0.0,2025-10-31 00:00:00,6816571.45939,US x Venezuela military engagement by October 31?,-0.205,2,True,0.215,-0.215
41491748259665324426776679045538388626476403955988401104969021388788385722132,crypto/financial,yes,2025-10-26,0.0515,1.0,2026-07-31 00:00:00,5979751.010623,Will Democrats 66 win the most seats in the 2025 Netherlands parliamentary election?,0.9485,0,True,0.0615,0.9385
53937473648188783569836457104933054364348579768036516690207399280597410899636,politics,yes,2025-10-29,0.145,0.0,2025-11-04 00:00:00,6037389.579269,Will Jack Ciattarelli win the New Jersey Governor Election in 2025,-0.145,0,True,0.155,-0.155
72685162394098505217895638060393901041260225434938300730127268362092284806692,politics,yes,2025-10-29,0.1165,0.0,2025-11-04 12:00:00,48755937.180665,Will Andrew Cuomo win the 2025 NYC mayoral election?,-0.1165,0,True,0.1265,-0.1265
9332005471507058800134311787232306610179601726848926059386980878138380623145,politics,yes,2025-11-13,0.0225,0.0,2025-11-16 12:00:00,4415717.573235,Will Evelyn Matthei win the Chilean presidential election?,-0.0225,0,True,0.0325,-0.0325
39765353778464750787631192721907889057482998132457144837307768128298789022189,crypto/financial,yes,2025-11-21,0.305,0.0,2026-06-30 00:00:00,34894820.551069,Monad market cap (FDV) >$4B one day after launch?,-0.305,0,True,0.315,-0.315
59081599675814278203312473759248819008347370698283370623500151690444709260342,geopolitics,yes,2025-11-24,0.0245,0.0,2025-11-30 00:00:00,4903949.131287,Russia x Ukraine ceasefire by November 30?,-0.0245,2,True,0.0345,-0.0345
108294418470154331012315576418925896822555088973525283627907335955315114276930,politics,yes,2025-11-27,0.105,0.0,2025-12-31 00:00:00,10483734.021399,Will Donald Trump be the #1 searched person on Google this year?,-0.105,0,True,0.11499999999999999,-0.11499999999999999
80746058984644290629624903019922696017323803605256698757445938534814122585786,crypto/financial,yes,2025-12-03,0.075,0.0,2025-12-10 00:00:00,44523455.111481,No change in Fed interest rates after December 2025 meeting?,-0.075,0,True,0.08499999999999999,-0.08499999999999999
51488901526730069771868285104742328410384372749069959905403041328868803754709,politics,yes,2025-12-03,0.13,1.0,2025-12-31 12:00:00,16680240.903723,Trump declassifies UFO files in 2025?,0.87,0,True,0.14,0.86
1891139530288101466360827889001064386176078694605601493533714481162107118833,politics,yes,2025-12-04,0.065,0.0,2025-12-31 12:00:00,8080076.410123,Will Donald Trump be TIME's Person of the Year for 2025?,-0.065,0,True,0.075,-0.075
25275258976601860306151056759609321158827361858594627600120521769056579627932,politics,yes,2025-12-08,0.0275,0.0,2025-11-16 12:00:00,8873168.0766,Will Jeannette Jara win the Chilean presidential election?,-0.0275,0,True,0.0375,-0.0375
61063847007915444342759642072603125875625873051163366008032163898248405257870,politics,yes,2025-12-18,0.0635,0.0,2025-11-30 00:00:00,8185435.249886,Will Salvador Nasralla win the 2025 Honduras presidential election?,-0.0635,0,True,0.0735,-0.0735
22371179586988554835990556118520194783725046132579845834642380817963855370367,crypto/financial,yes,2025-12-24,0.067,0.0,2025-12-31 00:00:00,4549134.775324,Lighter market cap (FDV) >$6B one day after launch?,-0.067,0,True,0.077,-0.077
92530351746682701626081429271272191534203523777966250895862560038889741880940,crypto/financial,yes,2025-12-25,0.0305,0.0,2026-01-01 05:00:00,9479018.595278,"Will Bitcoin reach $100,000 by December 31, 2025?",-0.0305,0,True,0.0405,-0.0405
4960072122879914031540087398045925546763584182114633893203762140348078315559,crypto/financial,yes,2025-12-25,0.1025,0.0,2026-01-01 05:00:00,8066294.940938,"Will Bitcoin dip to $80,000 by December 31, 2025?",-0.1025,0,True,0.11249999999999999,-0.11249999999999999
96867039153990962337615945364940037915308440159720050466327100056373743698980,crypto/financial,yes,2025-12-25,0.115,0.0,2026-01-01 05:00:00,8136573.744183,"Will Bitcoin reach $95,000 by December 31, 2025?",-0.115,0,True,0.125,-0.125
86498068750018438192524977941980476748299785729870940867089250086714498791178,geopolitics,yes,2025-12-27,0.0645,1.0,2025-12-31 00:00:00,6161817.701307,U.S. anti-cartel strike/operation on foreign soil by December 31?,0.9355,1,True,0.0745,0.9255
58194798786674267467235696472878300864943462064955274098210719743062794563955,geopolitics,yes,2025-12-29,0.0685,0.0,2025-12-31 00:00:00,51073020.592839,US x Venezuela military engagement by December 31?,-0.0685,1,True,0.0785,-0.0785
96124460752878534670732876488971566706915333497625444460159142837915173249659,geopolitics,yes,2026-01-17,0.145,0.0,2026-01-31 00:00:00,12296618.229974,"US strikes Iran by January 23, 2026?",-0.145,1,True,0.155,-0.155
92703761682322480664976766247614127878023988651992837287050266308961660624165,crypto/financial,yes,2026-01-21,0.0245,0.0,2026-01-28 00:00:00,101211542.667667,Fed decreases interest rates by 25 bps after January 2026 meeting?,-0.0245,0,True,0.0345,-0.0345
65596524896985010415844814777069255362767748488616308434723608750130614059462,crypto/financial,yes,2026-01-22,0.32,1.0,2026-02-01 05:00:00,8583813.346589,"Will Bitcoin dip to $85,000 in January?",0.6799999999999999,0,True,0.33,0.6699999999999999
23876986815376127874009957316712352759229210373454136054343758360595212713854,crypto/financial,yes,2026-01-24,0.071,1.0,2026-02-01 05:00:00,6752276.849259,"Will Bitcoin dip to $80,000 in January?",0.929,0,True,0.08099999999999999,0.919
103177127930055330392441373349372732434896433945295434937281341249293735506094,crypto/financial,yes,2026-01-25,0.0445,0.0,2026-02-01 05:00:00,13025594.701676,"Will Bitcoin reach $100,000 in January?",-0.0445,0,True,0.0545,-0.0545
11631590502751337995086584451805403545770829549632613492416833230270784409909,geopolitics,yes,2026-01-25,0.245,0.0,2026-01-31 00:00:00,41754060.055673,"US strikes Iran by January 31, 2026?",-0.245,1,True,0.255,-0.255
15091760884604171309203489618212539770109612407760305338364320626709285790409,geopolitics,yes,2026-01-25,0.195,0.0,2026-01-31 00:00:00,16913391.371627,"Israel strikes Iran by January 31, 2026?",-0.195,1,True,0.20500000000000002,-0.20500000000000002
101434403359553929764780234916919166959889590658679054429843672204390513588056,geopolitics,yes,2026-01-25,0.055,0.0,2026-01-31 00:00:00,49748804.334599,Khamenei out as Supreme Leader of Iran by January 31?,-0.055,1,True,0.065,-0.065
7658808656738124231655982304932115710649774031219112698093176227109214699054,geopolitics,yes,2026-01-25,0.025,0.0,2026-01-31 00:00:00,11825309.806933,Will the Iranian regime fall by January 31?,-0.025,1,True,0.035,-0.035
86582863442764039699735977419741265869635735642166631514435274464883317069448,geopolitics,yes,2026-01-25,0.255,0.0,2026-12-31 00:00:00,6455319.003647,"Will US or Israel strike Iran by January 31, 2026?",-0.255,1,True,0.265,-0.265
15631821676887099899145118278843400257602269360221049118391374890586669885976,politics,yes,2026-01-28,0.105,0.0,2026-01-31 00:00:00,7456315.379733,Will Trump talk to Vladimir Putin in January?,-0.105,1,True,0.11499999999999999,-0.11499999999999999
29763725280755533853228704213586000655160583839125347030858041807759211842058,geopolitics,yes,2026-01-30,0.345,0.0,2026-02-05 00:00:00,4461531.494124,"US strikes Iran by February 5, 2026?",-0.345,1,True,0.355,-0.355
80701145234451928266425540148659125148864395031451392227963144092132918005667,geopolitics,yes,2026-01-31,0.27,0.0,2026-01-31 00:00:00,9750255.569183,"US strikes Iran by February 6, 2026?",-0.27,1,True,0.28,-0.28
113967255285729983096369270222893793194300185054195401492031449617986822928022,geopolitics,yes,2026-02-07,0.115,0.0,2026-01-31 00:00:00,15146244.148657,"US strikes Iran by February 13, 2026?",-0.115,1,True,0.125,-0.125
52098760614946646214928008516408865059790879224769591635130646643508795885656,geopolitics,yes,2026-02-12,0.065,0.0,2026-01-31 00:00:00,7408762.844932,"US strikes Iran by February 18, 2026?",-0.065,1,True,0.075,-0.075
105013091778266173651975516765227334831867629616359140440967581697833119778405,geopolitics,yes,2026-02-13,0.055,0.0,2026-01-31 00:00:00,8798852.897859,"US strikes Iran by February 19, 2026?",-0.055,1,True,0.065,-0.065
105826416199005342591038391498217708749113687972802625260881736773834354050519,politics,yes,2026-02-13,0.265,0.0,2026-12-31 00:00:00,4760539.382773,Supreme Court rules in favor of Trump's tariffs?,-0.265,1,True,0.275,-0.275
22119000719681531437948032382989063388011227465477033236689483589000306519260,geopolitics,yes,2026-02-14,0.055,0.0,2026-01-31 00:00:00,18810054.309004,"US strikes Iran by February 20, 2026?",-0.055,1,True,0.065,-0.065
100959738883588056549629713272524015062919617765705425762311330028980363847537,geopolitics,yes,2026-02-17,0.105,0.0,2026-01-31 00:00:00,14022418.787406,"US strikes Iran by February 23, 2026?",-0.105,1,True,0.11499999999999999,-0.11499999999999999
111977898551602011660195806458348931912849013753262334814342962907278475615442,geopolitics,yes,2026-02-18,0.105,0.0,2026-01-31 00:00:00,16942273.879883,"US strikes Iran by February 24, 2026?",-0.105,1,True,0.11499999999999999,-0.11499999999999999
2901186071822462930731294794067546493320718410742503903635387157619970575130,geopolitics,yes,2026-02-19,0.15,0.0,2026-01-31 00:00:00,10517388.653279,"US strikes Iran by February 25, 2026?",-0.15,1,True,0.16,-0.16
12969318009896256868991936292041530205133046865883986806178061233542533741974,geopolitics,yes,2026-02-20,0.175,0.0,2026-01-31 00:00:00,14489547.184748,"US strikes Iran by February 26, 2026?",-0.175,1,True,0.185,-0.185
65741574801229586608638068603746290198737096176008836031498361619593304880051,geopolitics,yes,2026-02-21,0.255,1.0,2026-12-31 00:00:00,5854949.547693,"Will US or Israel strike Iran by February 28, 2026?",0.745,1,True,0.265,0.735
1306356719094689346313063714841373579985151911129925593045086113492724507979,geopolitics,yes,2026-02-21,0.305,1.0,2026-06-30 00:00:00,8093538.598696,"US strikes Iran by March 1, 2026?",0.6950000000000001,1,True,0.315,0.685
103241255058165102643825411501787969136236666540181824742551260204317143218760,geopolitics,yes,2026-02-21,0.0295,0.0,2026-02-28 00:00:00,4604644.048422,"Will the US next strike Iran on February 27, 2026 (ET)?",-0.0295,1,True,0.0395,-0.0395
40785716512154576515459243689202568309525193875518923120378208451954796944952,geopolitics,yes,2026-02-21,0.175,1.0,2026-02-28 00:00:00,5006328.70815,Iran Strike on Israel by February 28?,0.825,1,True,0.185,0.815
110790003121442365126855864076707686014650523258783405996925622264696084778807,geopolitics,yes,2026-02-21,0.255,1.0,2026-01-31 00:00:00,89652867.363489,"US strikes Iran by February 28, 2026?",0.745,1,True,0.265,0.735
16581159092118702962412590502551978746865251171601054389828093232030979416235,geopolitics,yes,2026-02-21,0.225,0.0,2026-01-31 00:00:00,25087849.055634,"US strikes Iran by February 27, 2026?",-0.225,1,True,0.23500000000000001,-0.23500000000000001
70771354585365381988139008309072205730081182435161568795508496003376222185889,geopolitics,yes,2026-02-25,0.205,1.0,2026-03-31 00:00:00,63238697.721704,Khamenei out as Supreme Leader of Iran by March 31?,0.795,1,True,0.215,0.785
70700057183383598906691442221231569482859652786078566590114262794666826152942,geopolitics,yes,2026-02-25,0.1295,1.0,2026-02-28 00:00:00,5031421.008729,Will Israel or the US target an Iranian nuclear facility?,0.8705,1,True,0.1395,0.8605
15052934213634595778860506780061300924840406606782657138856492802067972899387,geopolitics,yes,2026-02-25,0.061,1.0,2026-02-28 00:00:00,5837356.570176992,"Will the US next strike Iran on February 28, 2026 (ET)?",0.939,1,True,0.071,0.929
97799548617883562371099987524353846715161843398499100552568275384882002822021,politics,yes,2026-03-26,0.17,0.0,2026-03-31 00:00:00,12358578.449661002,Will Trump talk to Xi Jinping in March?,-0.17,1,True,0.18000000000000002,-0.18000000000000002
81548019791840902517287112193384358135389303980460339107425376112037459333655,politics,yes,2026-03-29,0.335,0.0,2026-04-12 00:00:00,4467769.916728955,Will Fidesz–KDNP win the most seats in the next Hungarian parliamentary election?,-0.335,1,True,0.34500000000000003,-0.34500000000000003
