wallet,wallet_full,n_pre_events,n_trades_pre,pct_events,avg_lead_h,avg_entry,avg_discount,avg_move,domain_hhi,top_domain
0xbe637555ca90937406…,0xbe637555ca909374061a819755ae6c1d51bd5b56,1,1,4.0,0.8,0.86,0.14,0.194,1.0,other
0x847f746a077b599666…,0x847f746a077b599666f46516cdf5643c8257218a,1,1,4.0,0.8,0.86,0.14,0.194,1.0,other
0x0f241fc4b61e37affb…,0x0f241fc4b61e37affb47f42b05b0c746d15738a5,1,1,4.0,0.8,0.86,0.14,0.194,1.0,other
0x2f9505e97aaadd92d0…,0x2f9505e97aaadd92d0d2e7e342f6816834af17fc,1,1,4.0,0.8,0.86,0.14,0.194,1.0,other
0xd4bb827c0227774bcd…,0xd4bb827c0227774bcde1bd881b36c7d93854a993,1,1,4.0,0.8,0.86,0.14,0.194,1.0,other
0x079289a749831a772f…,0x079289a749831a772f8cafb88bbfda61e3b0e94f,1,1,4.0,0.8,0.86,0.14,0.194,1.0,other
0x6b23c73159b753c96d…,0x6b23c73159b753c96d3c1ed94413f113300c04a3,1,33,4.0,0.9,0.743,0.256,0.194,1.0,other
0x5b8990db8c1304d56c…,0x5b8990db8c1304d56cf8466e443b5e50a47f23fb,1,3,4.0,0.9,0.153,0.846,0.194,1.0,other
0xd2bffaac374c38bb17…,0xd2bffaac374c38bb17251edd82bee23965fdf980,1,2,4.0,0.9,0.885,0.115,0.194,1.0,other
0x4add0b25c30d0b7b6e…,0x4add0b25c30d0b7b6e294b69b0d2da27ebcc8f36,1,3,4.0,0.9,0.939,0.061,0.194,1.0,other
0x3f0fa8e4825c87361c…,0x3f0fa8e4825c87361c0d0f15ae2777ffd1640e48,1,10,4.0,0.9,0.411,0.589,0.195,1.0,other
0x06f22ff6d9362ce822…,0x06f22ff6d9362ce82243f8ca594c97485d9c1269,1,2,4.0,0.9,0.816,0.184,0.194,1.0,other
0xa972e4739b0f1dd678…,0xa972e4739b0f1dd6785c66f2a4c7cc982a2474b6,1,2,4.0,0.9,0.87,0.13,0.194,1.0,other
0xf56f430ddf4fc1a85c…,0xf56f430ddf4fc1a85cf068865e264865ef9a1f98,1,1,4.0,0.9,0.14,0.86,0.194,1.0,other
0x453bf2f219448d0170…,0x453bf2f219448d0170452a25b8edb13a7e1dc1b6,1,1,4.0,0.9,0.14,0.86,0.194,1.0,other
0x6e7605f28aa8b9f59b…,0x6e7605f28aa8b9f59b35587b95fc6a86e25c7744,1,1,4.0,0.9,0.87,0.13,0.194,1.0,other
0x51e403bda885f05086…,0x51e403bda885f05086ed3207f949b4092776ef98,1,1,4.0,0.9,0.14,0.86,0.194,1.0,other
0xdf9a02daece9e17e36…,0xdf9a02daece9e17e368d945fafc7ff170c4c1c50,1,1,4.0,0.9,0.87,0.13,0.194,1.0,other
0xdee05ad5d9656c499b…,0xdee05ad5d9656c499bc33aad41dae40477ef28d5,1,1,4.0,0.9,0.87,0.13,0.194,1.0,other
0x9018cfefb8642752c4…,0x9018cfefb8642752c420a1517b9cb8c5e0a929b1,1,1,4.0,0.9,0.87,0.13,0.194,1.0,other
0x8b2c5fc68ffacecab3…,0x8b2c5fc68ffacecab31726a9251ffcf2ab01d7e6,1,1,4.0,0.9,0.87,0.13,0.194,1.0,other
0x5404365c3ac0cfa8f6…,0x5404365c3ac0cfa8f65334ae59ac00fed3463260,1,1,4.0,0.9,0.14,0.86,0.194,1.0,other
0x6c2aeebbc4d8cc333b…,0x6c2aeebbc4d8cc333b46f045dbbea4f7d159e69b,1,1,4.0,0.9,0.13,0.87,0.194,1.0,other
0x37e053beabee77acc1…,0x37e053beabee77acc15e641dfe8e395b2b2d024e,1,1,4.0,0.9,0.13,0.87,0.194,1.0,other
0xfd360e37392e44e285…,0xfd360e37392e44e2854664a6f035f9a9eefc774d,1,1,4.0,0.9,0.14,0.86,0.194,1.0,other
0xd8798488c3098d8692…,0xd8798488c3098d8692679e0e77573a28849ad744,1,2,4.0,0.9,0.14,0.86,0.194,1.0,other
0x2ce6f79579dac43c0c…,0x2ce6f79579dac43c0c23e4943ae1a7ba4fcc4e3b,1,1,4.0,0.9,0.87,0.13,0.194,1.0,other
0x23c07775a8f5be0d85…,0x23c07775a8f5be0d85bc79626d7e543878dd8a00,1,1,4.0,0.9,0.14,0.86,0.194,1.0,other
0x15e262fc440d683729…,0x15e262fc440d683729af65b08d0181e700ae5985,1,1,4.0,0.9,0.14,0.86,0.194,1.0,other
0x4b11339e3d8d60233b…,0x4b11339e3d8d60233b90aab1d2fa568b1cb92ae1,1,1,4.0,0.9,0.87,0.13,0.194,1.0,other
0x73c75e4ea1ccdf3353…,0x73c75e4ea1ccdf3353ada1bfc93e7074e8811ad3,1,1,4.0,0.9,0.14,0.86,0.194,1.0,other
0xc2a5022675ff367ff3…,0xc2a5022675ff367ff39b6fefbefd340d763befa9,1,1,4.0,0.9,0.87,0.13,0.194,1.0,other
0x4e731b024fa57f02b3…,0x4e731b024fa57f02b3719277dc23f539ba5283a9,1,1,4.0,0.9,0.87,0.13,0.194,1.0,other
0xbffda8fec607e46cf4…,0xbffda8fec607e46cf4624768b96a4dadd23f2af5,1,1,4.0,0.9,0.14,0.86,0.194,1.0,other
0xece5decc3de5d51694…,0xece5decc3de5d516942bc278b57b9e5d5a31223c,1,1,4.0,0.9,0.14,0.86,0.194,1.0,other
0x3982a62baeb7597514…,0x3982a62baeb7597514ab9812e94028d9c68b6278,1,1,4.0,0.9,0.87,0.13,0.194,1.0,other
0x36e9fd30b2dc5d62f4…,0x36e9fd30b2dc5d62f4b94095361d517bb187d246,1,1,4.0,0.9,0.87,0.13,0.194,1.0,other
0xc6bf0db422ee3af808…,0xc6bf0db422ee3af808471b1aaf4943fded266d30,1,1,4.0,0.9,0.87,0.13,0.194,1.0,other
0xe02c5facae2478ef15…,0xe02c5facae2478ef15c38a6703b6def53fea6702,1,1,4.0,0.9,0.87,0.13,0.194,1.0,other
0x9aa7b3591a8dd282aa…,0x9aa7b3591a8dd282aa9f8cb83b48747e2edae3d9,1,1,4.0,0.9,0.14,0.86,0.194,1.0,other
0xaa8f7416b4b64ce3f8…,0xaa8f7416b4b64ce3f8adc9033dc14f35d659e39b,1,1,4.0,0.9,0.87,0.13,0.194,1.0,other
0x5ffe313959af207965…,0x5ffe313959af207965b2ab03cace6ae6e2a57473,1,1,4.0,0.9,0.87,0.13,0.194,1.0,other
0x8718865882e085b764…,0x8718865882e085b764825b637788043c16185040,1,1,4.0,0.9,0.87,0.13,0.194,1.0,other
0x5cd4fb0b3b830bbabd…,0x5cd4fb0b3b830bbabd420ba6234316213bd7f794,1,1,4.0,0.9,0.87,0.13,0.194,1.0,other
0x9ab97bfa4faa321be4…,0x9ab97bfa4faa321be49fb5e88180272ccf5624f2,1,1,4.0,0.9,0.87,0.13,0.194,1.0,other
0x7bdfdc5fc4f56d3983…,0x7bdfdc5fc4f56d39837808fa0cb927e27658943e,1,1,4.0,0.9,0.87,0.13,0.194,1.0,other
0xdb355f01a8df8966bf…,0xdb355f01a8df8966bfa9411983d039170e92e223,1,1,4.0,0.9,0.14,0.86,0.194,1.0,other
0xf3a4bdfd844c613605…,0xf3a4bdfd844c613605c80c9259475dccdd085101,1,1,4.0,0.9,0.87,0.13,0.194,1.0,other
0x2a1c6a98a1873714e5…,0x2a1c6a98a1873714e582bf313a02a51fe8f3d9cf,1,1,4.0,0.9,0.87,0.13,0.194,1.0,other
0xf7a61a1379953ee338…,0xf7a61a1379953ee3387f94c346b2b675567aaed7,1,1,4.0,0.9,0.87,0.13,0.194,1.0,other
0xc2720e08ea08490482…,0xc2720e08ea084904821d6269b3f2ede49a362c8d,1,1,4.0,0.9,0.87,0.13,0.194,1.0,other
0x3972bc0e1c6cd25ec5…,0x3972bc0e1c6cd25ec5aac164a30b1b5bd3540a77,1,1,4.0,0.9,0.14,0.86,0.194,1.0,other
0x913d2c8aa62ffc76f0…,0x913d2c8aa62ffc76f0df7a5bc7914c67630502bf,1,1,4.0,0.9,0.87,0.13,0.194,1.0,other
0x20e78a33c1a8d96834…,0x20e78a33c1a8d968345d11781c713a12625a0b7c,1,1,4.0,0.9,0.87,0.13,0.194,1.0,other
0xd7ca07504dfb77df67…,0xd7ca07504dfb77df67b3a0a23736254bb25d7839,1,1,4.0,0.9,0.87,0.13,0.194,1.0,other
0x6200a868e32690bc71…,0x6200a868e32690bc717f8a56bc3a8377e81b8abf,1,1,4.0,1.0,0.001,0.998,0.854,1.0,politics
0x3d7d0ba6c4cb6608e9…,0x3d7d0ba6c4cb6608e9b2ae9a7c6b4d822c6510fc,1,5,4.0,1.0,0.124,0.876,0.194,1.0,other
0xc5187cb66969015064…,0xc5187cb669690150643ba2f9aac6b7d98d212594,1,12,4.0,1.0,0.099,0.901,0.195,1.0,other
0x9b37c805c6ce091575…,0x9b37c805c6ce091575cfeee561fde5f7d6570eb2,1,2,4.0,1.0,0.125,0.874,0.194,1.0,other
0x325f0e5b5afc66ff54…,0x325f0e5b5afc66ff54102d850f67f0c621304511,1,8,4.0,1.0,0.607,0.392,0.194,1.0,other
0xebc275eb8cdca3ca40…,0xebc275eb8cdca3ca404883feefa86b5658d8c742,1,8,4.0,1.0,0.305,0.695,0.194,1.0,other
0xec5625bde94bdf224d…,0xec5625bde94bdf224d6d941e612a403989921816,1,27,4.0,1.0,0.153,0.847,0.194,1.0,other
0x4f1d5ae26fc3147296…,0x4f1d5ae26fc31472966e951af3183308736d8de2,1,5,4.0,1.0,0.162,0.838,0.194,1.0,other
0x250452d3742fc2899a…,0x250452d3742fc2899a12ec44a8027eeda327d53c,1,9,4.0,1.0,0.894,0.105,0.194,1.0,other
0xcb016f2b417f98c88f…,0xcb016f2b417f98c88fc91fffe7e69d4a6b1c7dfb,1,14,4.0,1.0,0.582,0.417,0.195,1.0,other
0xdd234a3b0a42e34ef0…,0xdd234a3b0a42e34ef02fc51f0b247a41e6b777fd,1,6,4.0,1.0,0.36,0.64,0.194,1.0,other
0x73c5701afdefba2814…,0x73c5701afdefba2814193168448b2992306b2f80,1,4,4.0,1.0,0.185,0.814,0.194,1.0,other
0x9fcfbb4a9b536e5ba8…,0x9fcfbb4a9b536e5ba8cb0abe812f7fd9abbee455,1,12,4.0,1.0,0.696,0.304,0.195,1.0,other
0x3ff64fa78ad4bc5e7d…,0x3ff64fa78ad4bc5e7d162a8c20209460fe13d170,1,4,4.0,1.0,0.57,0.43,0.194,1.0,other
0x23324fc02f22bed507…,0x23324fc02f22bed5078918993bf70fc5230d3fc5,1,4,4.0,1.0,0.648,0.351,0.194,1.0,other
0x7d9a514f9da9e8aa7f…,0x7d9a514f9da9e8aa7fa37306943c7d1720d805e6,1,4,4.0,1.0,0.178,0.822,0.194,1.0,other
0x02d48659fcbaec0218…,0x02d48659fcbaec0218eada605e6fc95cf988d26c,1,2,4.0,1.0,0.13,0.87,0.194,1.0,other
0xc70ef52dec92f763e4…,0xc70ef52dec92f763e4ffe006d31af741b8ecab27,1,1,4.0,1.0,0.88,0.12,0.194,1.0,other
0xb911a44691574f645e…,0xb911a44691574f645e1f636930b1bbd79fa4d6d0,1,1,4.0,1.0,0.88,0.12,0.194,1.0,other
0x2c6210efca1966f922…,0x2c6210efca1966f922237694b78a47eb348a9ba2,1,1,4.0,1.0,0.88,0.12,0.194,1.0,other
0x3e5d077bb5ec3417a1…,0x3e5d077bb5ec3417a141e453c719a98ce7da5938,1,1,4.0,1.0,0.88,0.12,0.194,1.0,other
0x0f449cb85238d1acbb…,0x0f449cb85238d1acbb49746ef8a1bb8a9a8ebc79,1,1,4.0,1.0,0.13,0.87,0.194,1.0,other
0xd3068c33df79fee753…,0xd3068c33df79fee7535fa68941b561a03e24463d,1,1,4.0,1.0,0.88,0.12,0.194,1.0,other
0x0b7945e207c044e0d3…,0x0b7945e207c044e0d330b1bbb453e1ef9dcadc53,1,1,4.0,1.0,0.88,0.12,0.194,1.0,other
0x15ba00214a16bc9e35…,0x15ba00214a16bc9e351db9e5bb876924d8c3f30d,1,1,4.0,1.0,0.13,0.87,0.194,1.0,other
0xc2d285e70002c70fa3…,0xc2d285e70002c70fa38a72a5efd98e27d81238cc,1,1,4.0,1.0,0.13,0.87,0.194,1.0,other
0xf59c0a692553ef5859…,0xf59c0a692553ef5859caa53b4240b3a3c87aa682,1,1,4.0,1.0,0.88,0.12,0.194,1.0,other
0x6151e26573133dbe04…,0x6151e26573133dbe0474aaef0adc19231b1950ac,1,1,4.0,1.0,0.88,0.12,0.194,1.0,other
0xbe53f59bc7854f669b…,0xbe53f59bc7854f669bb3581a026a2de8455d2dba,1,1,4.0,1.0,0.88,0.12,0.194,1.0,other
0x79765ad49a91230833…,0x79765ad49a91230833610930245b16ba35dee3c4,1,1,4.0,1.0,0.13,0.87,0.194,1.0,other
0x723b1dfa0696c3e87f…,0x723b1dfa0696c3e87f57da0ef64a383275f87302,1,1,4.0,1.0,0.88,0.12,0.194,1.0,other
0xe4599fe4554e1c09cd…,0xe4599fe4554e1c09cdcb04fde56a60a67748fab7,1,1,4.0,1.0,0.88,0.12,0.194,1.0,other
0x4e73b7b18478570045…,0x4e73b7b18478570045ca748277f741ec1e9f9150,1,1,4.0,1.0,0.88,0.12,0.194,1.0,other
0x97918fa872142c6c0f…,0x97918fa872142c6c0fc5eadd820fce72349bcaea,1,1,4.0,1.0,0.88,0.12,0.194,1.0,other
0xccfdbb736203187411…,0xccfdbb7362031874111d8da12a5ff4f16afaa115,1,1,4.0,1.0,0.88,0.12,0.194,1.0,other
0xde0a3c61ef2c9d9879…,0xde0a3c61ef2c9d98794e388274857d45f904f102,1,1,4.0,1.0,0.13,0.87,0.194,1.0,other
0xcb7125262ca4c4f60b…,0xcb7125262ca4c4f60becb5e585230688a3334371,1,1,4.0,1.0,0.13,0.87,0.194,1.0,other
0x2815f5d2ca818c3fab…,0x2815f5d2ca818c3fab9a77434bc183d73ba67f0c,1,1,4.0,1.0,0.87,0.13,0.194,1.0,other
0x8ada53267b0122199f…,0x8ada53267b0122199f27022e98dbf7627401aeba,1,1,4.0,1.0,0.87,0.13,0.194,1.0,other
0x87256d0406f876184a…,0x87256d0406f876184a66cc158415903bb242eb10,1,1,4.0,1.0,0.14,0.86,0.194,1.0,other
0xd8afd2e3efb7bbce09…,0xd8afd2e3efb7bbce0900112e841815af5e3f9e9d,1,1,4.0,1.1,0.008,0.99,0.723,1.0,politics
0x6ec2d2fddff1f43726…,0x6ec2d2fddff1f4372657c11fa88a54ee556455da,1,1,4.0,1.1,0.818,-0.543,0.238,1.0,politics
0xd9e0aaca471f489be3…,0xd9e0aaca471f489be338fd0f91a26e8669a805f2,1,19,4.0,1.1,0.567,0.432,0.195,1.0,other
0x10ff6cd4b1b5669d4c…,0x10ff6cd4b1b5669d4ca87faebae0c869ad315088,1,17,4.0,1.1,0.595,0.404,0.194,1.0,other
0x312a591e969fe6e018…,0x312a591e969fe6e0180b38759b3fb70b4f6d66b8,1,2,4.0,1.1,0.115,0.885,0.194,1.0,other
0x3fc13d2af96dc9594c…,0x3fc13d2af96dc9594c6dda79a449b39738780f58,1,2,4.0,1.1,0.89,0.11,0.194,1.0,other
0x5ac4d9229de9b878b9…,0x5ac4d9229de9b878b9c85ee740bfe4b9314aef2d,1,2,4.0,1.1,0.115,0.885,0.194,1.0,other
0x0d1c914239955a26e2…,0x0d1c914239955a26e25cf9642d22e26d0f913347,1,10,4.0,1.1,0.648,0.351,0.195,1.0,other
0xe216df25fd7973e6b2…,0xe216df25fd7973e6b2593a43f93b10cfc7f952ad,1,4,4.0,1.1,0.594,0.405,0.194,1.0,other
0xd9b5455d1ee240ce15…,0xd9b5455d1ee240ce157787b87ff2e0a60f639db1,1,1,4.0,1.1,0.12,0.88,0.194,1.0,other
0x8c7bddb9ba7d8fd53b…,0x8c7bddb9ba7d8fd53bd2735e4915c22cc257bd59,1,1,4.0,1.1,0.89,0.11,0.194,1.0,other
0x5c958020de2a33136d…,0x5c958020de2a33136d9be22362e67a66bc3fbf21,1,1,4.0,1.1,0.89,0.11,0.194,1.0,other
0xa07eaf581b25b6d250…,0xa07eaf581b25b6d2503563d0980e880528519851,1,1,4.0,1.1,0.89,0.11,0.194,1.0,other
0x2d2546b47679ad5801…,0x2d2546b47679ad5801e5e6b871e42fe070c634ed,1,1,4.0,1.1,0.89,0.11,0.194,1.0,other
0x96020c20842a5175e3…,0x96020c20842a5175e3e0aeef7843d1dbb7bc4d02,1,1,4.0,1.1,0.88,0.12,0.194,1.0,other
0x741889695931a255ad…,0x741889695931a255adbdba0b0d169c17e7ac251f,1,2,4.0,1.1,0.405,0.595,0.194,1.0,other
0x404c6d4f4734b39ac6…,0x404c6d4f4734b39ac6378befada353a3c1075c87,1,1,4.0,1.1,0.12,0.88,0.194,1.0,other
0xbb8ef6381e4a35b412…,0xbb8ef6381e4a35b4124584cfce1c73137e2508c1,1,1,4.0,1.1,0.37,0.63,0.194,1.0,other
0xf26b09c8708d162d8b…,0xf26b09c8708d162d8b1f4ef8b14ba8669925d37a,1,2,4.0,1.1,0.385,0.614,0.194,1.0,other
0xee025250608e93a64a…,0xee025250608e93a64ad1132fd5225bd15a04ce88,1,1,4.0,1.1,0.43,0.57,0.194,1.0,other
0x4941621f14b588d4ce…,0x4941621f14b588d4cec33be2ec43d241e819b03c,1,1,4.0,1.1,0.42,0.58,0.194,1.0,other
0xb8ee94bd599a92d474…,0xb8ee94bd599a92d4747dda5f3bc6d2b243349e81,1,3,4.0,1.1,0.313,0.686,0.194,1.0,other
0xc66ab53d0ae32949a3…,0xc66ab53d0ae32949a32b82ab1c4671519ca0ed6a,1,1,4.0,1.1,0.132,0.867,0.194,1.0,other
0xdcaf7f4252bca6bd44…,0xdcaf7f4252bca6bd44c492e5530fc2942ee0c830,1,1,4.0,1.1,0.346,0.653,0.194,1.0,other
0xf952dcf4d110609b8a…,0xf952dcf4d110609b8a634809271290abc7b8602f,1,1,4.0,1.1,0.314,0.685,0.194,1.0,other
0xaa3ccfe85303804f44…,0xaa3ccfe85303804f4471baebdbb19a8e1c0c5607,1,1,4.0,1.1,0.41,0.59,0.194,1.0,other
0x4bc5d791b6426215ad…,0x4bc5d791b6426215ad2bf26ff209af054e1ee563,1,2,4.0,1.1,0.69,0.31,0.194,1.0,other
0xf2d2984208ed3f961c…,0xf2d2984208ed3f961cd60c44a66920726f5fa1cd,1,4,4.0,1.1,0.771,0.229,0.194,1.0,other
0x08ffedfc9c4dbd00b6…,0x08ffedfc9c4dbd00b6bfe3b89a027eac064b32eb,1,1,4.0,1.1,0.302,0.698,0.194,1.0,other
0xeaf87f6b98ac9b5e3d…,0xeaf87f6b98ac9b5e3d3cf43769d21cbcabf39f45,1,5,4.0,1.1,0.71,0.29,0.194,1.0,other
0x0eb324a7fab8f9a32c…,0x0eb324a7fab8f9a32cd5d85dbd301d56f23097cf,1,2,4.0,1.1,0.735,0.265,0.194,1.0,other
0xae0249866c927ddb01…,0xae0249866c927ddb01faa2fe0ea4e11957b47ed0,1,1,4.0,1.1,0.3,0.7,0.194,1.0,other
0x3baf5fee42f59e0a1b…,0x3baf5fee42f59e0a1b108bc290c64443bb1b7d44,1,1,4.0,1.1,0.74,0.26,0.194,1.0,other
0x1f7105a18d9f36aef7…,0x1f7105a18d9f36aef7c83e5df210e57cf487b2e4,1,2,4.0,1.1,0.735,0.265,0.194,1.0,other
0x6a2d89d8b19e5c475c…,0x6a2d89d8b19e5c475c279307d00295345fe9a82d,1,1,4.0,1.1,0.22,0.78,0.194,1.0,other
0x5754514401e271c5ca…,0x5754514401e271c5ca28e13378dbc69641a2cefb,1,1,4.0,1.1,0.79,0.21,0.194,1.0,other
0xe1d415e4018407e8ca…,0xe1d415e4018407e8ca414a07188bc94c6063a31e,1,1,4.0,1.1,0.22,0.78,0.194,1.0,other
0x55ab6191d1d3609f6f…,0x55ab6191d1d3609f6ffb12f17d56fe9453da4f88,1,1,4.0,1.1,0.18,0.82,0.194,1.0,other
0xc9db23c5d9f7b86628…,0xc9db23c5d9f7b86628474bcb74539b92c3b56789,1,1,4.0,1.1,0.15,0.85,0.194,1.0,other
0x5afc232925d007050a…,0x5afc232925d007050a743153197bf0d694eb2995,1,1,4.0,1.1,0.12,0.88,0.194,1.0,other
0xc16a303a05c6089e64…,0xc16a303a05c6089e64c1ee21f3a4e8567187d1e4,1,2,4.0,1.1,0.885,0.115,0.194,1.0,other
0xda074d054c1a5b943f…,0xda074d054c1a5b943f9599ee9fffe0c3cdd977e2,1,1,4.0,1.1,0.12,0.88,0.194,1.0,other
0x29abf7a025ffd8f904…,0x29abf7a025ffd8f904a06b193ef963bc9788a640,1,1,4.0,1.1,0.89,0.11,0.194,1.0,other
0xc8542fdceb2f6b93b9…,0xc8542fdceb2f6b93b93ff0e601218dad05cd4abc,1,1,4.0,1.1,0.12,0.88,0.194,1.0,other
0x08e0e9b03e412e9c28…,0x08e0e9b03e412e9c28629e0d6d994d5303c9c646,1,1,4.0,1.1,0.12,0.88,0.194,1.0,other
0x8f339acc9082566d75…,0x8f339acc9082566d754300752db9eea280a79bb4,1,1,4.0,1.1,0.89,0.11,0.194,1.0,other
0xc2f1903b91619ef153…,0xc2f1903b91619ef1532c17886085ec94c019f229,1,1,4.0,1.1,0.12,0.88,0.194,1.0,other
0x9c42e9bbce9439cde1…,0x9c42e9bbce9439cde130f8a0f18fdc5ba6058f14,1,1,4.0,1.1,0.13,0.87,0.194,1.0,other
0x751c81c0689a462491…,0x751c81c0689a462491c4348c23a161ad48a739f9,1,1,4.0,1.1,0.88,0.12,0.194,1.0,other
0xce56dc28da02013021…,0xce56dc28da02013021d5658fe5182c5785c3d17c,1,1,4.0,1.1,0.13,0.87,0.194,1.0,other
0x98fcd167d4694431fa…,0x98fcd167d4694431fac039d262e9c7ac597df5b7,1,1,4.0,1.1,0.13,0.87,0.194,1.0,other
0x4a0ca60c47e39a3e75…,0x4a0ca60c47e39a3e750afa72ef0356cb4242acd3,1,1,4.0,1.1,0.88,0.12,0.194,1.0,other
0x41097a5a77840c970f…,0x41097a5a77840c970ffe62ce45b5b543784dad6b,1,1,4.0,1.1,0.88,0.12,0.194,1.0,other
0x750c8c8e8cdb54208e…,0x750c8c8e8cdb54208e520895775765235e66d430,1,1,4.0,1.1,0.88,0.12,0.194,1.0,other
0x58918e7975be408b2b…,0x58918e7975be408b2b7400a83cce9ad872424912,1,1,4.0,1.1,0.88,0.12,0.194,1.0,other
0x1d49642bd509dab384…,0x1d49642bd509dab3841104657fdff52813d87cc0,1,1,4.0,1.1,0.88,0.12,0.194,1.0,other
0xb652d4feac18f06db7…,0xb652d4feac18f06db70380726482746ef30764fb,1,1,4.0,1.1,0.88,0.12,0.194,1.0,other
0xc55082e391de438f29…,0xc55082e391de438f294e5f3256c40fbdee84e090,1,1,4.0,1.1,0.88,0.12,0.194,1.0,other
0x20eb98e94a10e20aef…,0x20eb98e94a10e20aefa249907beb5703c5525822,1,1,4.0,1.1,0.88,0.12,0.194,1.0,other
0xe617d16523e6a3f0fa…,0xe617d16523e6a3f0faf7302d8dd30453492cd948,1,1,4.0,1.1,0.88,0.12,0.194,1.0,other
0x63bbd6d1395b5bbed8…,0x63bbd6d1395b5bbed8deb67484afa54a2eb255f0,1,1,4.0,1.1,0.88,0.12,0.194,1.0,other
0xa805b0632991c3111d…,0xa805b0632991c3111d47de75f2194204d52d0b58,1,1,4.0,1.1,0.13,0.87,0.194,1.0,other
0xc8c7bf37492730e6c4…,0xc8c7bf37492730e6c4d65bb39b1efa7b8dcc0367,1,1,4.0,1.1,0.13,0.87,0.194,1.0,other
0x6a3941f30239b87ff3…,0x6a3941f30239b87ff31966d9dcdbb914be93cf39,1,1,4.0,1.1,0.13,0.87,0.194,1.0,other
0xc060e67e93ae3b707d…,0xc060e67e93ae3b707d43086fae4dcb2d14988956,1,1,4.0,1.1,0.88,0.12,0.194,1.0,other
0x4f05af03c2ab62afd0…,0x4f05af03c2ab62afd026277011d689ce3cb28ad8,1,1,4.0,1.1,0.88,0.12,0.194,1.0,other
0x2ab519065f9729d6fe…,0x2ab519065f9729d6feadee4479ec7c8d2f6444f0,1,1,4.0,1.1,0.88,0.12,0.194,1.0,other
0x15d5966fa72a169080…,0x15d5966fa72a1690803684db3242935176328903,1,1,4.0,1.1,0.13,0.87,0.194,1.0,other
0x55204a0cf23f0c9a1e…,0x55204a0cf23f0c9a1e9df4f8779f67b47d3d2842,1,1,4.0,1.1,0.13,0.87,0.194,1.0,other
0x5104791ea1959ab29f…,0x5104791ea1959ab29fada744f273a705709ba114,1,1,4.0,1.1,0.13,0.87,0.194,1.0,other
0x4864dd3406299d66a7…,0x4864dd3406299d66a7654b718b58a7b8112f601d,1,1,4.0,1.1,0.88,0.12,0.194,1.0,other
0x6969ad197fa8505b8e…,0x6969ad197fa8505b8e8e5b206a201226263fc0c1,1,1,4.0,1.1,0.88,0.12,0.194,1.0,other
0xae6895be0ac7685ebb…,0xae6895be0ac7685ebb8b60b0130a075178e0de08,1,1,4.0,1.1,0.88,0.12,0.194,1.0,other
0x13ce9e717dcd64b262…,0x13ce9e717dcd64b262c9041c32bd444be576bf33,1,1,4.0,1.2,0.999,-0.001,0.723,1.0,politics
0x8010c4e916fc01024a…,0x8010c4e916fc01024a03cb441b802a88eef804e4,1,4,4.0,1.2,0.789,0.21,0.194,1.0,other
0xb0cca63418089d7c8e…,0xb0cca63418089d7c8e01f599bc5da77d1f2df354,1,15,4.0,1.2,0.656,0.344,0.195,1.0,other
0x69fa1bc61d634b7b7b…,0x69fa1bc61d634b7b7b409e1c0ef906e2f157e259,1,5,4.0,1.2,0.58,0.42,0.194,1.0,other
0x8a98109fb0f1d87d9b…,0x8a98109fb0f1d87d9bfcb4486ba3587b95c51b92,1,6,4.0,1.2,0.31,0.69,0.194,1.0,other
0x07e2587530448ac287…,0x07e2587530448ac287b8eaa7816f336d43084b9c,1,12,4.0,1.2,0.832,0.167,0.195,1.0,other
0x976adbd06fa70877d9…,0x976adbd06fa70877d9e11a732e549f0e4214e8ec,1,3,4.0,1.2,0.717,0.283,0.194,1.0,other
0xbeec9f190524222a92…,0xbeec9f190524222a9204d006535187550fc55851,1,3,4.0,1.2,0.873,0.126,0.194,1.0,other
0xec690ecdbe75275f39…,0xec690ecdbe75275f390d9460b112dfc53ae36fba,1,5,4.0,1.2,0.118,0.882,0.194,1.0,other
0xb06fa0605ce571f7c3…,0xb06fa0605ce571f7c396bbf8d38a81fcddbd884c,1,2,4.0,1.2,0.885,0.115,0.194,1.0,other
0x75bd4409cfd0346a05…,0x75bd4409cfd0346a055138f69f959b770cdf0288,1,3,4.0,1.2,0.83,0.17,0.194,1.0,other
0x84e388e170caf5b555…,0x84e388e170caf5b5559c98c89303edf093000983,1,2,4.0,1.2,0.905,0.095,0.194,1.0,other
0x3e6d998a25793c1d0c…,0x3e6d998a25793c1d0ca5b59d7d7ac7f8d0132671,1,3,4.0,1.2,0.567,0.433,0.194,1.0,other
0xa859aaee89c5e072ba…,0xa859aaee89c5e072ba2e22ff3990bbd9280548b9,1,1,4.0,1.2,0.91,0.09,0.194,1.0,other
0xfd7c3f2b67a16facfe…,0xfd7c3f2b67a16facfe3e5ea4d54ec204ebae0918,1,1,4.0,1.2,0.91,0.09,0.194,1.0,other
0x9c6396f41406c6d699…,0x9c6396f41406c6d6998eea2c23f895235e215f5d,1,1,4.0,1.2,0.91,0.09,0.194,1.0,other
0x55b48afb9e5bb67336…,0x55b48afb9e5bb67336cceb37852ad8addec32085,1,1,4.0,1.2,0.91,0.09,0.194,1.0,other
0xe8258ee5422e5a3681…,0xe8258ee5422e5a368132cc3ea3d084ee14690191,1,1,4.0,1.2,0.91,0.09,0.194,1.0,other
