question,horizon_d,p_price,p_flow,outcome
Will Aston Villa win the UEFA Champions League?,3,0.0075,0.017707097590316547,0.0
Will Aston Villa win the UEFA Champions League?,2,0.013,0.018757979867722926,0.0
Will Aston Villa win the UEFA Champions League?,1,0.012,0.01921211353671424,0.0
Khamenei out as Supreme Leader of Iran by February,1,0.9985,0.961504806416519,1.0
Will the Washington Wizards win the 2025 NBA Final,7,0.0015,0.0008163328499941237,0.0
Will the Washington Wizards win the 2025 NBA Final,5,0.0015,0.0004498128866389705,0.0
Will the Washington Wizards win the 2025 NBA Final,3,0.0015,0.0005566037887822678,0.0
Will the Washington Wizards win the 2025 NBA Final,2,0.0015,0.0005034223300611867,0.0
Will the Washington Wizards win the 2025 NBA Final,1,0.0015,0.0006157624094578909,0.0
Will the Utah Jazz win the 2025 NBA Finals?,3,0.0015,0.0051082980785935785,0.0
Will the Utah Jazz win the 2025 NBA Finals?,2,0.0015,0.0023579130160413866,0.0
Will the Utah Jazz win the 2025 NBA Finals?,1,0.0015,0.0013917561219238856,0.0
Will the Raiders win Super Bowl 2025?,5,0.0035,0.0004890671392454147,0.0
Will the Raiders win Super Bowl 2025?,3,0.0035,0.0006267465595373318,0.0
Will the Raiders win Super Bowl 2025?,2,0.0035,0.0005678081782296382,0.0
Will the Raiders win Super Bowl 2025?,1,0.0035,0.0007483159775035246,0.0
Will Donald Trump win the popular vote in the 2024,1,0.995,0.988728358113023,1.0
Will the Titans win Super Bowl 2025?,7,0.0015,7.316901317624386e-05,0.0
Will the Titans win Super Bowl 2025?,5,0.0015,0.00017204120300620424,0.0
Will the Titans win Super Bowl 2025?,3,0.0015,0.0002306314751664117,0.0
Will the Titans win Super Bowl 2025?,2,0.0015,0.00014063693906666847,0.0
Will the Titans win Super Bowl 2025?,1,0.0005,0.0001453113537088121,0.0
Will the Charlotte Hornets win the 2025 NBA Finals,7,0.0005,0.000314724535381305,0.0
Will the Charlotte Hornets win the 2025 NBA Finals,5,0.0005,0.0003308721585814696,0.0
Will the Charlotte Hornets win the 2025 NBA Finals,3,0.0005,0.00033660722334960275,0.0
Will the Charlotte Hornets win the 2025 NBA Finals,2,0.0005,0.0003457386469870874,0.0
Will the Charlotte Hornets win the 2025 NBA Finals,1,0.0005,0.0003492185663617796,0.0
Will any other Democratic Politician win the 2024 ,7,0.0005,0.010315114510617007,0.0
Will any other Democratic Politician win the 2024 ,5,0.0005,0.010554718994878807,0.0
Will any other Democratic Politician win the 2024 ,3,0.0005,0.011040872373105417,0.0
Will any other Democratic Politician win the 2024 ,2,0.0005,0.011112622102402915,0.0
Will any other Democratic Politician win the 2024 ,1,0.0005,0.011277995215891888,0.0
Will the Browns win Super Bowl 2025?,7,0.0005,0.0003989456443161514,0.0
Will the Browns win Super Bowl 2025?,5,0.0015,0.0011175673170709334,0.0
Will the Browns win Super Bowl 2025?,3,0.0005,0.0013810999207681091,0.0
Will the Browns win Super Bowl 2025?,2,0.0015,0.002559496622522921,0.0
Will the Browns win Super Bowl 2025?,1,0.001,0.0023855412595679276,0.0
Will Frances Fitzgerald win the Irish Presidential,7,0.0005,0.1438805883506873,0.0
Will Frances Fitzgerald win the Irish Presidential,5,0.0005,0.3825376943637811,0.0
Will Frances Fitzgerald win the Irish Presidential,3,0.0005,0.41400137150477306,0.0
Will Frances Fitzgerald win the Irish Presidential,2,0.0005,0.42926496518644686,0.0
Will Frances Fitzgerald win the Irish Presidential,1,0.0005,0.5003487250557894,0.0
Will the Democratic candidate win Pennsylvania by ,7,0.001,0.9960169636281014,0.0
Will the Democratic candidate win Pennsylvania by ,5,0.001,0.9960178263072125,0.0
Will the Democratic candidate win Pennsylvania by ,3,0.0005,0.9960198914606343,0.0
Will the Democratic candidate win Pennsylvania by ,2,0.0005,0.9960205966039763,0.0
Will the Democratic candidate win Pennsylvania by ,1,0.0005,0.9960215360194118,0.0
Will the Giants win Super Bowl 2025?,5,0.0035,3.0325580073165295e-05,0.0
Will the Giants win Super Bowl 2025?,3,0.0035,0.0004151394822193829,0.0
Will the Giants win Super Bowl 2025?,2,0.0035,0.0002846515558797064,0.0
Will the Giants win Super Bowl 2025?,1,0.0035,0.00036299919465615586,0.0
Will Nikki Haley win the 2024 US Presidential Elec,7,0.0005,0.005531733484454553,0.0
Will Nikki Haley win the 2024 US Presidential Elec,5,0.0005,0.005704918462647637,0.0
Will Nikki Haley win the 2024 US Presidential Elec,3,0.0005,0.0061668493123516206,0.0
Will Nikki Haley win the 2024 US Presidential Elec,2,0.0005,0.006362814338051957,0.0
Will Nikki Haley win the 2024 US Presidential Elec,1,0.0005,0.006598092883275767,0.0
Netanyahu out by March 31?,5,0.0035,0.0028268010467637087,0.0
Netanyahu out by March 31?,3,0.0015,0.00044948177655759904,0.0
Netanyahu out by March 31?,2,0.0005,0.0005180960649155693,0.0
Netanyahu out by March 31?,1,0.0005,0.0005359677976389516,0.0
Fed increases interest rates by 25+ bps after Octo,5,0.0015,0.000941499460097048,0.0
Fed increases interest rates by 25+ bps after Octo,3,0.0005,0.0015294860567583197,0.0
Fed increases interest rates by 25+ bps after Octo,2,0.0005,0.0021792558544976703,0.0
Fed increases interest rates by 25+ bps after Octo,1,0.0005,0.003181730840842087,0.0
Nottingham Forest wins the Premier League?,5,0.0025,8.056814348887437e-05,0.0
Nottingham Forest wins the Premier League?,3,0.0005,2.5487648112005387e-05,0.0
Nottingham Forest wins the Premier League?,2,0.0005,2.5487648112005387e-05,0.0
Nottingham Forest wins the Premier League?,1,0.0005,4.0043117847646954e-05,0.0
Will Hillary Clinton win the 2024 US Presidential ,7,0.0005,0.004542340697140309,0.0
Will Hillary Clinton win the 2024 US Presidential ,5,0.0005,0.004724065664436133,0.0
Will Hillary Clinton win the 2024 US Presidential ,3,0.0005,0.004730016365574004,0.0
Will Hillary Clinton win the 2024 US Presidential ,2,0.0005,0.004739136600786859,0.0
Will Hillary Clinton win the 2024 US Presidential ,1,0.0005,0.004777937144337973,0.0
Will Gavin Newsom be D-nom for VP on Election Day?,7,0.0005,0.0070830671000537805,0.0
Will Gavin Newsom be D-nom for VP on Election Day?,5,0.0005,0.007104747658955708,0.0
Will Gavin Newsom be D-nom for VP on Election Day?,3,0.0005,0.20405578459294182,0.0
Will Gavin Newsom be D-nom for VP on Election Day?,2,0.0005,0.20405987795573607,0.0
Will Gavin Newsom be D-nom for VP on Election Day?,1,0.0005,0.20406945956411152,0.0
Will Chelsea win the 2025–26 English Premier Leagu,7,0.0005,0.1898185827091888,0.0
Will Chelsea win the 2025–26 English Premier Leagu,5,0.0005,0.18982346243612275,0.0
Will Chelsea win the 2025–26 English Premier Leagu,3,0.0005,0.1898287213867298,0.0
Will Chelsea win the 2025–26 English Premier Leagu,2,0.0005,0.19919396715331336,0.0
Will Chelsea win the 2025–26 English Premier Leagu,1,0.0005,0.21162566462159732,0.0
Will Trump release the Epstein files by December 1,1,0.9975,0.9911286383107183,1.0
Southampton wins the Premier League?,5,0.0025,0.9275304284346744,0.0
Southampton wins the Premier League?,3,0.0025,0.7287972659370474,0.0
Southampton wins the Premier League?,2,0.0015,0.5685123450449575,0.0
Southampton wins the Premier League?,1,0.0015,0.47893425853374344,0.0
Will the Miami Heat win the 2025 NBA Finals?,7,0.0005,0.00222664251643041,0.0
Will the Miami Heat win the 2025 NBA Finals?,5,0.0005,0.002237824268241099,0.0
Will the Miami Heat win the 2025 NBA Finals?,3,0.0005,0.002237824268241099,0.0
Will the Miami Heat win the 2025 NBA Finals?,2,0.0005,0.0022440957293207815,0.0
Will the Miami Heat win the 2025 NBA Finals?,1,0.0005,0.0022609670979137735,0.0
Will Inter Milan win the UEFA Champions League?,7,0.4115,0.7713701412554204,0.0
Will Inter Milan win the UEFA Champions League?,5,0.4195,0.801613214243527,0.0
Will Inter Milan win the UEFA Champions League?,3,0.411,0.7998127347472095,0.0
Will Inter Milan win the UEFA Champions League?,2,0.4105,0.7721744776774143,0.0
Will Inter Milan win the UEFA Champions League?,1,0.405,0.7845138533310883,0.0
Will Hunor Kelemen win the Romanian presidential e,7,0.0005,0.45374838017450436,0.0
Will Hunor Kelemen win the Romanian presidential e,5,0.0005,0.45379457858121386,0.0
Will Hunor Kelemen win the Romanian presidential e,3,0.0005,0.45379457858121386,0.0
Will Hunor Kelemen win the Romanian presidential e,2,0.0005,0.4537976581971535,0.0
Will Hunor Kelemen win the Romanian presidential e,1,0.0005,0.4537976581971535,0.0
"Will Eleven die in ""Stranger Things: Season 5""?",1,0.002,0.00532817030821671,0.0
Xi Jinping out in 2025?,3,0.0035,0.0007718614556137116,0.0
Xi Jinping out in 2025?,2,0.0035,0.0016967880332267968,0.0
Xi Jinping out in 2025?,1,0.0015,0.0007462638961361457,0.0
Will there be no change in Fed interest rates afte,1,0.9985,0.9120038727012355,1.0
Will the Fed increase interest rates by 25+ bps af,7,0.0025,0.07571672837540183,0.0
Will the Fed increase interest rates by 25+ bps af,5,0.0025,0.007376984120082979,0.0
Will the Fed increase interest rates by 25+ bps af,3,0.0015,0.002144302898417742,0.0
Will the Fed increase interest rates by 25+ bps af,2,0.0005,0.0028307266010341825,0.0
Will the Fed increase interest rates by 25+ bps af,1,0.0005,0.003789001629871158,0.0
Will the Patriots win Super Bowl 2025?,5,0.0035,0.0004310382081196554,0.0
Will the Patriots win Super Bowl 2025?,3,0.0035,0.0006349401889417972,0.0
Will the Patriots win Super Bowl 2025?,2,0.0035,0.0002469233767350894,0.0
Will the Patriots win Super Bowl 2025?,1,0.0035,0.000564696706320686,0.0
US forces enter Iran by March 31?,3,0.165,0.0026920982241256876,0.0
US forces enter Iran by March 31?,2,0.165,0.0009908871058892977,0.0
US forces enter Iran by March 31?,1,0.165,0.001049670106322686,0.0
Russia x Ukraine ceasefire in 2025?,3,0.0065,0.040738589836442456,0.0
Russia x Ukraine ceasefire in 2025?,2,0.0015,0.034554200885862696,0.0
Russia x Ukraine ceasefire in 2025?,1,0.0025,0.031215643589704297,0.0
Will the Indiana Pacers win the 2025 NBA Finals?,2,0.2815,1.0,0.0
Will the Indiana Pacers win the 2025 NBA Finals?,1,0.278,0.7072963670602346,0.0
Will Kamala Harris be inaugurated?,2,0.0015,0.0012533217888518345,0.0
Will Kamala Harris be inaugurated?,1,0.0015,0.0013386064867947113,0.0
Will Joe Biden win the 2024 US Presidential Electi,7,0.0005,0.5914245516813305,0.0
Will Joe Biden win the 2024 US Presidential Electi,5,0.0005,0.5984009100937949,0.0
Will Joe Biden win the 2024 US Presidential Electi,3,0.0005,0.6002502732023955,0.0
Will Joe Biden win the 2024 US Presidential Electi,2,0.0005,0.6008051512057505,0.0
Will Joe Biden win the 2024 US Presidential Electi,1,0.0005,0.6026344207392652,0.0
Will Real Betis win La Liga?,7,0.0015,0.2923491830744779,0.0
Will Real Betis win La Liga?,5,0.0015,0.2799507856898875,0.0
Will Real Betis win La Liga?,3,0.0015,0.17513250314967493,0.0
Will Real Betis win La Liga?,2,0.0015,0.1390622275297446,0.0
Will Real Betis win La Liga?,1,0.001,0.11992972127581387,0.0
Will the Charlotte Hornets win the Eastern Confere,7,0.0015,0.003461730041649784,0.0
Will the Charlotte Hornets win the Eastern Confere,5,0.002,0.003115886892862802,0.0
Will the Charlotte Hornets win the Eastern Confere,3,0.0015,0.0029086939633189094,0.0
Will the Charlotte Hornets win the Eastern Confere,2,0.001,0.0028539084766704237,0.0
Will the Charlotte Hornets win the Eastern Confere,1,0.0005,0.002823217862169315,0.0
Manchester United wins the Premier League?,7,0.0015,0.0010334743357107246,0.0
Manchester United wins the Premier League?,5,0.0015,0.0007746410810045143,0.0
Manchester United wins the Premier League?,3,0.0015,0.0008511126011218267,0.0
Manchester United wins the Premier League?,2,0.0015,0.0007371544328387329,0.0
Manchester United wins the Premier League?,1,0.0015,0.0005946299841314678,0.0
Will the Tennessee Titans win Super Bowl 2026?,7,0.0025,0.001955300598037232,0.0
Will the Tennessee Titans win Super Bowl 2026?,5,0.0015,0.0017071289591136444,0.0
Will the Tennessee Titans win Super Bowl 2026?,3,0.0015,0.0012460565453272616,0.0
Will the Tennessee Titans win Super Bowl 2026?,2,0.0015,0.0010955308970147465,0.0
Will the Tennessee Titans win Super Bowl 2026?,1,0.0015,0.0010658711917321353,0.0
Will Hillary Clinton win the popular vote in the 2,7,0.0005,0.0006983821585355997,0.0
Will Hillary Clinton win the popular vote in the 2,5,0.0005,0.0007145870892973624,0.0
Will Hillary Clinton win the popular vote in the 2,3,0.0005,0.000722805425981326,0.0
Will Hillary Clinton win the popular vote in the 2,2,0.0005,0.000787021201849633,0.0
Will Hillary Clinton win the popular vote in the 2,1,0.0005,0.0008085615741077546,0.0
Will the LA Clippers win the 2025 NBA Finals?,7,0.062,0.04437395838456365,0.0
Will the LA Clippers win the 2025 NBA Finals?,5,0.037,0.0282988253812002,0.0
Will the LA Clippers win the 2025 NBA Finals?,3,0.02,0.030012035500320063,0.0
Will the LA Clippers win the 2025 NBA Finals?,2,0.019,0.031014297628860817,0.0
Will the LA Clippers win the 2025 NBA Finals?,1,0.0275,0.03201797136742904,0.0
Will Red Star Belgrade win the UEFA Champions Leag,7,0.0055,0.013838470800331635,0.0
Will Red Star Belgrade win the UEFA Champions Leag,5,0.0015,0.007731597762653109,0.0
Will Red Star Belgrade win the UEFA Champions Leag,3,0.0005,0.006479540957316241,0.0
Will Red Star Belgrade win the UEFA Champions Leag,2,0.0005,0.006589920488433101,0.0
Will Red Star Belgrade win the UEFA Champions Leag,1,0.0005,0.006993454251864133,0.0
Brighton & Hove Albion wins the Premier League?,7,0.0005,0.004920887242878649,0.0
Brighton & Hove Albion wins the Premier League?,5,0.0005,0.0050047070934784495,0.0
Brighton & Hove Albion wins the Premier League?,3,0.0005,0.005010465190772568,0.0
Brighton & Hove Albion wins the Premier League?,2,0.0005,0.005020617981167766,0.0
Brighton & Hove Albion wins the Premier League?,1,0.0005,0.00502553927858922,0.0
Will Austin Scott be the first elected Speaker of ,5,0.007,0.9030776792028835,0.0
Will Austin Scott be the first elected Speaker of ,3,0.0075,0.09027427415995015,0.0
Will Austin Scott be the first elected Speaker of ,2,0.007,0.09779643715900109,0.0
Will Austin Scott be the first elected Speaker of ,1,0.006,0.09753833945208208,0.0
Fed increases interest rates by 25+ bps after Sept,1,0.0015,0.01061303693432572,0.0
Will the Fed decrease interest rates by 50+ bps af,7,0.0015,0.0009527521639108385,0.0
Will the Fed decrease interest rates by 50+ bps af,5,0.0015,0.0007013635393205977,0.0
Will the Fed decrease interest rates by 50+ bps af,3,0.0005,0.0011936120048370365,0.0
Will the Fed decrease interest rates by 50+ bps af,2,0.0005,0.0013284651606866374,0.0
Will the Fed decrease interest rates by 50+ bps af,1,0.0005,0.0015700915323712628,0.0
Will the Fed decrease interest rates by 25 bps aft,7,0.0025,0.27797088116331875,0.0
Will the Fed decrease interest rates by 25 bps aft,5,0.0025,0.01008494834294509,0.0
Will the Fed decrease interest rates by 25 bps aft,3,0.0015,0.001821767019274285,0.0
Will the Fed decrease interest rates by 25 bps aft,2,0.0005,0.0022236217771101382,0.0
Will the Fed decrease interest rates by 25 bps aft,1,0.0005,0.002974790656442887,0.0
Will Biden finish his term?,1,0.992,0.9978353438305405,1.0
Will the Miami Dolphins win Super Bowl 2026?,7,0.0005,0.0035674609480379114,0.0
Will the Miami Dolphins win Super Bowl 2026?,5,0.0005,0.003610392315982174,0.0
Will the Miami Dolphins win Super Bowl 2026?,3,0.0005,0.003814535109776695,0.0
Will the Miami Dolphins win Super Bowl 2026?,2,0.0005,0.003816407592206692,0.0
Will the Miami Dolphins win Super Bowl 2026?,1,0.0005,0.0038416854160642747,0.0
Khamenei out as Supreme Leader of Iran by March 31,2,0.9985,0.9929928133602283,1.0
Khamenei out as Supreme Leader of Iran by March 31,1,0.9985,0.9956788064367594,1.0
Will the Atlanta Hawks win the 2025 NBA Finals?,7,0.0015,0.0014085256286155718,0.0
Will the Atlanta Hawks win the 2025 NBA Finals?,5,0.0005,0.001336089346995985,0.0
Will the Atlanta Hawks win the 2025 NBA Finals?,3,0.0005,0.0016976407353146035,0.0
Will the Atlanta Hawks win the 2025 NBA Finals?,2,0.0005,0.0017146182539258504,0.0
Will the Atlanta Hawks win the 2025 NBA Finals?,1,0.0005,0.0017407171440515991,0.0
Will Turkiye win the 2026 FIFA World Cup?,5,0.0045,0.6694138536700868,0.0
Will Turkiye win the 2026 FIFA World Cup?,3,0.0045,0.4887028638130424,0.0
Will Turkiye win the 2026 FIFA World Cup?,2,0.0045,0.48507512513489,0.0
Will Turkiye win the 2026 FIFA World Cup?,1,0.0045,0.4075708287428314,0.0
Will the Detroit Pistons win the 2025 NBA Finals?,7,0.0045,0.011823932188617796,0.0
Will the Detroit Pistons win the 2025 NBA Finals?,5,0.0025,0.009352361076371466,0.0
Will the Detroit Pistons win the 2025 NBA Finals?,3,0.0005,0.00834543849209374,0.0
Will the Detroit Pistons win the 2025 NBA Finals?,2,0.001,0.008573653479991825,0.0
Will the Detroit Pistons win the 2025 NBA Finals?,1,0.002,0.007703589462835128,0.0
Will Curtis Sliwa win the 2025 NYC mayoral electio,2,0.0015,0.001243310472735773,0.0
Will Curtis Sliwa win the 2025 NYC mayoral electio,1,0.0015,0.0020259080152800995,0.0
Will the Detroit Pistons win the Eastern Conferenc,7,0.0135,0.008801820171945203,0.0
Will the Detroit Pistons win the Eastern Conferenc,5,0.007,0.008422191541348236,0.0
Will the Detroit Pistons win the Eastern Conferenc,3,0.0035,0.007670541311841795,0.0
Will the Detroit Pistons win the Eastern Conferenc,2,0.0035,0.007547015016982915,0.0
Will the Detroit Pistons win the Eastern Conferenc,1,0.0045,0.007640068195952023,0.0
Will the Carolina Panthers win Super Bowl 2026?,2,0.0065,0.003434066588356641,0.0
Will the Carolina Panthers win Super Bowl 2026?,1,0.0065,0.0058606205609306955,0.0
Will Trump nominate Kevin Warsh as the next Fed ch,1,0.9345,0.9478877660516206,1.0
Will the New Orleans Pelicans win the 2025 NBA Fin,7,0.0015,0.0022643342831852463,0.0
Will the New Orleans Pelicans win the 2025 NBA Fin,5,0.0015,0.0023261731955864337,0.0
Will the New Orleans Pelicans win the 2025 NBA Fin,3,0.0015,0.001231921930703668,0.0
Will the New Orleans Pelicans win the 2025 NBA Fin,2,0.0005,0.0012163729568242276,0.0
Will the New Orleans Pelicans win the 2025 NBA Fin,1,0.0005,0.0012493581597849805,0.0
Will Jack Bergman be the first elected Speaker of ,5,0.0065,0.8862568016857474,0.0
Will Jack Bergman be the first elected Speaker of ,3,0.0075,0.8592906086941372,0.0
Will Jack Bergman be the first elected Speaker of ,2,0.006,0.8249115184584791,0.0
Will Jack Bergman be the first elected Speaker of ,1,0.0065,0.8215538165721465,0.0
Will Joe Biden win the 2024 Democratic Presidentia,7,0.0005,0.45544794125757965,0.0
Will Joe Biden win the 2024 Democratic Presidentia,5,0.0005,0.4554796697426387,0.0
Will Joe Biden win the 2024 Democratic Presidentia,3,0.0005,0.45549600224336534,0.0
Will Joe Biden win the 2024 Democratic Presidentia,2,0.0005,0.4555118324883035,0.0
Will Joe Biden win the 2024 Democratic Presidentia,1,0.0005,0.45552149376214035,0.0
Will the New York Jets win Super Bowl 2026?,7,0.0005,0.0007339122835947757,0.0
Will the New York Jets win Super Bowl 2026?,5,0.0005,0.0007816140348203159,0.0
Will the New York Jets win Super Bowl 2026?,3,0.0005,0.0008194314722374051,0.0
Will the New York Jets win Super Bowl 2026?,2,0.0005,0.000824712057799779,0.0
Will the New York Jets win Super Bowl 2026?,1,0.0005,0.0008264154605909341,0.0
Fed increases interest rates by 25+ bps after Janu,2,0.0015,0.005210090899835576,0.0
Fed increases interest rates by 25+ bps after Janu,1,0.0015,0.005373546138929556,0.0
Will the Brooklyn Nets win the 2025 NBA Finals?,7,0.0005,0.04343721997055799,0.0
Will the Brooklyn Nets win the 2025 NBA Finals?,5,0.0005,0.043441034590464805,0.0
Will the Brooklyn Nets win the 2025 NBA Finals?,3,0.0005,0.04345485936761221,0.0
Will the Brooklyn Nets win the 2025 NBA Finals?,2,0.0005,0.04347084999398644,0.0
Will the Brooklyn Nets win the 2025 NBA Finals?,1,0.0005,0.043475513825971694,0.0
Trump ends Ukraine war in first 90 days?,3,0.0035,0.06870515309056498,0.0
Trump ends Ukraine war in first 90 days?,2,0.0015,0.06344418980387155,0.0
Trump ends Ukraine war in first 90 days?,1,0.0015,0.05772473207842035,0.0
Lighter market cap (FDV) >$1B one day after launch,3,0.9975,0.9917916778209324,1.0
Lighter market cap (FDV) >$1B one day after launch,2,0.9985,0.9959777378842681,1.0
Lighter market cap (FDV) >$1B one day after launch,1,0.9985,0.9967000798263578,1.0
Will Kamala Harris win the 2024 Democratic Preside,5,0.9825,0.9939442680992077,1.0
Will Kamala Harris win the 2024 Democratic Preside,3,0.9895,0.9925332644575587,1.0
Will Kamala Harris win the 2024 Democratic Preside,2,0.988,0.9922470333913922,1.0
Will Kamala Harris win the 2024 Democratic Preside,1,0.9885,0.99337318299849,1.0
Will Gavin Newsom win the 2024 US Presidential Ele,7,0.0005,0.07295173376306407,0.0
Will Gavin Newsom win the 2024 US Presidential Ele,5,0.0005,0.07305334925890064,0.0
Will Gavin Newsom win the 2024 US Presidential Ele,3,0.0005,0.07343209296077356,0.0
Will Gavin Newsom win the 2024 US Presidential Ele,2,0.0005,0.07383368890755979,0.0
Will Gavin Newsom win the 2024 US Presidential Ele,1,0.0005,0.07430818958065528,0.0
Will Elise Stefanik be the first elected Speaker o,5,0.009,0.9109566410410453,0.0
Will Elise Stefanik be the first elected Speaker o,3,0.0095,0.9016279757218124,0.0
Will Elise Stefanik be the first elected Speaker o,2,0.007,0.8759638477993716,0.0
Will Elise Stefanik be the first elected Speaker o,1,0.007,0.8649351217448591,0.0
Will there be a US Government shutdown? ,1,0.9955,0.976501739017897,1.0
Will the Chicago Bulls win the 2025 NBA Finals?,7,0.0005,0.0028208283753058767,0.0
Will the Chicago Bulls win the 2025 NBA Finals?,5,0.0005,0.002939462123430726,0.0
Will the Chicago Bulls win the 2025 NBA Finals?,3,0.0005,0.002966931176695581,0.0
Will the Chicago Bulls win the 2025 NBA Finals?,2,0.0005,0.0029488050839630467,0.0
Will the Chicago Bulls win the 2025 NBA Finals?,1,0.0005,0.002968981964255075,0.0
Will the Iranian regime fall by April 30?,7,0.0075,0.15715884439942204,0.0
Will the Iranian regime fall by April 30?,5,0.0035,0.01746307589210934,0.0
Will the Iranian regime fall by April 30?,3,0.0025,0.004476954471843502,0.0
Will the Iranian regime fall by April 30?,2,0.0025,0.004493661428249716,0.0
Will the Iranian regime fall by April 30?,1,0.0005,0.005039976169096616,0.0
Israel x Iran ceasefire before July? ,3,0.5,0.9717602712297565,1.0
Israel x Iran ceasefire before July? ,2,0.9975,0.9792752171146898,1.0
Israel x Iran ceasefire before July? ,1,0.996,0.988598793539288,1.0
Will the Cleveland Browns win Super Bowl 2026?,7,0.0015,0.0009717865598127934,0.0
Will the Cleveland Browns win Super Bowl 2026?,5,0.0005,0.0010129250029267643,0.0
