token,condition_id,question,leg,entry_date,entry_price,res_date,outcome,volume,trade_return
110765302299513456585207845551762220756544326353398751489227277620687637943699,0x478dfc905dd9f44631e7b3a2a76f8aaf5680bc77fd17fe79179664b0ca819a18,Lighter market cap (FDV) >$1B one day after launch?,no,2025-12-24,0.125,2026-01-01 05:00:00.000,0.0,55056697.127347,-1.0
37751409168070890064130120440261893477731574247683404267820510185194430319527,0xffffb2874475ae9c1e3a0e3c3c4b4e329eb3105427aa484f357bf41c5fd77c4f,No change in Fed interest rates after May 2025 meeting?,no,2025-04-27,0.125,2025-05-07 12:00:00.000,0.0,20629387.641397,-1.0
47553162493414811486870038530350680568802679366470542950419301690651662494680,0x99a76eb4959604e2a1b7c6dedf1f75fb19491df21deb746388a2b65c0c1713c7,Will Barcelona win La Liga?,no,2025-05-06,0.125,2025-05-25 12:00:00.000,0.0,5820887.65850004,-1.0
105832362350788616148612362642992403996714020918558917275151746177525518770551,0xebddfcf7b4401dade8b4031770a1ab942b01854f3bed453d5df9425cd9f211a9,Will Zohran Mamdani win the 2025 NYC mayoral election?,no,2025-10-29,0.1275,2025-11-04 12:00:00.000,0.0,143254859.334333,-1.0
93119283163420984666329627600000273753909488383271496422725436610044958733622,0xfbe85201ab2b4acff01cd5a3639039fc813d3448c64db081f70926bd9b9e74e9,Will Abelardo de la Espriella  win the 2026 Colombian presidential election?,no,2026-06-14,0.135,2026-06-21 14:00:00.000,0.0,6883971.476312924,-1.0
19578890682213446862630335318698732223958239442642602444342136463834785937809,0xde20ba1b4fa2f2aae4e0c2dae0e8e111986743b094952272730607dc9d4cd8e1,RFK Jr. endorses Trump in August?,no,2024-08-22,0.135,2024-08-31 12:00:00.000,0.0,6195836.69,-1.0
13411284055273560855537595688801764123705139415061660246624128667183605973730,0xcb111226a8271fed0c71bb5ec1bd67b2a4fd72f1eb08466e2180b9efa99d3f32,Fed decreases interest rates by 25 bps after December 2025 meeting?,no,2025-11-30,0.135,2025-12-10 00:00:00.000,0.0,54634506.683355,-1.0
38686085996874030150277436308557693774277527751085400335092971054310974741556,0x2fcf3968f5feff8c544b1be614f1c7aed22f5051949478bc0b39f9e966cab02a,Will Spain win on 2026-06-21?,no,2026-06-11,0.135,2026-06-21 16:00:00.000,0.0,6493710.889971014,-1.0
22743545232446807558100435971371787452946094386062548304401212118766791219432,0xc90381f6021b8dc8d07dd3d783d3927f34706f8ce1ed097b21cc92f31b5be076,Will Brazil win on 2026-06-19?,no,2026-06-15,0.135,2026-06-20 00:30:00.000,0.0,8523406.23501897,-1.0
83436187631341674368900023048437473015282796987043047613890142338156855895601,0xe2c2cba80ca7e745aef3ff3c3a359db4d862f2b0ea40a9821bb137bb9e31b40f,Will France win on 2026-06-22?,no,2026-06-13,0.135,2026-06-22 21:00:00.000,0.0,9191826.131226048,-1.0
96979338494962193212613522594566370425243824194860710731540536139331123604442,0x65f204a8ebbaa472d668cc4fdbe4dd45249405a7e0acea43b7930a216e5bfdc7,Will Trump visit China by May 15?,no,2026-05-03,0.14,2026-05-03 00:00:00.000,0.0,15068494.055106035,-1.0
91322539618496462104602169253723306824929529431162103438316370898325120431628,0xaeb190c9a31c5e7f8ac193393ab05e55a9de86f0a945aac59feac0576aa86fc8,Will Nasry Juan Asfura Zablah win the 2025 Honduras presidential election?,no,2025-12-20,0.14200000000000002,2025-12-20 00:00:00.000,0.0,7902409.57029,-1.0
104624982332232121674504890797949153940036716358905787410119507343081224145324,0xa11a9c66032cbe8c607bf1b21591f65dfee9d5eb65d73cc8ad5009c1f9826fa3,Fed decreases interest rates by 25 bps after December 2024 meeting?,no,2024-12-08,0.14500000000000002,2024-12-18 12:00:00.000,0.0,7490697.06615098,-1.0
79553968714861287125371173419763227479205479532937949925802161725185793021612,0x9f41a3e4a2ef548cf207c22a48dbaf73e28dda5ec014c145217f428aaf3769e3,Fed decreases interest rates by 25 bps after September 2025 meeting?,no,2025-09-07,0.14500000000000002,2025-09-17 12:00:00.000,0.0,36329925.673244,-1.0
37577096624128527959712094612844989904882494499346092147576076639415253872680,0xb803598e76d5fb6841e1f4dec4adc2e6f43fab996eb2a552f9cccfc5938b15cb,Will Bitcoin hit $100k in November?,no,2024-11-22,0.15000000000000002,2024-11-30 12:00:00.000,1.0,28587434.430255,5.666666666666666
22817054741590785607960221324844057903234740985452007938232760073276442663,0x027eeeaba097b5f3b166eace64668b2e6b327acc7c6b314ae5f03b33b51425e7,Will Mikie Sherrill win the New Jersey Governor Election in 2025,no,2025-10-26,0.16,2025-11-04 00:00:00.000,0.0,7479198.557189,-1.0
25841427349099021030477407408202074144234948026062046702103181016766959946974,0x41e47408f8ab39b46a9d9e3c9b15ebd62f1d795eb072ff46df3d376c09eb583e,"US x Iran meeting by February 6, 2026?",no,2026-02-06,0.16,2026-02-13 00:00:00.000,0.0,22688333.506431,-1.0
61766305620946681246553254061857194829333587007134976387120667005989074667311,0x7d4d6916fa50ad0be01c1c065a6b3ad95f5d444c18fc6b766a99d31173469303,Will the Party for Freedom win the most seats in the 2025 Netherlands parliamentary election?,no,2025-10-23,0.16,2026-07-31 00:00:00.000,1.0,10147546.752816,5.25
113332423559050930347591987511234765387649957428761857688151517507261414072694,0x9d1f0296f3a016727193d2b45704e0debc3b8048fe0715f8bb1e91550d321872,Will Fed cut interest rates 4 times in 2024?,no,2024-12-08,0.1645,2024-12-30 12:00:00.000,0.0,6812524.970527,-1.0
107273459432080724730675788537332903439032639184635148148128996645817909401444,0x365eee5f424708fd861ea3f0d4d03d515e34b513303a30d097f2b35867f11dcd,Will Anthony Joshua win his boxing match against Jake Paul?,no,2025-12-10,0.165,2025-12-19 00:00:00.000,0.0,19074523.591451,-1.0
81337566243073271746608276915310766292424419662449021769243514448183489065187,0x9c66114d2dfe2139325cc7a408a5cd5d2e73b55d919e2141b3a0ed83fc15895d,Will Bitcoin hit $100k in 2024?,no,2024-11-25,0.167,2024-12-30 12:00:00.000,0.0,22807235.891544,-1.0
78334077248234846714502609938208453420760114607979174643124614189085919067977,0xea1f601faf600380da04e1ce3d46fc4c7dfea5e6247550b2b513761cb40f0a9f,Lighter market cap (FDV) >$2B one day after launch?,no,2025-12-24,0.17,2025-12-31 00:00:00.000,0.0,25086666.676263,-1.0
30864503463112032527757100077192440552168261749811922597033417088205708328378,0x16bfed4a96ae585774757223b661e7fdc32571a2a053c7a520035861e7826ae4,Will Real Madrid CF win on 2026-02-25?,no,2026-02-15,0.17,2026-02-25 20:00:00.000,0.0,6301354.287728,-1.0
13381326949921541597165699364493406669808285479989037075263368166849756643315,0x4ea6acab2dcda8bb2fdf50d332ea58c4178660dd77aeb3eda8746f475fbdece0,Over $400M committed to the Monad public sale?,no,2025-11-19,0.17,2026-01-01 05:00:00.000,1.0,4953557.13802,4.88235294117647
12378428024728849934843560840433868979543695535836715150168659304994480706119,0xb36886bb0cf7cede4fd57fedbbbf80342ec76921d567fa9958275c22e1df04bd,Bitcoin ETF approved by Jan 15?,no,2023-12-31,0.17,2024-01-15 00:00:00.000,0.0,12622418.42,-1.0
106802454252372647359585422974995064975803750651759225225383160391011881420316,0x3b2f19935f2a969634a7aca52b69cf653d957ec6243bdfcb97dd830003e90624,Israel x Iran ceasefire before July? ,no,2025-06-24,0.17500000000000002,2025-06-30 23:55:00.000,0.0,51779894.19503,-1.0
69130523335024392254696789152392907426012553880237106728393271684108877899777,0xbcbe59b228605e5a7c53123ff56e8facc0b6021a186738e3cc536ebc70875ca8,Will Israel or the US target an Iranian nuclear facility?,no,2026-03-02,0.17750000000000002,2026-03-02 00:00:00.000,0.0,5031421.008729,-1.0
100012098696512710839019980186408856624583838884974450954169454065204180810679,0x2758b209d0ce348873b100c1205c2e3c2449222f211e4e9857e29e3071a65fad,Will a Democrat win Virginia Presidential Election?,no,2024-10-27,0.18000000000000002,2024-11-05 12:00:00.000,0.0,4684337.336559,-1.0
105744947303160464754818236100225574991242698540243728623588931698050692945207,0x8e6ff03d48ea73396ca8c8eac6a8cada2a7507545a78901c4769776be351eaf5,Will Trump release more Epstein files by December 22?,no,2025-12-23,0.18000000000000002,2025-12-26 00:00:00.000,0.0,16511187.94915,-1.0
78238543110592118163386456765094318511102035295303787218895510947686482016630,0x3d31558105899ab4025075b92cfb127fae4be0e9644a6895466aa50e2de37e72,Fed decreases interest rates by 25 bps after November 2024 meeting?,no,2024-10-28,0.185,2024-11-07 12:00:00.000,0.0,5010507.074128,-1.0
50780607366167087751582892322491782622373797480656225043264911224858840842304,0xa472169d91f832d5b2e70d1f350b8c0376d61323dac93decd535d6dbec82851e,Over $2M committed to the Makina public sale?,no,2025-11-27,0.185,2025-11-27 00:00:00.000,0.0,4927509.65142,-1.0
46284795062525460000254854402012885224456293488825283053923631523187256406325,0x97f7e9d839a3d94158c16ae7a1ccfd494a66ff980131ad0fc87bc98b7b1dc1c1,Over $300M committed to the Monad public sale?,no,2025-11-20,0.1885,2026-01-01 05:00:00.000,1.0,5118740.992131,4.305039787798409
104094217825243601318944078548579083817498745055367434143028512174813549803832,0xce5722bcbbd319dc03d4feb1e7ba563d1aaa2c9d7c286c44bdc93a96670e07ab,Will Anthony Albanese be the next Prime Minister of Australia after the 2025 election?,no,2025-04-25,0.19,2025-05-13 12:00:00.000,0.0,4204557.171808,-1.0
59855952379545476461266875939089074481171378466995213858930892770855011813551,0xd86a816093fcd0a0e1ca440bc5ce199bd3c5a8d6139e044b076958164f8c5423,"US x Iran permanent peace deal by June 15, 2026?",no,2026-06-15,0.1945,2026-06-15 00:00:00.000,0.0,177370818.43892464,-1.0
67348976637674344837548485937029097013246514813926732246909840182125327096595,0x97587c58a3407fcc9a8df6396aaa8b66eff8b0c799fdf81880f258755b7d529c,Will Bitcoin hit $100k again in 2024?,no,2024-12-25,0.195,2024-12-31 12:00:00.000,1.0,6225944.470833,4.128205128205128
10668608784716997131805813528613597787690261896614905218917225091156526243112,0x6a1048bfe5eb87c5529277963b33d42a40ee2c8478c8bc6307352e27bec8e221,Trump releases Epstein list today?,no,2025-02-28,0.195,2025-02-28 00:00:00.000,0.0,8632486.304193,-1.0
20779537810160131229669921935393424203168562482436325799803716160603270556992,0xd8ac9f489f38e440a89c11fd0427057599ce7d2f7fe5bbc5f204ec47047ef60e,Will To Lam be elected General Secretary of the Vietnamese Communist Party?,no,2026-01-15,0.1955,2026-01-25 00:00:00.000,0.0,4586397.016879,-1.0
61779059262007256355647256693654798634992216890386524448184334478854960866382,0xddac406b76b46d7998a797fa984c7c7b04812db75b89ecfc49e2fd0d6b9b8a93,Will Erdoğan win the 2023 Turkish presidential election?,no,2023-05-19,0.2,2023-05-28 00:00:00.000,0.0,4820090.91,-1.0
85591151242315440638316112746973947739307076787078147893681974285954055295833,0x9ce4ce441b98560634b67589135dac0034a45edaacf13455c9add1ddbb6b7dec,Will Assad remain President of Syria through 2024?,no,2024-12-01,0.203,2024-12-31 12:00:00.000,1.0,7577895.740092,3.9261083743842358
31869663470674113137413574637244458645080626094263106105850314096988098095887,0xd73f60114a0e7169a55082daef1228cb27fa50c939eea22cb0589f6bac6ce5d3,Iran x Israel/US conflict ends by May 15?,no,2026-04-12,0.20500000000000002,2026-05-15 00:00:00.000,0.0,13670502.108909987,-1.0
86079273754551361193735348576723616282542095412479130249288914836162953428117,0xb4840e43bbe04f2c4526a1dc5cc67aed93f4d21e5bbdf429f22786883f2947ca,Over $20M committed to the Ranger public sale?,no,2026-01-04,0.20500000000000002,2026-02-01 05:00:00.000,0.0,6136975.185555,-1.0
77195044185199490561568577007991723729736511951407557960960506381086921913841,0xc3e94e2db4052a7e49f9c3edbcc1119664ce565c4062019382f1f511e3c98af0,"Ethereum above $2,300 on March 7?",no,2025-03-03,0.20500000000000002,2025-03-07 12:00:00.000,1.0,4345803.661636,3.8780487804878048
69882362410328994623023398753397889531354211998112429711325978117572282138435,0xa90ce8b69a218dced329076162df3b79f99596d1dc71d93bd30a64a2c8b6ba3e,Will Ecuador win on 2026-06-20?,no,2026-06-11,0.20500000000000002,2026-06-21 00:00:00.000,1.0,7118457.521967039,3.8780487804878048
52324863927889310883552087486078133499576335061246335346293266577257070263141,0x4e576390d1e1279fbefde42d24d192817787bd57ed1f3245a780dcf9894f6976,Will Gemini 3.0 be released by November 30?,no,2025-11-08,0.20500000000000002,2025-11-08 00:00:00.000,0.0,4626435.407307,-1.0
80490883959394342316798848726855903206577734179640699388456923821405008822672,0xcee0d9074a1f8766b4f66d806608a4097d027c94f85de367410fbbb166a29424,Will Norway win on 2026-06-16?,no,2026-06-07,0.20500000000000002,2026-06-16 22:00:00.000,0.0,6508340.420720124,-1.0
19044830831249371887011987107377626943608403723154454456157765528311979267892,0xea5c34ee273855ce65a14c4826cba2f394cdbbd4eefcb750d54e1047d33bc675,Will Bitcoin hit $100k by Sunday?,no,2024-11-22,0.20500000000000002,2024-11-24 12:00:00.000,1.0,4291530.897645,3.8780487804878048
23256261548286066354515820367233078263051851596349427953099012820714239317101,0x81011e0a04a9e82473b7c1519163896767f4ee0ad4bfc6617450971042f79df5,Over $250M committed to the Monad public sale?,no,2025-11-21,0.21000000000000002,2025-11-21 00:00:00.000,0.0,8067484.825003,-1.0
95319765794182093287927679833194607351139501701926036955896570172084718641711,0x6a8cfe84d17693425f27831db5949d7511f3393d4624b182ac6956164cd32b10,US announces new Iran agreement/ceasefire extension by May 31?,no,2026-05-24,0.215,2026-05-30 00:00:00.000,1.0,5238959.118821777,3.6511627906976747
20565226121067197718502462601766621016411744148041688105371291682610415439393,0xfe4ddfdf4e6b6188967331f5932c8ec6dcbc815572ef9f3566b5d903a708b61f,Fordow nuclear facility destroyed before July?,no,2025-06-22,0.215,2025-06-30 00:00:00.000,0.0,28623187.178979,-1.0
108988271800978168213949343685406694292284061166193819357568013088568150075789,0x43ec78527bd98a0588dd9455685b2cc82f5743140cb3a154603dc03c02b57de5,US government shutdown Saturday?,no,2026-01-25,0.215,2026-01-31 00:00:00.000,0.0,157296576.448084,-1.0
65529652434798000220595979213989185718946886085992772143938108422983263158528,0x7949174f6cb3b0781fbd1a63a51fb7d2e72ac2d7cff1628f2c62477b64734bff,Will Israel invade Syria in 2024?,no,2024-12-11,0.217,2024-12-31 12:00:00.000,0.0,16819559.7366551,-1.0
111480277258850178537736943682653186709510728707904846394206772928007084779467,0x8183a221622f2d5d2b46da86c80d55a61f43d35829589e03c1efae9d072638c5,Iran x Israel/US conflict ends by April 7?,no,2026-04-15,0.2175,2026-04-15 00:00:00.000,0.0,48720376.31273075,-1.0
88815071170531292306771197855496056590773004819748629645131852770667568975872,0xaa145cf5714455f546afe53037b8712df749ba96c04820c2d41f37f877f29697,"Will Trump say ""Iran"" during events with Xi Jinping?",no,2026-05-13,0.22,2026-05-15 00:00:00.000,1.0,28337791.229197014,3.545454545454546
51815606090138194482591057497965776475321325301549386995511672990088563149876,0x6b864f35765706986a861d22fcc207872062186ddcb5fbc20275e991b20ff6ab,Will Switzerland win on 2026-06-13?,no,2026-06-03,0.22,2026-06-13 19:00:00.000,1.0,6451012.17868902,3.545454545454546
49345825332372730347978355238185144259194455124479271140856628847570082902553,0x7fb8010a0cdc4ac4f7e93fb7a532731fbb81f951dd451f2402648eaa3cf285e1,Will Portugal win on 2026-06-23?,no,2026-06-13,0.225,2026-06-23 17:00:00.000,0.0,9364518.518527128,-1.0
96340419016329750070031659742502439684494696372249802246223670494758843453703,0xd63074a69db9fbe28c8a9f3bfe64d8c16eb39e302be281ad9e3a91081b7429f5,Will Trump meet with Xi Jinping by October 31?,no,2025-10-20,0.23,2025-10-31 00:00:00.000,0.0,9134078.220091,-1.0
92606879704714063790265474923339904727571157999680080961768662670754890478448,0x83e3bd62809c98d241e60ffe07ff3aa8b86f3f8cbcaed516612d3c2cf6aa1810,Will Arsenal FC win on 2026-05-24?,no,2026-05-14,0.23,2026-05-24 15:00:00.000,0.0,5445730.314191969,-1.0
75208872934092892782346915875442071132113885198251493791913911026398860945533,0xae6dab898b0531faf72bf9f09517538249131850cfe48b309f7f91124411c380,Will the Liberal Party win the most seats in the next Canadian election?,no,2025-04-20,0.2325,2025-04-28 12:00:00.000,0.0,5152025.201466,-1.0
115500896288417093456030036113841947954779737078916313348905317033023580388531,0x87822b3d4ccba1835d698354b01c050b55f20c5f34b14908bff4ea5a6d58af4c,Will Mark Carney be the next Canadian Prime Minister?,no,2025-04-20,0.23500000000000001,2025-04-28 12:00:00.000,0.0,36416000.185007,-1.0
81602004406758538382491290996526735522614396336164168992595136497342425298752,0xcaaa1338d38b5c614196c9a926dd84babc3984442f2ec9b937a16284a199ec3a,Will Portugal win on 2026-06-17?,no,2026-06-07,0.23500000000000001,2026-06-17 17:00:00.000,1.0,14396185.470534254,3.25531914893617
70308784561714015174842336955312212768074400810481229952933478890769807075215,0x26ed2c7b22d8bbf6789e76bdcd88c22b605df53e88c7b57fb3dc48b7ab259a8f,Will Andrew Cuomo win the Democratic Primary for Mayor of New York City?,no,2025-06-18,0.245,2025-06-24 12:00:00.000,1.0,17826731.742495,3.0816326530612246
64870841501853474202213221626013837561022519465605448237200471134583417724366,0x2158d1f83118f06d7399d5000e9c44f317eb8a0801a6f588d261bf2cf2310445,Major cyberattack on Iran in June?,no,2025-06-15,0.245,2025-06-30 23:55:00.000,0.0,17449126.951622,-1.0
999431386086915652803375764895435840752699372365775899613514207437695781135,0xe4b9a52d2bb336ff9d84799b70e72e8e5f4507df881af60f3f4daeb9f541a80e,US forces enter Iran by December 31?,no,2026-03-30,0.245,2026-12-31 00:00:00.000,0.0,21995506.101996984,-1.0
51732369759485835627051150412913500844102328664046935611067633256196381227415,0xe6e0208a9e5014ff507d16a359db466bd98c0414be72982835001eee2fd8f5ae,Will Trump pardon Ross Ulbricht in his first 100 days?,no,2025-01-12,0.255,2025-04-29 12:00:00.000,0.0,6087387.385208,-1.0
61870696561549212427703774084341694590597083144015451858728593820052569648622,0x87d67272f0ce1bb0d80ba12a1ab79287b2a235a5f361f5bcbc06ea0ce34e61c5,Will there be a US Government shutdown? ,no,2024-12-20,0.2555,2024-12-31 12:00:00.000,0.0,53500373.740494,-1.0
5838539432810139813800814707355594232138879092348684894028239977524096523327,0x31e0d4320eb9666e93e20f989061f3eee82e80de9caff260cdeb9c0a4946093b,Over $1B committed to the MegaETH public sale?,no,2025-10-28,0.2575,2026-01-01 05:00:00.000,0.0,13431462.485535,-1.0
42359356442661299038828099394763018989310598158293372663264303217439447019395,0xea37927afde20f92dc612abf6f1ea46cc00a4aaf28a98393f3571393363f2ceb,Will Manchester City FC win on 2026-05-09?,no,2026-04-29,0.265,2026-05-09 16:30:00.000,0.0,5429194.647596072,-1.0
24620775411941217389377740965103998876434043106631115627739856378494039307644,0x4d848bab2da79b9ff7f2b2b0d9ddb048bb1fb47e9f782887f16e91d27de41279,Will a Republican win Arizona Presidential Election?,no,2024-10-31,0.265,2024-11-05 12:00:00.000,0.0,5552055.578258,-1.0
2736398847139870519983348245683208192410955754758105083602339778470455030980,0xc90f95af1a5d4e392fe9cc484f1b1a0983687865e7b85910ae89300c2076e4a1,Will Canada win on 2026-06-18?,no,2026-06-09,0.265,2026-06-18 22:00:00.000,0.0,14324374.22380302,-1.0
40518387965033347374833689992798411776031351595129864155833469332193198260508,0x46dc560a09f07d8b6989bec851262e4df92ea0dd909631cf987afc88c8b8d729,Will MrBeast raise $40M for clean water by August 31?,no,2025-08-22,0.265,2025-08-31 00:00:00.000,0.0,7326525.907317,-1.0
20460470065238694355342479102612119660444867108692975826045667264704084823317,0xd8fb9e7567f1d4d9cbcf9c31ea3461181fab7299d7483d019a911c6c056ad0e1,Will Lando Norris be the 2025 Drivers Champion?,no,2025-11-27,0.265,2025-12-07 12:00:00.000,0.0,7095379.332337,-1.0
81750077792759682980090397689070964226412046195389028523769479713426985687572,0xff1ec56e0e47033727e33deab740896fbf1c6bb8a2b0068efdba3d900c7ba7a2,Will England win on 2026-06-23?,no,2026-06-13,0.265,2026-06-23 20:00:00.000,1.0,16506998.079854466,2.773584905660377
41891066384434429637692730138675003943728949528138678240095326032910084902001,0x289092682de83f6542949b2e13a576d672ce8830f4993be0558a918be2d0ed99,Will Tesla launch a driverless Robotaxi service by October 31?,no,2025-09-05,0.27,2025-10-31 00:00:00.000,0.0,6604477.871118,-1.0
18774476248896549691678360856198707466024027698380587795158227245793286303542,0xb17631413f217b33763f011a61990dd420f760af13bba6cdccd68c52b2b72d4e,Will a Democrat win Arizona US Senate Election?,no,2024-11-02,0.27,2024-11-05 12:00:00.000,0.0,6754633.942725,-1.0
28690244775797077493520457350695870577692994709973478957963085765560773779976,0x76fc6a5bac5261743e300a7cb7c971a13eafacd4c7f4afca38b77523d2fe2c95,"Bitcoin above $103,000 on June 20?",no,2025-06-14,0.27,2025-06-20 16:00:00.000,0.0,5540072.679521,-1.0
72230300298287057283776402697748671328525002237377884170696567504739749823402,0xcb42ce799c32e8f0bbe7df6a20396a7ecb1ca494316c5df0027ab89d941e1ca7,Will Gemini 3.0 be released on November 18 2025?,no,2025-11-16,0.27,2025-11-30 00:00:00.000,0.0,9333885.203982,-1.0
9164768256417427469546270859589447548245226965875033789810135047059062396560,0x7b281363227e98a8177e1e5e81dc3bd1e48e8594383258ebb807a62f57770742,Will FC Barcelona win on 2026-01-21?,no,2026-01-12,0.27,2026-01-21 20:00:00.000,0.0,8584792.035064,-1.0
78429686333030820447897933553543820193521844820311405451095297269474510947445,0x78a7554bdf3861f7557bc637ae5298d948fbe26632e10042b34b8a0f6724cc4a,Will the US strike Somalia next?,no,2026-01-17,0.27,2026-01-17 00:00:00.000,0.0,12430945.086593,-1.0
57969484623906654162647807925252512006821410423354182075797975676232320775740,0x9ea5173f151792a2056f7c799a4a7a33b0fca77c2048cfc9adbb2e87ba81631d,Will Stable launch a token in 2025?,no,2025-11-28,0.275,2026-01-01 05:00:00.000,0.0,8477043.897253,-1.0
47219759754952929511555041724310925705098914006324582575339010376090041798290,0x6ff0aea2be61472090f3fb1a452ee0a284ce7f47fb63f69e0051317bb29a5ef5,Will Manchester City FC win on 2026-03-21?,no,2026-05-04,0.275,2026-05-04 00:00:00.000,0.0,8098202.505656997,-1.0
103058248897884938403580910617168460500926266118099271061416353778855785398497,0x15869f0d05e99ad5789f647685b2eedbbe4201f8910a2bdb70e5716bd3674e8f,Will Austria win on 2026-06-17?,no,2026-06-07,0.275,2026-06-17 04:00:00.000,0.0,6272670.3021670105,-1.0
103074846952659555203136280159144707438311771841831295577819182690870662076232,0xab66a7d5745fc4da8a30a67665ee1de894b740644e643a6c6ec39b17212e4df5,Will Israel invade Lebanon in September?,no,2024-10-01,0.2795,2024-10-01 00:00:00.000,1.0,13817736.165943,2.577817531305903
85691188220423550125042360659286079361661933516890966218343569639523064034150,0x14662889e3f5ad2a6e9d01cf00eb6e2d23e7cbc090370854df29a5631b430753,Monad market cap (FDV) >$3B one day after launch?,no,2025-11-15,0.28,2025-11-15 00:00:00.000,0.0,5678577.132887,-1.0
11501577566179738250128598085870070174891153371546304764868940238763119214737,0x3df818c271c0c8f83f468d90c8ac2eded35bf6d1755fc17921e9116dc350c046,Will FC Barcelona win on 2026-05-17?,no,2026-05-08,0.28,2026-05-17 17:00:00.000,0.0,4324453.723541998,-1.0
6181401096199368004324244642874162057010167408218412244771664244595886623212,0x7606802127355512c8f8ff9c70ef27a2717a8554374d84452de4c7d28147338d,Will a Republican win Georgia Presidential Election?,no,2024-10-28,0.28,2024-11-05 12:00:00.000,0.0,6457569.386048,-1.0
102912736534505697937268380805572848578986075780860105171946853753457563019041,0xb0acc3ef6710e933b96b877c4f74dcf16affb0ce71ce46c68a2de783c211fd3c,Energy infrastructure ceasefire in Ukraine in March? ,no,2025-03-19,0.28500000000000003,2025-03-31 12:00:00.000,0.0,5748304.618242,-1.0
22698940969340510781241954658525193310893458433352193979756993805398681970041,0x3afaa6c9c9487ab0eff39abb4e93be2647afcb4069e1ce8e6af5cca37de14438,"Will Netflix say ""Warner Bros"" during earnings call?",no,2026-01-15,0.28500000000000003,2026-01-20 21:45:00.000,0.0,6527474.190661,-1.0
68670890969542385995453083110367487631448978600988239315882323042259997093658,0x70357debf15a956d82d8b2022aaf5f868763d1d0716d2c6e5ce35712e49a3b0f,Fed decreases interest rates by 25 bps after September 2024 meeting?,no,2024-09-08,0.28500000000000003,2024-09-18 12:00:00.000,1.0,6660914.249885,2.508771929824561
110702402419434606997240498590139657923776420245193392095489394526960556962226,0xcba24842ceac7a40d2a8b9adde1f4407999b6505193b9fd68156ae76fbffa706,Will Arsenal win the 2025–26 English Premier League?,no,2026-05-10,0.28500000000000003,2026-05-27 00:00:00.000,0.0,12340533.59949487,-1.0
