token,condition_id,question,domain,end_date,entry_date,n_smart_buyers,buyers,bet_fraction,entry_mid,entry_ask,spread,current_price,status,exit_date,outcome,pnl
51519876214140449660166550584440656906007152566889523395451234960389805633766,0x6c3c1eb9055cf4ff809b8d4f26a8ef56e11e17c184da687353927de474615746,Will New Zealand win on 2026-06-26?,other,,2026-06-26,2,,0.1,0.065,0.07,0.005,0.0,lost,2026-06-27,0.0,-0.1
21212784061998732060753310583727616688784929823373352237868078199791664491531,0xe322faca2a534900680db54e3a4349a61427d347b6f906d2eeb01f81ae1b082c,Will Spain win on 2026-06-26?,other,,2026-06-27,2,,0.1,0.735,0.74,0.005,1.0,won,2026-06-27,1.0,0.0351
23522010053796928314095406008924900761833610419543982088160250459540934114445,0x2cc359648ba6695498c169ceaa44c5444e0479102c453289c47ed9489e7f3e93,Will Croatia win on 2026-06-27?,other,,2026-06-27,2,,0.1,0.235,0.24,0.005,1.0,won,2026-06-27,1.0,0.3167
68070777304378139430687544062214220484608672764966913524984709588275869751804,0xb1f0a22e71aeeb464554acc78612de743236f45d254e931514b46c4bc60f3c07,Colombia vs. Portugal: O/U 0.5,other,,2026-06-28,2,,0.1,0.095,0.1,0.005,0.0,lost,2026-06-28,0.0,-0.1
68238163315667435120694805573568977252273759352712823951184501420027891362809,0x597e0e209cef883bb95c6905f07d8066c3ef35652087d3611c43b93f0ed237c2,Will Portugal win on 2026-06-27?,other,,2026-06-28,2,,0.1,0.0605,0.061,0.0005,0.0,lost,2026-06-28,0.0,-0.1
83119984683216359120344184710305511577201254872158004101959190182937261979933,0x8765cc2b3c75089a9c5de8d12d52274857a2e573a9726bc023faa2a046340fac,Will Colombia vs. Portugal end in a draw?,other,,2026-06-28,2,,0.1,0.115,0.12,0.005,0.0,lost,2026-06-28,0.0,-0.1
66645018399244327793816970436640892806720466803924622381310200425167561934656,0xfbcdae24669153e811b86329a4adb56689b590845b02fd0c16e7b1826c863034,Will Colombia win on 2026-06-27?,other,,2026-06-28,2,,0.1,0.055,0.06,0.005,0.0,lost,2026-06-28,0.0,-0.1
33557809100296424564300818310978858426585709523340015386246462600918081449864,0x1724602469147f55b70a28dbb596a2d7580eb0082b89aab07da8a36f10910669,Spread: Argentina (-2.5),other,,2026-06-28,2,,0.1,0.655,0.66,0.005,1.0,won,2026-06-28,1.0,0.0515
101870693068643777907933185168096005823100471428921617507976765091257562327892,0xca1f4760e175d71d1c7677dbc56a1856dc2cee6a4d8de8275a16dbca716afd24,Will Austria win on 2026-06-27?,other,,2026-06-28,2,,0.1,0.225,0.23,0.005,0.0,lost,2026-06-28,0.0,-0.1
27098759326802805837035589843502003554948098834593681379386326042943699238252,0x09fbaba76236671313e03c0dd341e24e8b16cb1fca7e04673a5c5d6fddc5c09e,Cincinnati Reds vs. Pittsburgh Pirates,other,,2026-06-28,2,,0.1,0.155,0.16,0.005,0.0,lost,2026-06-28,0.0,-0.1
106633786919613334293196562613681812074428028147959096199553887419565838568682,0x09fbaba76236671313e03c0dd341e24e8b16cb1fca7e04673a5c5d6fddc5c09e,Cincinnati Reds vs. Pittsburgh Pirates,other,,2026-06-28,2,,0.1,0.845,0.85,0.005,1.0,won,2026-06-28,1.0,0.0176
89061390591705493428902121311311284252745020608578311635752281866413002720744,0x688954ad8e279cc5febef6739d4f87acd3e42ca768ac6a8b621386a8578532ed,Will Canada win on 2026-06-28?,other,,2026-06-28,2,,0.1,0.425,0.43,0.005,1.0,won,2026-06-28,1.0,0.1326
93061090028342024181853733154322477305889399353290162610682565878775205726882,0x84466f679694048db91acf068a3c1757aa5c5e44e4409e97b32ee214f2a8940b,Will South Africa vs. Canada end in a draw?,other,,2026-06-28,2,,0.1,0.305,0.31,0.005,1.0,won,2026-06-28,1.0,0.2226
88168782492845289495931894123636898423732610611621478464750983403983457679764,0x84466f679694048db91acf068a3c1757aa5c5e44e4409e97b32ee214f2a8940b,Will South Africa vs. Canada end in a draw?,other,,2026-06-28,2,,0.1,0.695,0.7,0.005,0.0,lost,2026-06-28,0.0,-0.1
89451082379770995013679424679473366009449596250276620316464515660881048428209,0x76bb05cfbf31eb30dcc20b5ee6aef61f472a774d4a11818a82fc89e9ef2a691f,New York Yankees vs. Boston Red Sox,other,,2026-06-29,2,,0.1,0.875,0.88,0.005,1.0,won,2026-06-29,1.0,0.0136
55935183786009449883683540312350046975246300613283087403691731856990327029236,0x9be56371f6a29d12769b2f196847ee825b9585ebb8bfa042136be031b081eba1,Will Netherlands win the 2026 FIFA World Cup?,sports,,2026-06-29,2,,0.1,0.0505,0.051,0.0005,0.0,lost,2026-06-30,0.0,-0.1
10690996089167659853123172780749004202344767544403918562859733585160537173749,0xdc3c530b790e9477a068cb64c8d9a7222b91f164aa055176bd2b19abd299e820,Spread: Germany (-1.5),other,,2026-06-29,2,,0.1,0.465,0.47,0.005,0.0,lost,2026-06-29,0.0,-0.1
115428153746996892211798999366308897078723117634059783423375188043903703749062,0x0c4cd2055d6ea89354ffddc55d6dbcef9355748112ea952fc925f3db6a5c457f,Will Argentina win the 2026 FIFA World Cup?,sports,,2026-06-29,2,,0.1,0.7915,0.792,0.0005,0.8195,flipped,2026-07-02,,0.0035
89075579425844467185868633488322759623361856543369509366205030098390192743019,0xcacd424332319971356c757c025b45a4eb5643b919fb3bd2f84051afea599b13,Strait of Hormuz traffic returns to normal by July 15?,other,,2026-06-29,2,,0.1,0.175,0.18,0.005,0.0,lost,2026-07-21,0.0,-0.1
90502440664239087965498507777184197507061856965337671824102773481560492306629,0x36ba34011aba34897bb03ced4f88402065e9a7d01942da7f25ad2e7fb51842a6,Wimbledon ATP: Camilo Ugo Carabelli vs Daniel Merida Aguilar,sports,,2026-06-29,2,,0.1,0.745,0.75,0.005,1.0,won,2026-06-29,1.0,0.0333
78946768344205088052204236267785154687684569048254283316971313869674859911219,0xab943d038a27a8176fa7cac9ad704462bfb431dc94d2ed0ead3ba2dd3925754e,Wimbledon ATP: Adam Walton vs Dino Prizmic,sports,,2026-06-29,2,,0.1,0.625,0.63,0.005,0.0,lost,2026-06-29,0.0,-0.1
21310440680012269400521687773476016993515660642555933585105076820312920459196,0x56f271ae09f3bbd20aeffb0050cb00dacea9678f741f664b2707b3002ede6c94,Wimbledon ATP: Alejandro Davidovich Fokina vs Juan Manuel Cerundolo,sports,,2026-06-29,3,,0.1,0.085,0.09,0.005,0.0,lost,2026-06-29,0.0,-0.1
33181005293684153859599806430361956667241550213285712397883987165326132958045,0xf10f7673242e128c2ba34d43a62588273085a5374fff9b75b6c8dbd3903b0d55,Wimbledon ATP: Adolfo Vallejo vs Nicolas Mejia,sports,,2026-06-29,4,,0.1,0.33,0.34,0.01,0.0,lost,2026-06-29,0.0,-0.1
4901310754284380771148624164233941735494675023274060997983298608091456744272,0xf9b6b82f2d64af8b1af14ee9e89c1de0345c1c603f637f22032ff9e67792a2af,Brazil vs. Japan: O/U 2.5,other,,2026-06-29,2,,0.1,0.425,0.43,0.005,1.0,won,2026-06-29,1.0,0.1326
65306909568318383557627351421700434818321971308964563868136308322493466049308,0xf10f7673242e128c2ba34d43a62588273085a5374fff9b75b6c8dbd3903b0d55,Wimbledon ATP: Adolfo Vallejo vs Nicolas Mejia,sports,,2026-06-29,2,,0.1,0.67,0.68,0.01,1.0,won,2026-06-29,1.0,0.0471
18839419637263701931095804675130165564551337253517096250589471745306665621456,0x81a9bf420ad3960903ebba6bc8b4cbf5275c96b83063452e233a7ee618f6e948,Wimbledon ATP: Jesper de Jong vs Rinky Hijikata,sports,,2026-06-29,2,,0.1,0.16,0.17,0.01,1.0,won,2026-06-30,1.0,0.4882
53352605296076504514960822305391874274713015232478667809914076170845286274866,0x25d5844720781c259a6d9dc633f57dd80d9f4e91504788ccbda375b4df271569,Quito: Angel Veliz vs Daniel Nunez,other,,2026-06-29,2,,0.1,0.585,0.6,0.015,0.0,lost,2026-06-29,0.0,-0.1
99525805040938466968012647710124138858577938764917821999837499034824322004088,0x8ec1344d38fb55aa4adf043a3d81899bda2762b89bebec5769a81a50c3b9c25f,Will Netherlands win on 2026-06-29?,other,,2026-06-29,2,,0.1,0.595,0.6,0.005,1.0,won,2026-06-30,1.0,0.0667
17104315512786063347114787556698820839160761452536106559594754499941835734700,0xc297782d5fa2793fac4d8c5e9fde15e4afcb53412517e9091bdddb54c29de101,Netherlands vs. Morocco: Both Teams to Score,other,,2026-06-30,2,,0.1,0.535,0.54,0.005,0.0,lost,2026-06-30,0.0,-0.1
12302478637514717727876267413205813648816717319654477047874151542001596742510,0xf109a0e7478f4746ce0c8acaa1455893bc426b1c07028fa136562dac7f5203e4,Miami Marlins vs. Colorado Rockies,other,,2026-06-30,2,,0.1,0.525,0.53,0.005,0.0,lost,2026-06-30,0.0,-0.1
58166197194570785560067036078062058159456453622685641780878529858171039930039,0x1d57ae7d429a50e47843a712d7caf62e76b724310707faa892c1146c8e6a6742,Netherlands vs. Morocco: Team to Advance,politics,,2026-06-30,4,,0.1,0.505,0.51,0.005,1.0,won,2026-06-30,1.0,0.0961
19749751708081460508554694952096222040055914588494694335246357620432629309747,0x1d57ae7d429a50e47843a712d7caf62e76b724310707faa892c1146c8e6a6742,Netherlands vs. Morocco: Team to Advance,politics,,2026-06-30,2,,0.1,0.495,0.5,0.005,0.0,lost,2026-06-30,0.0,-0.1
71075692680635805762338224659931385429425196234977615850107878886623188860820,0xdf9b5fe5a7cac5e2c26cd36a08bb1456d61ba7e00c96868e57d38b5775c78ae9,Côte d'Ivoire vs. Norway: Team to Advance,politics,,2026-06-30,2,,0.1,0.365,0.37,0.005,0.0,lost,2026-06-30,0.0,-0.1
28438758497589694692042484943471612552717049239154358648706955616281793970949,0xc70225afd173c74f7e62671aa5153db6bf849e2330e76ab48c7750c8a67a2c41,Will Côte d'Ivoire win on 2026-06-30?,other,,2026-06-30,2,,0.1,0.895,0.9,0.005,1.0,won,2026-06-30,1.0,0.0111
5708608579873681013039722098843232674627679408633016477164832615663429202364,0x801789fd001f72517a0ae1be88b015b239b2ba5846ce73e5d11426d4e17d0514,Spread: France (-1.5),other,,2026-06-30,2,,0.1,0.525,0.53,0.005,1.0,won,2026-06-30,1.0,0.0887
110245164899602010210277970389621468243084512725901407479300635380209539722384,0x378f7b5c668014d9f6c42c305ec83902f3c8f6c770b336363aed0076ce6ce1c9,Will France win on 2026-06-30?,other,,2026-06-30,2,,0.1,0.145,0.15,0.005,0.0,lost,2026-06-30,0.0,-0.1
73329343053160338034260619902547079157069991349455972832735596288494340833041,0xb6e51a628cf76b0ac95833b8ed9b83294d2cee129ef55b1c5c9012dd931c8fc6,France vs. Sweden: O/U 3.5,other,,2026-06-30,2,,0.1,0.335,0.34,0.005,0.0,lost,2026-06-30,0.0,-0.1
90129201361825042637086474664156848507242457041958641106560334961267845369210,0xb6e51a628cf76b0ac95833b8ed9b83294d2cee129ef55b1c5c9012dd931c8fc6,France vs. Sweden: O/U 3.5,other,,2026-06-30,2,,0.1,0.665,0.67,0.005,1.0,won,2026-06-30,1.0,0.0493
35264357503026723259031234853984671435760886512985486076120117773587704589447,0x56a745b1fe61dd05263b1344951ede37bb9b9107163cda6cb531a9b3fcba6c2a,France vs. Sweden: O/U 4.5,other,,2026-06-30,2,,0.1,0.055,0.06,0.005,0.0,lost,2026-06-30,0.0,-0.1
114468314836265493179349149555121147219378704003010144698095755324094165081893,0x65f5760095b3b903c895b320765ccdd4074b72750458b09fde516f6254bcec67,Will Mexico win on 2026-06-30?,other,,2026-07-01,2,,0.1,0.405,0.41,0.005,1.0,won,2026-07-01,1.0,0.1439
112147185103898640732147327846230339350167167545447289307545904178212595666962,0x2b92ff7921ac9df284c06f414933c5b01e2ae2436367d3cf5d1619db5d977ec6,Los Angeles Angels vs. Seattle Mariners,other,,2026-07-01,2,,0.1,0.055,0.06,0.005,0.0,lost,2026-07-01,0.0,-0.1
99844197477575894549136795464345734188385244816345146892337372536690126937339,0x5c86bfa33b04fb90e1f222cc3e8582cc8332f39a4abf69431cdba8f6ffae24d3,Los Angeles Dodgers vs. Athletics: O/U 11.5,other,,2026-07-01,2,,0.1,0.47,0.51,0.04,0.0,lost,2026-07-01,0.0,-0.1
15620125723830252848006256394082724886044548389381549735577215729413551812444,0x4688cc8b1ad178095e5a7d63c05ce90bf7057037fe0ca36420cfd520355c284b,Games Total: O/U 3.5,other,,2026-07-01,2,,0.1,0.445,0.45,0.005,0.0,lost,2026-07-01,0.0,-0.1
98961695075782763672961244580189577131923759608189192028741964658567525378783,0xd6001841cf04b7eb669e22b552760b9716ed45d283cc69bf81c5d7b9bcf54bf2,Wimbledon ATP: Alex Molcan vs Daniel Altmaier,sports,,2026-07-01,2,,0.1,0.285,0.29,0.005,0.0,lost,2026-07-01,0.0,-0.1
101999935343209366627330724304274829221377481324953839478499656810475779239628,0x6e86fc1b3d5ebabc61316fa5543b7b88338cfafa76e38183aaf654b425fbd648,Spread: England (-1.5),other,,2026-07-01,2,,0.1,0.485,0.49,0.005,0.0,lost,2026-07-01,0.0,-0.1
41494783447233748463654551971764703798015084890312660671164004528463310681022,0x915c8ff5cc774e058416d26d65cee8a04858b0d22548f59b2dcb2766de5a8e50,Will England win on 2026-07-01?,other,,2026-07-01,2,,0.1,0.585,0.59,0.005,0.0,lost,2026-07-01,0.0,-0.1
69720115775052841901641625498034904993405939321208883889567585171348787024367,0xeec0dcea9df0643a868e9b152752473444ab03d9f6db1440ed66db8e76f93a14,Will England vs. DR Congo end in a draw?,other,,2026-07-01,3,,0.1,0.054,0.057,0.003,0.0,lost,2026-07-01,0.0,-0.1
84205756002005440351238360692996248372661832825933526238368316972029706553888,0x17a1210867363fba01633fb6d28a6f2f48d3daaac43d49c0acaa4352a8b9c264,England vs. DR Congo: O/U 3.5,other,,2026-07-01,2,,0.1,0.08,0.09,0.01,0.0,lost,2026-07-01,0.0,-0.1
14532148020727350959986694454265689616763845571437647246737392314294227055883,0x00de24efbe083e61da20587be324b35e842b51f330c4f5c55942bf8681cd0857,Will Aryna Sabalenka be the 2026 Women’s Wimbledon Winner?,sports,,2026-07-01,2,,0.1,0.26,0.27,0.01,0.0,lost,2026-07-05,0.0,-0.1
51550519425443949709378847779649788844021865732808641475643382400046061806350,0x9c183f63913cee589ec7a8d584fb7743a541f724edc047837c053c027bdf9074,Will Belgium win on 2026-07-01?,other,,2026-07-01,2,,0.1,0.515,0.52,0.005,0.0,lost,2026-07-01,0.0,-0.1
101186338300259647808521159297117949746868383615820554531962956488824987030486,0x1525f6e38aad87d60dca762113a3bc8bd48baa8563aca8489b12c79330d77a92,Will Senegal win on 2026-07-01?,other,,2026-07-01,2,,0.1,0.225,0.23,0.005,0.0,lost,2026-07-01,0.0,-0.1
58928083379586687546313037980189051468005007749671917254111043647303299821864,0xab186f403a2260444ccc536fce775670e1a851d8ceff6b7fff3f5f3d240ba412,Spread: United States (-1.5),other,,2026-07-01,3,,0.1,0.485,0.49,0.005,1.0,won,2026-07-02,1.0,0.1041
70824682745233812733106262191749410623586014635022911831484173101649880364164,0x4a0aa5a56b98476ffbab967ba0eb70d35794ad0f154fbce5b976d6053bb47808,Argentina vs. Cabo Verde: Team to Advance,politics,,2026-07-02,2,,0.1,0.095,0.1,0.005,0.0,lost,2026-07-04,0.0,-0.1
9387346820989009089251940551882634963223364393888777997382234078295590564246,0xbf19d17cc89d133123d96662c8fb9c2e08a380a32e806233bb8e0ccaaf7a2fdd,Spain vs. Austria: Team to Advance,politics,2026-07-02,2026-07-02,2,,0.1,0.8787,0.88,0.0013,1.0,won,2026-07-02,1.0,0.0136
61927677229094273385677864843343302720417820655350953465326381066694288675401,0xc7a09c23af3a6c6d1d4237ebf3bba90f599aa5a0c29b77c5ca5a3e6ef833b347,Spain vs. Austria: Both Teams to Score,other,2026-07-02,2026-07-02,2,,0.1,0.455,0.46,0.005,0.0,lost,2026-07-02,0.0,-0.1
60095758108465694459308572168907074257524985610871095592575520263269573454820,0x89f3660355b18cdd0684d129970fbcafbe253427af12a76cd806bc684f240f6a,Will Spain vs. Austria end in a draw?,other,2026-07-02,2026-07-02,2,,0.1,0.8962,0.8975,0.0012,1.0,won,2026-07-02,1.0,0.0114
29170572769756376522622831021117245976920346513210655196366935447139232773051,0xd1b44514a10d1041ecfeff34c4f96400a84a171e3c09944956fa936ec8049a58,Spread: Spain (-1.5),other,2026-07-02,2026-07-02,2,,0.1,0.615,0.6175,0.0025,1.0,won,2026-07-02,1.0,0.0619
110474601866909537724044216141585040787927916157559633438159999666255694855775,0xc5943cca27ce657f519619520b1664829b1209f9a5ef9266be7f2954be1b0260,Will Spain win on 2026-07-02?,other,2026-07-02,2026-07-02,2,,0.1,0.8812,0.8825,0.0012,1.0,won,2026-07-02,1.0,0.0133
76401283960595615390184184900688459220932027979297923774897873075255891504243,0x8ba7dc2b5682330a6064966b011f2a6dc6a95b4c6b8589157064f6331ab3e1cd,Will Novak Djokovic be the 2026 Men’s Wimbledon winner?,sports,2026-07-12,2026-07-02,2,,0.1,0.156,0.157,0.001,0.0,lost,2026-07-10,0.0,-0.1
105300101902444670024314531766229236783176275346588264475245645697082520508325,0x43bde2aa4a2067139451beb84649e5acaff989a3a0817fb1c592046c993d4168,Will Portugal win on 2026-07-02?,other,2026-07-02,2026-07-02,3,,0.1,0.5787,0.58,0.0012,1.0,won,2026-07-03,1.0,0.0724
7216924252254397393172583178610701050362566901628641624989721309958035485866,0x0ea55d012e501a500011f42067b140ee5dcb4c678c94401459962b3a841ac568,Will Portugal vs. Croatia end in a draw?,other,2026-07-02,2026-07-02,2,,0.1,0.7363,0.7375,0.0012,1.0,won,2026-07-03,1.0,0.0356
36533706584300857667029617554986527551244192111758453592898850406162026529582,0xd23b4810d916942c2c7b71d9f0f5e3248adc0e4017d8ffa5dd0b1fe721beb0f2,Will Croatia win on 2026-07-02?,other,2026-07-02,2026-07-02,2,,0.1,0.8613,0.8625,0.0012,1.0,won,2026-07-03,1.0,0.0159
28269103877018509853085648333831879355041636934344754627617129026392017000778,0x917aa2a97c0945edecd7b26b57d31e6d9c87c6e0b7d589c128c9216f345a6051,Portugal vs. Croatia: Team to Advance,politics,2026-07-02,2026-07-02,2,,0.1,0.2562,0.2575,0.0013,0.0,lost,2026-07-03,0.0,-0.1
76655388229834609277888648020345023678428310920722814543049025341480644906759,0xa964eb76543e3916540cc12c55ecb67cda57a46fa64bd5976fce9d3e2ed2c2c2,Portugal vs. Croatia: O/U 2.5,other,2026-07-02,2026-07-02,2,,0.1,0.3163,0.3175,0.0012,1.0,won,2026-07-03,1.0,0.215
92721821502542940780915538281373299918285061797154632260609607024941435476059,0xb559bb0e246dd6d0d5ba641d37499a69e1d51324076485e6aeb82f8b5f87227d,Spread: Portugal (-1.5),other,2026-07-02,2026-07-02,2,,0.1,0.2462,0.25,0.0038,0.0,lost,2026-07-03,0.0,-0.1
51119174525701806371550479635410149688193271356842779075353445408012707878262,0x0ea55d012e501a500011f42067b140ee5dcb4c678c94401459962b3a841ac568,Will Portugal vs. Croatia end in a draw?,other,2026-07-02,2026-07-03,2,,0.1,0.6562,0.675,0.0188,0.0,lost,2026-07-03,0.0,-0.1
