date,WALCL,WTREGEN,RRPONTSYD,net_liquidity
2005-04-20,801.793,5.2010000000000005,2.25,794.342
2005-04-21,801.793,5.2010000000000005,2.25,794.342
2005-04-22,801.793,5.2010000000000005,2.25,794.342
2005-04-25,801.793,5.2010000000000005,2.25,794.342
2005-04-26,801.793,5.2010000000000005,2.25,794.342
2005-04-27,809.797,5.586,2.25,801.961
2005-04-28,809.797,5.586,2.25,801.961
2005-04-29,809.797,5.586,2.25,801.961
2005-05-02,809.797,5.586,2.25,801.961
2005-05-03,809.797,5.586,2.25,801.961
2005-05-04,802.412,4.863,2.25,795.299
2005-05-05,802.412,4.863,2.25,795.299
2005-05-06,802.412,4.863,2.25,795.299
2005-05-09,802.412,4.863,2.25,795.299
2005-05-10,802.412,4.863,2.25,795.299
2005-05-11,808.378,4.993,2.25,801.135
2005-05-12,808.378,4.993,2.25,801.135
2005-05-13,808.378,4.993,2.25,801.135
2005-05-16,808.378,4.993,2.25,801.135
2005-05-17,808.378,4.993,2.25,801.135
2005-05-18,801.546,5.2090000000000005,2.25,794.0870000000001
2005-05-19,801.546,5.2090000000000005,2.25,794.0870000000001
2005-05-20,801.546,5.2090000000000005,2.25,794.0870000000001
2005-05-23,801.546,5.2090000000000005,2.25,794.0870000000001
2005-05-24,801.546,5.2090000000000005,2.25,794.0870000000001
2005-05-25,810.16,4.936,2.25,802.9739999999999
2005-05-26,810.16,4.936,2.25,802.9739999999999
2005-05-27,810.16,4.936,2.25,802.9739999999999
2005-05-30,810.16,4.936,2.25,802.9739999999999
2005-05-31,810.16,4.936,2.25,802.9739999999999
2005-06-01,817.335,4.9270000000000005,2.25,810.158
2005-06-02,817.335,4.9270000000000005,2.25,810.158
2005-06-03,817.335,4.9270000000000005,2.25,810.158
2005-06-06,817.335,4.9270000000000005,2.25,810.158
2005-06-07,817.335,4.9270000000000005,2.25,810.158
2005-06-08,814.172,4.7780000000000005,2.25,807.144
2005-06-09,814.172,4.7780000000000005,2.25,807.144
2005-06-10,814.172,4.7780000000000005,2.25,807.144
2005-06-13,814.172,4.7780000000000005,2.25,807.144
2005-06-14,814.172,4.7780000000000005,2.25,807.144
2005-06-15,811.198,5.534,2.25,803.414
2005-06-16,811.198,5.534,2.25,803.414
2005-06-17,811.198,5.534,2.25,803.414
2005-06-20,811.198,5.534,2.25,803.414
2005-06-21,811.198,5.534,2.25,803.414
2005-06-22,810.429,4.982,2.25,803.197
2005-06-23,810.429,4.982,2.25,803.197
2005-06-24,810.429,4.982,2.25,803.197
2005-06-27,810.429,4.982,2.25,803.197
2005-06-28,810.429,4.982,2.25,803.197
2005-06-29,810.082,4.726,2.25,803.106
2005-06-30,810.082,4.726,2.25,803.106
2005-07-01,810.082,4.726,2.25,803.106
2005-07-04,810.082,4.726,2.25,803.106
2005-07-05,810.082,4.726,2.25,803.106
2005-07-06,821.556,3.84,2.25,815.466
2005-07-07,821.556,3.84,2.25,815.466
2005-07-08,821.556,3.84,2.25,815.466
2005-07-11,821.556,3.84,2.25,815.466
2005-07-12,821.556,3.84,2.25,815.466
2005-07-13,808.861,4.843,2.25,801.768
2005-07-14,808.861,4.843,2.25,801.768
2005-07-15,808.861,4.843,2.25,801.768
2005-07-18,808.861,4.843,2.25,801.768
2005-07-19,808.861,4.843,2.25,801.768
2005-07-20,816.804,5.423,2.25,809.131
2005-07-21,816.804,5.423,2.25,809.131
2005-07-22,816.804,5.423,2.25,809.131
2005-07-25,816.804,5.423,2.25,809.131
2005-07-26,816.804,5.423,2.25,809.131
2005-07-27,814.259,4.878,2.25,807.131
2005-07-28,814.259,4.878,2.25,807.131
2005-07-29,814.259,4.878,2.25,807.131
2005-08-01,814.259,4.878,2.25,807.131
2005-08-02,814.259,4.878,2.25,807.131
2005-08-03,818.841,5.0120000000000005,2.25,811.579
2005-08-04,818.841,5.0120000000000005,2.25,811.579
2005-08-05,818.841,5.0120000000000005,2.25,811.579
2005-08-08,818.841,5.0120000000000005,2.25,811.579
2005-08-09,818.841,5.0120000000000005,2.25,811.579
2005-08-10,808.544,4.989,2.25,801.305
2005-08-11,808.544,4.989,2.25,801.305
2005-08-12,808.544,4.989,2.25,801.305
2005-08-15,808.544,4.989,2.25,801.305
2005-08-16,808.544,4.989,2.25,801.305
2005-08-17,813.774,4.805,2.25,806.719
2005-08-18,813.774,4.805,2.25,806.719
2005-08-19,813.774,4.805,2.25,806.719
2005-08-22,813.774,4.805,2.25,806.719
2005-08-23,813.774,4.805,2.25,806.719
2005-08-24,811.313,5.181,2.25,803.882
2005-08-25,811.313,5.181,2.25,803.882
2005-08-26,811.313,5.181,2.25,803.882
2005-08-29,811.313,5.181,2.25,803.882
2005-08-30,811.313,5.181,2.25,803.882
2005-08-31,823.237,4.909,2.25,816.078
2005-09-01,823.237,4.909,2.25,816.078
2005-09-02,823.237,4.909,2.25,816.078
2005-09-05,823.237,4.909,2.25,816.078
2005-09-06,823.237,4.909,2.25,816.078
2005-09-07,822.5,4.7860000000000005,2.25,815.464
2005-09-08,822.5,4.7860000000000005,2.25,815.464
2005-09-09,822.5,4.7860000000000005,2.25,815.464
2005-09-12,822.5,4.7860000000000005,2.25,815.464
2005-09-13,822.5,4.7860000000000005,2.25,815.464
2005-09-14,823.59,4.973,2.25,816.3670000000001
2005-09-15,823.59,4.973,2.25,816.3670000000001
2005-09-16,823.59,4.973,2.25,816.3670000000001
2005-09-19,823.59,4.973,2.25,816.3670000000001
2005-09-20,823.59,4.973,2.25,816.3670000000001
2005-09-21,812.926,6.319,2.25,804.3570000000001
2005-09-22,812.926,6.319,2.25,804.3570000000001
2005-09-23,812.926,6.319,2.25,804.3570000000001
2005-09-26,812.926,6.319,2.25,804.3570000000001
2005-09-27,812.926,6.319,2.25,804.3570000000001
2005-09-28,823.7710000000001,5.3660000000000005,2.25,816.1550000000001
2005-09-29,823.7710000000001,5.3660000000000005,2.25,816.1550000000001
2005-09-30,823.7710000000001,5.3660000000000005,2.25,816.1550000000001
2005-10-03,823.7710000000001,5.3660000000000005,2.25,816.1550000000001
2005-10-04,823.7710000000001,5.3660000000000005,2.25,816.1550000000001
2005-10-05,817.1370000000001,4.857,2.25,810.0300000000001
2005-10-06,817.1370000000001,4.857,2.25,810.0300000000001
2005-10-07,817.1370000000001,4.857,2.25,810.0300000000001
2005-10-10,817.1370000000001,4.857,2.25,810.0300000000001
2005-10-11,817.1370000000001,4.857,2.25,810.0300000000001
2005-10-12,826.306,4.787,2.25,819.269
2005-10-13,826.306,4.787,2.25,819.269
2005-10-14,826.306,4.787,2.25,819.269
2005-10-17,826.306,4.787,2.25,819.269
2005-10-18,826.306,4.787,2.25,819.269
2005-10-19,814.2810000000001,4.555,2.25,807.4760000000001
2005-10-20,814.2810000000001,4.555,2.25,807.4760000000001
2005-10-21,814.2810000000001,4.555,2.25,807.4760000000001
2005-10-24,814.2810000000001,4.555,2.25,807.4760000000001
2005-10-25,814.2810000000001,4.555,2.25,807.4760000000001
2005-10-26,819.105,5.149,2.25,811.706
2005-10-27,819.105,5.149,2.25,811.706
2005-10-28,819.105,5.149,2.25,811.706
2005-10-31,819.105,5.149,2.25,811.706
2005-11-01,819.105,5.149,2.25,811.706
2005-11-02,814.571,4.981,2.25,807.34
2005-11-03,814.571,4.981,2.25,807.34
2005-11-04,814.571,4.981,2.25,807.34
2005-11-07,814.571,4.981,2.25,807.34
2005-11-08,814.571,4.981,2.25,807.34
2005-11-09,824.991,5.002,2.25,817.739
2005-11-10,824.991,5.002,2.25,817.739
2005-11-11,824.991,5.002,2.25,817.739
2005-11-14,824.991,5.002,2.25,817.739
2005-11-15,824.991,5.002,2.25,817.739
2005-11-16,823.263,4.522,2.25,816.491
2005-11-17,823.263,4.522,2.25,816.491
2005-11-18,823.263,4.522,2.25,816.491
2005-11-21,823.263,4.522,2.25,816.491
2005-11-22,823.263,4.522,2.25,816.491
2005-11-23,833.124,5.107,2.25,825.767
2005-11-24,833.124,5.107,2.25,825.767
2005-11-25,833.124,5.107,2.25,825.767
2005-11-28,833.124,5.107,2.25,825.767
2005-11-29,833.124,5.107,2.25,825.767
2005-11-30,835.059,5.09,2.25,827.7189999999999
2005-12-01,835.059,5.09,2.25,827.7189999999999
2005-12-02,835.059,5.09,2.25,827.7189999999999
2005-12-05,835.059,5.09,2.25,827.7189999999999
2005-12-06,835.059,5.09,2.25,827.7189999999999
2005-12-07,833.25,4.932,2.25,826.068
2005-12-08,833.25,4.932,2.25,826.068
2005-12-09,833.25,4.932,2.25,826.068
2005-12-12,833.25,4.932,2.25,826.068
2005-12-13,833.25,4.932,2.25,826.068
2005-12-14,830.95,5.396,2.25,823.3040000000001
2005-12-15,830.95,5.396,2.25,823.3040000000001
2005-12-16,830.95,5.396,2.25,823.3040000000001
2005-12-19,830.95,5.396,2.25,823.3040000000001
2005-12-20,830.95,5.396,2.25,823.3040000000001
2005-12-21,848.317,5.402,2.25,840.665
2005-12-22,848.317,5.402,2.25,840.665
2005-12-23,848.317,5.402,2.25,840.665
2005-12-26,848.317,5.402,2.25,840.665
2005-12-27,848.317,5.402,2.25,840.665
2005-12-28,847.7,4.853,2.25,840.5970000000001
2005-12-29,847.7,4.853,2.25,840.5970000000001
2005-12-30,847.7,4.853,2.25,840.5970000000001
2006-01-02,847.7,4.853,2.25,840.5970000000001
2006-01-03,847.7,4.853,2.25,840.5970000000001
2006-01-04,851.856,4.734,2.25,844.872
2006-01-05,851.856,4.734,2.25,844.872
2006-01-06,851.856,4.734,2.25,844.872
2006-01-09,851.856,4.734,2.25,844.872
2006-01-10,851.856,4.734,2.25,844.872
2006-01-11,829.357,4.795,2.25,822.312
2006-01-12,829.357,4.795,2.25,822.312
2006-01-13,829.357,4.795,2.25,822.312
2006-01-16,829.357,4.795,2.25,822.312
2006-01-17,829.357,4.795,2.25,822.312
2006-01-18,836.042,4.8100000000000005,2.25,828.9820000000001
2006-01-19,836.042,4.8100000000000005,2.25,828.9820000000001
2006-01-20,836.042,4.8100000000000005,2.25,828.9820000000001
2006-01-23,836.042,4.8100000000000005,2.25,828.9820000000001
2006-01-24,836.042,4.8100000000000005,2.25,828.9820000000001
2006-01-25,828.9010000000001,5.314,2.25,821.3370000000001
2006-01-26,828.9010000000001,5.314,2.25,821.3370000000001
2006-01-27,828.9010000000001,5.314,2.25,821.3370000000001
2006-01-30,828.9010000000001,5.314,2.25,821.3370000000001
2006-01-31,828.9010000000001,5.314,2.25,821.3370000000001
2006-02-01,831.808,5.117,2.25,824.441
2006-02-02,831.808,5.117,2.25,824.441
2006-02-03,831.808,5.117,2.25,824.441
2006-02-06,831.808,5.117,2.25,824.441
2006-02-07,831.808,5.117,2.25,824.441
2006-02-08,827.613,5.36,2.25,820.003
2006-02-09,827.613,5.36,2.25,820.003
2006-02-10,827.613,5.36,2.25,820.003
2006-02-13,827.613,5.36,2.25,820.003
2006-02-14,827.613,5.36,2.25,820.003
2006-02-15,835.24,5.224,2.25,827.766
2006-02-16,835.24,5.224,2.25,827.766
2006-02-17,835.24,5.224,2.25,827.766
2006-02-20,835.24,5.224,2.25,827.766
2006-02-21,835.24,5.224,2.25,827.766
2006-02-22,840.5550000000001,5.005,2.25,833.3000000000001
2006-02-23,840.5550000000001,5.005,2.25,833.3000000000001
2006-02-24,840.5550000000001,5.005,2.25,833.3000000000001
2006-02-27,840.5550000000001,5.005,2.25,833.3000000000001
2006-02-28,840.5550000000001,5.005,2.25,833.3000000000001
2006-03-01,839.356,5.08,2.25,832.026
2006-03-02,839.356,5.08,2.25,832.026
2006-03-03,839.356,5.08,2.25,832.026
2006-03-06,839.356,5.08,2.25,832.026
2006-03-07,839.356,5.08,2.25,832.026
2006-03-08,839.234,5.0280000000000005,2.25,831.956
2006-03-09,839.234,5.0280000000000005,2.25,831.956
2006-03-10,839.234,5.0280000000000005,2.25,831.956
2006-03-13,839.234,5.0280000000000005,2.25,831.956
2006-03-14,839.234,5.0280000000000005,2.25,831.956
2006-03-15,843.01,4.479,2.25,836.281
2006-03-16,843.01,4.479,2.25,836.281
2006-03-17,843.01,4.479,2.25,836.281
2006-03-20,843.01,4.479,2.25,836.281
2006-03-21,843.01,4.479,2.25,836.281
2006-03-22,838.003,5.142,2.25,830.611
2006-03-23,838.003,5.142,2.25,830.611
2006-03-24,838.003,5.142,2.25,830.611
2006-03-27,838.003,5.142,2.25,830.611
2006-03-28,838.003,5.142,2.25,830.611
2006-03-29,833.6750000000001,5.4,2.25,826.0250000000001
2006-03-30,833.6750000000001,5.4,2.25,826.0250000000001
2006-03-31,833.6750000000001,5.4,2.25,826.0250000000001
2006-04-03,833.6750000000001,5.4,2.25,826.0250000000001
2006-04-04,833.6750000000001,5.4,2.25,826.0250000000001
2006-04-05,834.589,5.228,2.25,827.1110000000001
2006-04-06,834.589,5.228,2.25,827.1110000000001
2006-04-07,834.589,5.228,2.25,827.1110000000001
2006-04-10,834.589,5.228,2.25,827.1110000000001
2006-04-11,834.589,5.228,2.25,827.1110000000001
2006-04-12,836.862,5.126,2.25,829.486
2006-04-13,836.862,5.126,2.25,829.486
2006-04-14,836.862,5.126,2.25,829.486
2006-04-17,836.862,5.126,2.25,829.486
2006-04-18,836.862,5.126,2.25,829.486
2006-04-19,836.352,4.999,2.25,829.103
2006-04-20,836.352,4.999,2.25,829.103
2006-04-21,836.352,4.999,2.25,829.103
2006-04-24,836.352,4.999,2.25,829.103
2006-04-25,836.352,4.999,2.25,829.103
2006-04-26,844.572,4.953,2.25,837.369
2006-04-27,844.572,4.953,2.25,837.369
2006-04-28,844.572,4.953,2.25,837.369
2006-05-01,844.572,4.953,2.25,837.369
2006-05-02,844.572,4.953,2.25,837.369
2006-05-03,843.867,5.3660000000000005,2.25,836.251
2006-05-04,843.867,5.3660000000000005,2.25,836.251
2006-05-05,843.867,5.3660000000000005,2.25,836.251
2006-05-08,843.867,5.3660000000000005,2.25,836.251
2006-05-09,843.867,5.3660000000000005,2.25,836.251
2006-05-10,838.405,5.151,2.25,831.004
2006-05-11,838.405,5.151,2.25,831.004
2006-05-12,838.405,5.151,2.25,831.004
2006-05-15,838.405,5.151,2.25,831.004
2006-05-16,838.405,5.151,2.25,831.004
2006-05-17,838.153,5.192,2.25,830.711
2006-05-18,838.153,5.192,2.25,830.711
2006-05-19,838.153,5.192,2.25,830.711
2006-05-22,838.153,5.192,2.25,830.711
2006-05-23,838.153,5.192,2.25,830.711
2006-05-24,840.251,5.476,2.25,832.525
2006-05-25,840.251,5.476,2.25,832.525
2006-05-26,840.251,5.476,2.25,832.525
2006-05-29,840.251,5.476,2.25,832.525
2006-05-30,840.251,5.476,2.25,832.525
2006-05-31,851.58,4.87,2.25,844.46
2006-06-01,851.58,4.87,2.25,844.46
2006-06-02,851.58,4.87,2.25,844.46
2006-06-05,851.58,4.87,2.25,844.46
2006-06-06,851.58,4.87,2.25,844.46
2006-06-07,849.0740000000001,5.2330000000000005,2.25,841.5910000000001
2006-06-08,849.0740000000001,5.2330000000000005,2.25,841.5910000000001
2006-06-09,849.0740000000001,5.2330000000000005,2.25,841.5910000000001
2006-06-12,849.0740000000001,5.2330000000000005,2.25,841.5910000000001
2006-06-13,849.0740000000001,5.2330000000000005,2.25,841.5910000000001
2006-06-14,845.869,4.97,2.25,838.649
2006-06-15,845.869,4.97,2.25,838.649
2006-06-16,845.869,4.97,2.25,838.649
2006-06-19,845.869,4.97,2.25,838.649
2006-06-20,845.869,4.97,2.25,838.649
2006-06-21,844.773,5.007,2.25,837.5160000000001
2006-06-22,844.773,5.007,2.25,837.5160000000001
2006-06-23,844.773,5.007,2.25,837.5160000000001
2006-06-26,844.773,5.007,2.25,837.5160000000001
2006-06-27,844.773,5.007,2.25,837.5160000000001
2006-06-28,844.436,4.924,2.25,837.2620000000001
2006-06-29,844.436,4.924,2.25,837.2620000000001
2006-06-30,844.436,4.924,2.25,837.2620000000001
2006-07-03,844.436,4.924,2.25,837.2620000000001
2006-07-04,844.436,4.924,2.25,837.2620000000001
2006-07-05,851.659,5.3340000000000005,2.25,844.075
2006-07-06,851.659,5.3340000000000005,2.25,844.075
2006-07-07,851.659,5.3340000000000005,2.25,844.075
2006-07-10,851.659,5.3340000000000005,2.25,844.075
2006-07-11,851.659,5.3340000000000005,2.25,844.075
2006-07-12,844.391,5.186,2.25,836.9549999999999
2006-07-13,844.391,5.186,2.25,836.9549999999999
2006-07-14,844.391,5.186,2.25,836.9549999999999
2006-07-17,844.391,5.186,2.25,836.9549999999999
2006-07-18,844.391,5.186,2.25,836.9549999999999
2006-07-19,849.894,4.915,2.25,842.729
2006-07-20,849.894,4.915,2.25,842.729
2006-07-21,849.894,4.915,2.25,842.729
2006-07-24,849.894,4.915,2.25,842.729
2006-07-25,849.894,4.915,2.25,842.729
2006-07-26,841.552,5.017,2.25,834.285
2006-07-27,841.552,5.017,2.25,834.285
2006-07-28,841.552,5.017,2.25,834.285
2006-07-31,841.552,5.017,2.25,834.285
2006-08-01,841.552,5.017,2.25,834.285
2006-08-02,850.263,4.72,2.25,843.293
2006-08-03,850.263,4.72,2.25,843.293
2006-08-04,850.263,4.72,2.25,843.293
2006-08-07,850.263,4.72,2.25,843.293
2006-08-08,850.263,4.72,2.25,843.293
2006-08-09,840.006,4.643,2.25,833.1129999999999
2006-08-10,840.006,4.643,2.25,833.1129999999999
2006-08-11,840.006,4.643,2.25,833.1129999999999
2006-08-14,840.006,4.643,2.25,833.1129999999999
2006-08-15,840.006,4.643,2.25,833.1129999999999
2006-08-16,842.876,4.747,2.25,835.879
2006-08-17,842.876,4.747,2.25,835.879
2006-08-18,842.876,4.747,2.25,835.879
2006-08-21,842.876,4.747,2.25,835.879
2006-08-22,842.876,4.747,2.25,835.879
2006-08-23,837.987,4.997,2.25,830.74
2006-08-24,837.987,4.997,2.25,830.74
2006-08-25,837.987,4.997,2.25,830.74
2006-08-28,837.987,4.997,2.25,830.74
2006-08-29,837.987,4.997,2.25,830.74
2006-08-30,850.9250000000001,5.095,2.25,843.58
2006-08-31,850.9250000000001,5.095,2.25,843.58
2006-09-01,850.9250000000001,5.095,2.25,843.58
2006-09-04,850.9250000000001,5.095,2.25,843.58
2006-09-05,850.9250000000001,5.095,2.25,843.58
2006-09-06,848.594,4.531,2.25,841.8130000000001
2006-09-07,848.594,4.531,2.25,841.8130000000001
2006-09-08,848.594,4.531,2.25,841.8130000000001
2006-09-11,848.594,4.531,2.25,841.8130000000001
2006-09-12,848.594,4.531,2.25,841.8130000000001
2006-09-13,840.886,4.749,2.25,833.887
2006-09-14,840.886,4.749,2.25,833.887
2006-09-15,840.886,4.749,2.25,833.887
2006-09-18,840.886,4.749,2.25,833.887
2006-09-19,840.886,4.749,2.25,833.887
2006-09-20,838.192,6.113,2.25,829.829
2006-09-21,838.192,6.113,2.25,829.829
2006-09-22,838.192,6.113,2.25,829.829
2006-09-25,838.192,6.113,2.25,829.829
2006-09-26,838.192,6.113,2.25,829.829
2006-09-27,849.971,4.28,2.25,843.441
2006-09-28,849.971,4.28,2.25,843.441
2006-09-29,849.971,4.28,2.25,843.441
2006-10-02,849.971,4.28,2.25,843.441
2006-10-03,849.971,4.28,2.25,843.441
2006-10-04,842.296,6.65,2.25,833.3960000000001
2006-10-05,842.296,6.65,2.25,833.3960000000001
2006-10-06,842.296,6.65,2.25,833.3960000000001
2006-10-09,842.296,6.65,2.25,833.3960000000001
2006-10-10,842.296,6.65,2.25,833.3960000000001
2006-10-11,859.339,5.174,2.25,851.9150000000001
2006-10-12,859.339,5.174,2.25,851.9150000000001
2006-10-13,859.339,5.174,2.25,851.9150000000001
2006-10-16,859.339,5.174,2.25,851.9150000000001
2006-10-17,859.339,5.174,2.25,851.9150000000001
2006-10-18,844.2,4.855,2.25,837.095
2006-10-19,844.2,4.855,2.25,837.095
2006-10-20,844.2,4.855,2.25,837.095
2006-10-23,844.2,4.855,2.25,837.095
2006-10-24,844.2,4.855,2.25,837.095
2006-10-25,852.648,5.178,2.25,845.22
2006-10-26,852.648,5.178,2.25,845.22
2006-10-27,852.648,5.178,2.25,845.22
2006-10-30,852.648,5.178,2.25,845.22
2006-10-31,852.648,5.178,2.25,845.22
2006-11-01,855.5360000000001,4.982,2.25,848.3040000000001
2006-11-02,855.5360000000001,4.982,2.25,848.3040000000001
2006-11-03,855.5360000000001,4.982,2.25,848.3040000000001
2006-11-06,855.5360000000001,4.982,2.25,848.3040000000001
2006-11-07,855.5360000000001,4.982,2.25,848.3040000000001
2006-11-08,858.63,5.034,2.25,851.346
2006-11-09,858.63,5.034,2.25,851.346
2006-11-10,858.63,5.034,2.25,851.346
2006-11-13,858.63,5.034,2.25,851.346
2006-11-14,858.63,5.034,2.25,851.346
2006-11-15,855.551,4.96,2.25,848.341
2006-11-16,855.551,4.96,2.25,848.341
2006-11-17,855.551,4.96,2.25,848.341
2006-11-20,855.551,4.96,2.25,848.341
2006-11-21,855.551,4.96,2.25,848.341
2006-11-22,865.126,4.663,2.25,858.213
2006-11-23,865.126,4.663,2.25,858.213
2006-11-24,865.126,4.663,2.25,858.213
2006-11-27,865.126,4.663,2.25,858.213
2006-11-28,865.126,4.663,2.25,858.213
2006-11-29,856.671,5.03,2.25,849.3910000000001
2006-11-30,856.671,5.03,2.25,849.3910000000001
2006-12-01,856.671,5.03,2.25,849.3910000000001
2006-12-04,856.671,5.03,2.25,849.3910000000001
2006-12-05,856.671,5.03,2.25,849.3910000000001
2006-12-06,862.178,5.0600000000000005,2.25,854.868
2006-12-07,862.178,5.0600000000000005,2.25,854.868
2006-12-08,862.178,5.0600000000000005,2.25,854.868
2006-12-11,862.178,5.0600000000000005,2.25,854.868
2006-12-12,862.178,5.0600000000000005,2.25,854.868
2006-12-13,853.851,4.74,2.25,846.861
2006-12-14,853.851,4.74,2.25,846.861
2006-12-15,853.851,4.74,2.25,846.861
2006-12-18,853.851,4.74,2.25,846.861
2006-12-19,853.851,4.74,2.25,846.861
2006-12-20,865.01,6.066,2.25,856.694
2006-12-21,865.01,6.066,2.25,856.694
2006-12-22,865.01,6.066,2.25,856.694
2006-12-25,865.01,6.066,2.25,856.694
2006-12-26,865.01,6.066,2.25,856.694
2006-12-27,869.988,5.24,2.25,862.498
2006-12-28,869.988,5.24,2.25,862.498
2006-12-29,869.988,5.24,2.25,862.498
2007-01-01,869.988,5.24,2.25,862.498
2007-01-02,869.988,5.24,2.25,862.498
2007-01-03,874.626,5.027,2.25,867.3489999999999
2007-01-04,874.626,5.027,2.25,867.3489999999999
2007-01-05,874.626,5.027,2.25,867.3489999999999
2007-01-08,874.626,5.027,2.25,867.3489999999999
2007-01-09,874.626,5.027,2.25,867.3489999999999
2007-01-10,854.8190000000001,4.797,2.25,847.772
2007-01-11,854.8190000000001,4.797,2.25,847.772
2007-01-12,854.8190000000001,4.797,2.25,847.772
2007-01-15,854.8190000000001,4.797,2.25,847.772
2007-01-16,854.8190000000001,4.797,2.25,847.772
2007-01-17,859.363,4.686,2.25,852.427
2007-01-18,859.363,4.686,2.25,852.427
2007-01-19,859.363,4.686,2.25,852.427
2007-01-22,859.363,4.686,2.25,852.427
2007-01-23,859.363,4.686,2.25,852.427
2007-01-24,851.755,5.112,2.25,844.393
2007-01-25,851.755,5.112,2.25,844.393
2007-01-26,851.755,5.112,2.25,844.393
2007-01-29,851.755,5.112,2.25,844.393
2007-01-30,851.755,5.112,2.25,844.393
2007-01-31,865.73,5.055,2.25,858.4250000000001
2007-02-01,865.73,5.055,2.25,858.4250000000001
2007-02-02,865.73,5.055,2.25,858.4250000000001
2007-02-05,865.73,5.055,2.25,858.4250000000001
2007-02-06,865.73,5.055,2.25,858.4250000000001
2007-02-07,855.057,5.097,2.25,847.71
2007-02-08,855.057,5.097,2.25,847.71
